Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,class
A12,18,A32,A40,1042,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,2
A14,15,A32,A40,3186,A64,A74,7.0471242089638215,A92,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,1
A12,12,A32,A41,2028,A65,A73,-3.7164647368989145,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,1
A12,12,A34,A40,958,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1
A14,21,A33,A42,1591,A62,A74,4,A93,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,1
A12,12,A32,A42,2762,A65,__NOISE__Attribute7__364588468103,1,A92,A101,2,A122,25,A141,__NOISE__Attribute15__30691590855,1,A173,1,A192,A201,2
A12,18,A32,A41,2779,A61,A73,1,__NOISE__Attribute9__577653010530,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1
A14,28,A34,A43,2743,__NOISE__Attribute6__793906830518,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,1
A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,__NOISE__Attribute15__199365213557,2,A173,1,A191,A201,1
A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,__NOISE__Attribute12__626838637799,20,A143,A152,1,A173,1,A191,A201,1
A11,18,A34,A45,1190,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,2
A14,5,A32,A49,3448,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,1
A12,24,A32,A410,11328,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,2
A11,6,A34,A42,1872,__NOISE__Attribute6__504595089672,A71,4,__NOISE__Attribute9__577653010530,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1
A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,__NOISE__Attribute12__295416964311,33,A143,A152,2,A173,1,A192,A201,1
A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A43,1484,__NOISE__Attribute6__617225580300,A73,2,A94,A101,13.454479251320382,A121,25,A143,A152,1,A173,1,A192,A201,2
A14,6,A32,A45,660,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1
A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,1
A11,42,A34,A45,3394,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,1
A13,12,A31,A49,609,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,2
A14,12,A32,A40,1884,A61,A75,13.964164269175802,A93,A101,-3.6078007304803092,A123,39,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A42,1620,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1
A12,20,A33,A410,2629,A61,A73,2,A93,A101,3,A123,29,A141,A152,2,A173,1,A192,A201,1
A14,12,A32,A46,719,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2
A12,48,A34,A42,5096,__NOISE__Attribute6__122376453993,A73,2,A92,A101,3,A123,30,A143,A152,1,A174,1,A192,A201,2
A14,9,A34,A46,1244,A65,A75,-4.865311675053515,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1
A11,36,A32,A40,1842,__NOISE__Attribute6__904128144202,A72,-1.5097966874317,__NOISE__Attribute9__507211948162,A101,4,A123,34,A143,__NOISE__Attribute15__274479884767,1,A173,1,A192,A201,2
A12,7,A32,A43,2576,A61,A73,2,A93,A103,2,__NOISE__Attribute12__186263798753,35,A143,A152,1,A173,1,A191,A201,1
A13,12,A32,A42,1424,A65,A75,3,A92,A101,4,A121,55,A143,A152,1,A174,1,A192,A201,1
A12,15,A33,A45,1512,A64,__NOISE__Attribute7__498005306131,3,A94,A101,3,A122,61,A142,A152,2,A173,1,A191,A201,2
A14,36,A34,A41,11054,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1
A14,6,A32,A43,518,__NOISE__Attribute6__729675835863,__NOISE__Attribute7__360802186693,3,A92,A101,1,A121,29,A143,A152,1,A173,1,A191,A201,1
A14,12,A30,A42,2759,A61,A75,2,__NOISE__Attribute9__745020166385,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1
A14,24,A32,A41,2670,__NOISE__Attribute6__619646921419,A75,4,A93,A101,4,A123,35,A143,A152,1,A174,1,A192,A201,1
A11,24,A32,A40,4817,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,1,__NOISE__Attribute19__478085738941,A201,2
A14,24,A32,A41,2679,__NOISE__Attribute6__223740213341,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,1
A11,11,A34,A40,3905,A61,A73,2,__NOISE__Attribute9__328468839685,A101,11.924333333120966,A121,36,A143,A151,2,A173,2,__NOISE__Attribute19__478085738941,A201,1
A11,12,A32,A41,3386,A61,A75,3,A93,A101,-7.441726926997574,A124,35,A143,A153,1,A173,1,A192,A201,2
A11,6,A32,A44,343,A61,A72,4,__NOISE__Attribute9__624039341861,A101,1,A121,27,A143,A152,1,A173,1,__NOISE__Attribute19__478085738941,A201,1
A14,18,A32,A43,4594,__NOISE__Attribute6__617225580300,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1
A11,36,A32,A42,3620,A61,A73,1,A93,A103,2,A122,37,A143,A152,1,A173,2,A191,A201,1
A11,15,A32,A40,1721,A61,A72,2,A93,A101,12.905869024393965,A121,36,A143,A152,1,A173,1,A191,A201,1
A12,12,A32,A42,3017,A61,A72,7.0471242089638215,A92,A101,1,A121,34,A143,__NOISE__Attribute15__209066933321,1,A174,1,A191,A201,1
A12,12,A32,A48,754,A65,A75,4,A93,A101,4,A122,38,A143,A152,15.024314930243582,A173,1,A191,A201,1
A14,18,A32,A49,1950,A61,__NOISE__Attribute7__360802186693,4,A93,A101,1,A123,34,A142,A152,2,A173,1,A192,A201,1
A11,24,A32,A41,2924,A61,A73,-9.32643513556357,A93,A103,4,A124,63,A141,A152,1,A173,2,__NOISE__Attribute19__478085738941,A201,1
A11,24,A33,A43,1659,A61,A72,4,A92,A101,2,A123,29,A143,A151,1,A172,1,A192,A201,2
A14,48,A33,A43,7238,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,1
A14,33,A33,A49,2764,A61,A73,2,A92,A101,2,A123,26,A143,__NOISE__Attribute15__958349817847,2,A173,1,A192,A201,1
A14,24,A33,A41,4679,A61,A74,3,__NOISE__Attribute9__87777773599,A101,3,A123,35,A143,A152,2,A172,1,A192,A201,1
A12,24,A32,A43,3092,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,1,__NOISE__Attribute19__291529221921,A201,2
A11,6,A32,A46,448,A61,A72,5.465038030620119,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2
A11,9,A32,A40,654,A61,A73,4,A93,A101,3,A123,28,A143,A152,-10.095812647662877,A172,1,A191,A201,2
A14,6,A32,A48,1238,A65,A71,4,A93,A101,-3.6078007304803092,A122,36,A143,A152,1,A174,2,A192,A201,1
A12,18,A34,A43,1245,A61,A73,4,A94,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,2
A11,18,A30,A42,3114,A61,A72,1,A92,A101,4,A122,26,A143,A151,1,A173,1,A191,A201,2
A14,39,A32,A41,2569,A63,A73,4,A93,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1
A13,24,A32,A43,5152,__NOISE__Attribute6__234443699292,A74,4,A93,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,1
A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1
A11,15,A34,A42,1478,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,1
A12,12,A34,A43,3573,__NOISE__Attribute6__162637008220,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,__NOISE__Attribute19__515550102711,A201,1
A12,24,A32,A40,1201,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,1
A11,30,A32,A42,3622,A64,A75,4,A92,A101,4,__NOISE__Attribute12__186263798753,57,A143,A151,2,A173,1,__NOISE__Attribute19__541142536417,A201,1
A14,15,A33,A42,960,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,1
A14,12,A34,A40,1163,__NOISE__Attribute6__821061575070,A73,-5.479056396242328,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1
A12,6,A33,A40,1209,A61,A71,4,__NOISE__Attribute9__330295456025,A101,4,__NOISE__Attribute12__288614355697,47,A143,A152,1,A174,1,__NOISE__Attribute19__206387017789,A201,2
A14,12,A32,A43,3077,A61,A73,-9.953428373393033,A93,A101,4,A123,52,A143,__NOISE__Attribute15__906217515591,1,A173,1,A192,A201,1
A14,24,A32,A40,3757,A61,A75,4,A92,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,1
A14,10,A32,A40,1418,A62,A73,-3.7164647368989145,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,1
A14,6,A32,A40,3518,A61,__NOISE__Attribute7__999586291137,-9.32643513556357,A93,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,1
A14,12,A34,A43,1934,A61,A75,2,A93,A101,2,A124,26,A143,__NOISE__Attribute15__821575540791,2,A173,1,__NOISE__Attribute19__291529221921,A201,1
A12,27,A30,A49,8318,A61,A75,2,A92,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,2
A14,6,A34,A43,1237,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1
A12,6,A32,A43,368,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1
A11,12,A34,A40,2122,A61,A73,3,A93,A101,12.378313881255728,A121,39,A143,A151,2,A172,2,A191,A202,1
A11,24,A32,A42,2996,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2
A12,36,A32,A42,9034,A62,__NOISE__Attribute7__780956906586,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,2
A14,24,A34,A42,1585,A61,A74,4,A93,A101,3,A122,40,A143,__NOISE__Attribute15__711608508588,2,A173,1,A191,A201,1
A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,1
A13,6,A34,A40,1323,A62,A75,2,A91,A101,4,A123,28,A143,__NOISE__Attribute15__418734263802,2,A173,2,A192,A201,1
A11,24,A32,A40,3123,A61,A72,-1.3869228171802055,A92,A101,1,A122,27,A143,__NOISE__Attribute15__92162113096,8.827919216507993,A173,1,__NOISE__Attribute19__515550102711,A201,2
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,__NOISE__Attribute12__288614355697,42,A143,A153,1,A173,2,A191,A201,1
A13,9,A32,A43,1126,A62,A75,2,__NOISE__Attribute9__884364723104,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1
A12,24,A34,A43,1216,A62,A72,4,A93,A101,13.454479251320382,A124,38,A141,A152,2,A173,2,A191,A201,2
A11,24,A32,A40,1207,A61,A72,4,A92,A101,4,__NOISE__Attribute12__52264408884,24,A143,A151,1,A173,1,A191,A201,2
A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,__NOISE__Attribute15__418734263802,1,A172,1,A191,A201,2
A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1
A12,15,A31,A40,6850,A62,A71,1,__NOISE__Attribute9__328468839685,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,2
A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,__NOISE__Attribute12__510989986979,28,A143,A152,-0.5233865235868933,A173,1,A191,A201,1
A14,39,A32,A41,8588,A62,A75,4,A93,A101,-7.88616385101256,A123,45,A143,A152,1,A174,1,A192,A201,1
A11,12,A32,A40,759,A61,A74,7.0471242089638215,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2
A14,36,A32,A41,4686,A61,A73,2,__NOISE__Attribute9__470398098540,A101,-8.484533486946194,A124,32,A143,A153,-8.465197212008784,A174,1,A192,A201,1
A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,1
A12,12,A33,A43,585,A61,A73,5.813327024074617,__NOISE__Attribute9__512349668203,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,1
A14,24,A32,A40,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1
A11,6,A34,A40,609,A61,A74,4,A92,A101,3,__NOISE__Attribute12__510989986979,37,A143,A152,2,A173,1,A191,A202,1
A11,6,A34,A40,1361,__NOISE__Attribute6__548760469941,__NOISE__Attribute7__780956906586,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,1
A14,36,A34,A42,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,2
A11,6,A32,A40,1203,A62,__NOISE__Attribute7__355782108005,-1.3869228171802055,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1
A14,6,A34,A43,700,A65,A75,4,A93,A101,-9.194579681312064,A124,36,A143,A153,2,A173,1,A191,A201,1
A14,24,A34,A45,5507,A61,__NOISE__Attribute7__120049575159,-9.32643513556357,A93,A101,4,A124,44,A143,A153,8.649149948119662,A173,1,A191,A201,1
A11,18,A32,A43,3190,A61,A73,2,__NOISE__Attribute9__274197317651,A101,12.905869024393965,A121,24,A143,A152,1,A173,1,A191,A201,2
A11,48,A30,A42,7119,A61,A73,3,A93,A101,4,A124,53,A143,A153,-10.095812647662877,A173,2,A191,A201,2
A14,24,A32,A41,3488,A62,A74,3,A92,A101,4,A123,23,A143,__NOISE__Attribute15__418734263802,1,A173,1,__NOISE__Attribute19__56472896382,A201,1
A12,18,A32,A43,1113,A61,A73,5.813327024074617,A92,A103,11.924333333120966,A121,26,A143,A152,1,A172,2,A191,A201,1
A12,26,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1
A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1
A14,4,A34,A43,1503,__NOISE__Attribute6__8468075020,__NOISE__Attribute7__880285341987,2,A93,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,1
A11,36,A32,A43,2302,A61,A73,4,A91,A101,4,A123,31,A143,__NOISE__Attribute15__821575540791,1,A173,1,A191,A201,2
A11,6,A32,A40,662,A61,A72,3,A93,A101,11.924333333120966,__NOISE__Attribute12__510989986979,41,A143,A152,1,A172,2,A192,A201,1
A12,36,A32,A46,2273,A61,A74,3,A93,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,1
A12,15,A32,A40,2631,__NOISE__Attribute6__617225580300,A73,2,A92,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,2
A14,12,A33,A41,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,8.827919216507993,A173,1,A191,A201,1
A14,24,A32,A43,1311,A62,__NOISE__Attribute7__780956906586,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1
A14,24,A32,A43,3105,A65,A72,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1
A13,21,A34,A46,2319,__NOISE__Attribute6__223740213341,A72,-4.865311675053515,A91,A101,1,A123,33,A143,A151,9.539013365056464,A173,1,A191,A201,2
A11,6,A32,A40,1374,A65,A71,4,A92,A101,-8.776371087849654,A122,75,A143,A152,-8.203363414184732,A174,1,A192,A201,1
A12,18,A34,A42,3612,A61,A75,3,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1
A11,48,A32,A40,7763,A61,A75,4,A93,A101,4,__NOISE__Attribute12__680327264588,42,A141,A153,5.507864857114411,A174,1,A191,A201,2
A13,18,A32,A42,3049,A61,A72,1,A92,A101,1,A122,45,A142,A152,-8.599968728771882,A172,1,A191,A201,1
A12,12,A32,A43,1534,A61,__NOISE__Attribute7__30725231705,1,A94,A101,-10.169926450099732,__NOISE__Attribute12__939314764254,23,A143,A151,1,A173,1,A191,A201,2
A14,24,A33,A40,2032,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,__NOISE__Attribute19__485506503504,A201,1
A11,30,A32,A42,6350,A65,A75,4,A93,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,2
A13,18,A32,A42,2864,A61,A73,2,__NOISE__Attribute9__752168129596,A101,1,A121,34,A143,__NOISE__Attribute15__274479884767,1,A172,2,A191,A201,2
A14,12,A34,A40,1255,A61,A75,4,__NOISE__Attribute9__452796555760,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1
A11,24,A33,A40,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,2
A14,24,A34,A40,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,__NOISE__Attribute19__198555739142,A201,1
A14,24,A32,A43,1552,A61,A74,3,A93,A101,-3.6078007304803092,A123,32,A141,A152,1,A173,2,A191,A201,1
A11,12,A31,A43,626,A61,A73,4,A92,A101,4,A121,24,A141,A152,1,A172,1,__NOISE__Attribute19__484464666738,A201,2
A14,48,A34,A41,8858,A65,__NOISE__Attribute7__526818709942,2,A93,A101,1,A124,35,A143,A153,2,A173,1,__NOISE__Attribute19__177211312573,A201,1
A14,12,A34,A45,996,A65,A74,4,A92,A101,4,A121,23,A143,A152,-0.5233865235868933,A173,1,__NOISE__Attribute19__698608297096,A201,1
A14,6,A31,A43,1750,A63,A75,2,A93,A101,4,A122,45,A141,__NOISE__Attribute15__711608508588,1,A172,2,A191,A201,1
A11,48,A32,A43,6999,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,2
A12,12,A34,A40,1995,A62,A72,4,A93,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1
A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A122,67,A143,__NOISE__Attribute15__473005604426,2,A174,1,A192,A201,1
A12,12,A32,A43,1331,A61,__NOISE__Attribute7__30725231705,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2
A12,18,A30,A40,2278,A62,__NOISE__Attribute7__880285341987,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2
A14,21,A30,A40,5003,A65,A73,1,__NOISE__Attribute9__577653010530,A101,12.378313881255728,A122,29,A141,__NOISE__Attribute15__238800537233,-6.879668758511606,A173,1,A192,A201,2
A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2
A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,__NOISE__Attribute19__515550102711,A201,2
A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1
A11,24,A31,A43,1546,A61,A74,4,A93,A103,-3.6730899862359,A123,24,A141,A151,-10.095812647662877,A172,1,A191,A201,2
A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,-3.2536433442094594,A173,1,A191,A201,1
A12,36,A32,A40,12389,A65,A73,-3.5661650329302557,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2
A12,24,A33,A49,4712,A65,A73,4,__NOISE__Attribute9__577653010530,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1
A12,24,A33,A43,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1
A11,12,A32,A40,1372,A61,A74,-4.865311675053515,__NOISE__Attribute9__92447787142,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2
A14,24,A34,A43,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,-10.095812647662877,A173,1,A191,A201,1
A12,48,A32,A43,3979,A65,A74,4,A93,A101,15.078485148691984,A123,41,A143,A152,2,A173,2,A192,A201,1
A11,48,A32,A43,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,2
A11,24,A32,A42,3234,A61,A72,4,A92,A101,4,__NOISE__Attribute12__847977549843,23,A143,A151,15.44460517968587,A172,1,A192,A201,2
A14,30,A34,A43,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1
A14,24,A32,A41,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1
A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1
A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,8.649149948119662,A172,1,A191,A201,1
A14,15,A34,A42,2788,A61,A74,2,__NOISE__Attribute9__330295456025,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1
A12,12,A32,A43,2930,A61,A74,2,A92,A101,5.314535273333769,A121,27,A143,A152,-6.879668758511606,A173,1,A191,A201,1
A14,24,A34,A46,1927,A65,__NOISE__Attribute7__364588468103,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1
A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,2
A14,24,A32,A48,937,A61,A72,4,A94,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1
A12,18,A34,A40,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,2
A12,12,A34,A40,3124,A61,A72,-1.3869228171802055,A93,A101,3,__NOISE__Attribute12__510989986979,49,A141,A152,2,A172,2,A191,A201,1
A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1
A12,36,A32,A45,2384,A61,A72,-3.5661650329302557,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2
A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1
A11,18,A32,A42,2039,A61,__NOISE__Attribute7__360802186693,1,A92,A101,-7.441726926997574,A121,20,A141,A151,1,A173,1,A191,A201,2
A11,9,A34,A40,2799,A61,A73,-5.630664912034479,A93,A101,2,A121,36,A143,__NOISE__Attribute15__436768210413,2,A173,2,A191,A201,1
A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1
A11,18,A32,A44,1217,A61,A73,-9.568608054710579,A94,A101,15.903255997331112,A121,47,A143,A152,-8.599968728771882,A172,1,A192,A201,2
A11,12,A34,A42,2246,A61,A75,3,__NOISE__Attribute9__624039341861,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,2
A11,12,A34,A43,385,A61,A74,4,A92,A101,3,__NOISE__Attribute12__295416964311,58,A143,A152,-8.465197212008784,A172,1,A192,A201,1
A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1
A14,21,A32,A49,1572,A64,A75,4,__NOISE__Attribute9__711373541657,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1
A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2
A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,15.024314930243582,A174,1,A192,A201,2
A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2
A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,2
A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,8.649149948119662,A172,1,A192,A201,2
A14,18,A34,A40,2775,A61,A74,-3.5661650329302557,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,2
A14,24,A33,A49,3863,A61,__NOISE__Attribute7__685718040585,1,A93,A101,5.314535273333769,__NOISE__Attribute12__847977549843,32,A143,A153,1,A173,1,A191,A201,1
A12,7,A32,A43,2329,A61,A72,1,A92,A103,12.378313881255728,A121,45,A143,A152,8.827919216507993,A173,1,A191,A201,1
A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,__NOISE__Attribute15__515440400609,1,A173,1,A191,A201,2
A12,24,A31,A46,1837,A61,A74,4,__NOISE__Attribute9__711373541657,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,2
A14,36,A32,A42,3349,A61,A73,4,A92,A101,2,__NOISE__Attribute12__578611909978,28,A143,__NOISE__Attribute15__418734263802,1,A174,1,A192,A201,2
A13,10,A32,A42,1275,__NOISE__Attribute6__844072808986,A72,4,A92,A101,2,A122,23,A143,A152,-3.2536433442094594,A173,1,A191,A201,1
A11,24,A31,A42,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1
A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1
A12,36,A32,A43,2671,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2
A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1
A14,15,A32,A41,1300,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1
A11,12,A32,A44,741,A62,A71,4,A92,A101,-8.776371087849654,A122,22,A143,A152,1,A173,1,A191,A201,2
A13,10,A32,A40,1240,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,2
A11,21,A32,A43,3357,__NOISE__Attribute6__619646921419,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1
A11,24,A31,A41,3632,A61,A73,1,A92,A103,4,__NOISE__Attribute12__680327264588,22,A141,A151,1,A173,1,A191,A202,1
A14,18,A33,A42,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,2
A12,48,A30,A49,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,1
A12,60,A33,A43,9157,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1
A11,6,A34,A40,3676,A61,__NOISE__Attribute7__780956906586,1,__NOISE__Attribute9__884364723104,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,1
A12,30,A32,A42,3441,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,2
A14,12,A32,A40,640,__NOISE__Attribute6__821061575070,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1
A12,21,A34,A49,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,1
A14,18,A34,A40,1530,__NOISE__Attribute6__8468075020,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,2
A14,48,A32,A49,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2
A11,12,A32,A42,1858,__NOISE__Attribute6__619646921419,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1
A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,2
A14,15,A32,A43,1979,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1
A13,6,A32,A42,2116,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,__NOISE__Attribute19__610535033173,A201,1
