CO2Report,CO2,DuctFlow,CardiacMixing
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Complete
>=7.5,High,Rt_to_Lt,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Rt_to_Lt,
<7.5,Low,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,,Complete
<7.5,Low,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
>=7.5,High,Rt_to_Lt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,Lt_to_Rt,Transp.
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Transp.
<7.5,Low,,Transp.
<7.5,Normal,,Transp.
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Mild
<7.5,Low,Lt_to_Rt,Complete
<7.5,Low,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,,Complete
>=7.5,Normal,,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Low,,Complete
>=7.5,High,Rt_to_Lt,
>=7.5,High,Lt_to_Rt,Complete
>=7.5,Low,Lt_to_Rt,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Complete
>=7.5,High,Rt_to_Lt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,Normal,Rt_to_Lt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,Rt_to_Lt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Transp.
>=7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,Low,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
>=7.5,High,Rt_to_Lt,Transp.
>=7.5,Normal,Lt_to_Rt,
<7.5,Normal,,Complete
>=7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,High,Rt_to_Lt,Mild
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,High,,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Mild
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,High,Rt_to_Lt,
<7.5,Normal,Rt_to_Lt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,High,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Mild
>=7.5,High,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Normal,,Complete
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Mild
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,Rt_to_Lt,Transp.
<7.5,Low,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,Normal,Rt_to_Lt,
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Rt_to_Lt,Mild
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Mild
<7.5,Low,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,Low,Lt_to_Rt,
<7.5,Normal,,
>=7.5,High,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Complete
<7.5,Low,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Low,,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Low,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,,Transp.
<7.5,Low,,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Low,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,Normal,,Mild
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Rt_to_Lt,Mild
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,High,Rt_to_Lt,
<7.5,Low,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,
>=7.5,High,Lt_to_Rt,Complete
<7.5,Low,,Complete
<7.5,Normal,Rt_to_Lt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,High,Rt_to_Lt,
<7.5,Normal,,Transp.
>=7.5,High,,Transp.
<7.5,Normal,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,,Mild
<7.5,Low,Lt_to_Rt,Transp.
<7.5,Normal,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,Normal,,Transp.
>=7.5,Normal,,Mild
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Low,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
>=7.5,Normal,Lt_to_Rt,Mild
>=7.5,Normal,,Transp.
>=7.5,Normal,Rt_to_Lt,
>=7.5,Normal,,Mild
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,Transp.
<7.5,Low,,Transp.
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Low,,Transp.
>=7.5,High,Lt_to_Rt,Transp.
<7.5,Low,,Transp.
>=7.5,High,,Transp.
>=7.5,High,Rt_to_Lt,Transp.
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Mild
>=7.5,High,,Complete
>=7.5,Normal,Rt_to_Lt,
<7.5,Normal,,
>=7.5,High,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,High,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,,Transp.
<7.5,Low,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,,Mild
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Rt_to_Lt,Mild
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
>=7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,,Transp.
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Mild
<7.5,Normal,,Mild
<7.5,Normal,,Transp.
<7.5,Low,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,
>=7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Low,,Transp.
>=7.5,High,,
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,High,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,,Mild
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Mild
<7.5,Normal,,Complete
<7.5,Normal,Rt_to_Lt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
>=7.5,High,Rt_to_Lt,Mild
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Transp.
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Mild
>=7.5,High,Rt_to_Lt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Mild
>=7.5,High,,Transp.
>=7.5,High,Rt_to_Lt,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,High,,Complete
<7.5,Low,,Transp.
<7.5,Normal,,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,Complete
<7.5,Low,,Transp.
<7.5,Normal,,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Transp.
>=7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,,Transp.
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,,Transp.
>=7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Mild
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
>=7.5,Normal,Rt_to_Lt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Normal,,
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Complete
>=7.5,High,Rt_to_Lt,Mild
>=7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,
<7.5,Normal,,Transp.
<7.5,Low,,Transp.
<7.5,Normal,,Transp.
>=7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,
<7.5,Normal,,
<7.5,High,Lt_to_Rt,Mild
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Low,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Complete
>=7.5,Normal,Lt_to_Rt,Mild
>=7.5,High,Rt_to_Lt,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
<7.5,Normal,,Mild
>=7.5,High,,Complete
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,,Mild
<7.5,Low,,Transp.
<7.5,Normal,Rt_to_Lt,Mild
<7.5,Normal,Lt_to_Rt,Complete
>=7.5,High,Rt_to_Lt,
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,High,,Complete
>=7.5,High,,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Low,Lt_to_Rt,Complete
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,,Transp.
>=7.5,High,Rt_to_Lt,
<7.5,High,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Mild
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,,Complete
<7.5,Normal,,Transp.
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Transp.
>=7.5,High,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Lt_to_Rt,Complete
<7.5,Normal,Rt_to_Lt,Complete
