LungFlow,ChestXray,Grunting,CO2,DuctFlow,Sick,CardiacMixing,LungParench
Low,Asy/Patch,yes,Normal,,no,Mild,Abnormal
Low,Grd_Glass,yes,High,Rt_to_Lt,yes,,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Normal,yes,Normal,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Low,Rt_to_Lt,yes,Transp.,Normal
Normal,Plethoric,yes,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Oligaemic,no,High,,no,Transp.,Abnormal
High,Plethoric,yes,High,,no,Transp.,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,,yes,Transp.,Normal
Low,Normal,no,High,Lt_to_Rt,no,Transp.,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,Normal,,yes,Transp.,Abnormal
Low,Normal,no,Low,Lt_to_Rt,no,Mild,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,yes,Normal,,yes,Complete,Congested
Normal,Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,no,Transp.,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Normal,yes,High,,yes,Transp.,Abnormal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,no,Complete,Abnormal
Normal,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,Mild,Abnormal
Normal,Asy/Patch,yes,Normal,,yes,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Grd_Glass,yes,High,,no,Transp.,Congested
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,High,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Rt_to_Lt,no,Transp.,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,yes,Complete,Abnormal
High,Plethoric,no,Low,,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,Normal,,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Congested
High,Normal,no,Normal,,no,Complete,Normal
Low,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,yes,High,Rt_to_Lt,yes,Mild,Normal
Normal,Asy/Patch,yes,High,,yes,Transp.,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Oligaemic,yes,Normal,,yes,Transp.,Abnormal
High,Normal,no,Normal,,yes,Transp.,Normal
Low,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,,Normal
Low,Normal,no,Normal,Rt_to_Lt,no,Complete,Normal
High,Grd_Glass,yes,High,,no,Transp.,Abnormal
Normal,Plethoric,no,Normal,,no,Mild,Abnormal
Normal,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,High,,yes,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Congested
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
High,Oligaemic,no,Normal,,no,Transp.,Abnormal
Normal,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
High,Normal,yes,High,,yes,Transp.,Abnormal
Low,Normal,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
High,Normal,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,Normal,,yes,Complete,Congested
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
High,Grd_Glass,yes,Low,,yes,Transp.,Abnormal
High,Normal,yes,Normal,,yes,Complete,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,no,Normal,,yes,Transp.,Normal
High,Plethoric,no,High,Lt_to_Rt,no,Transp.,Abnormal
Normal,Normal,yes,Normal,,no,Mild,Normal
High,Grd_Glass,no,High,,yes,Complete,Congested
Low,Normal,yes,Low,Lt_to_Rt,yes,Mild,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
High,Asy/Patch,no,Normal,,yes,Transp.,Normal
Normal,Grd_Glass,no,Normal,,yes,Mild,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,Normal,,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Normal,no,Normal,,no,Transp.,Abnormal
Low,Oligaemic,no,High,,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Low,,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,yes,High,,no,Transp.,Abnormal
Normal,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Plethoric,yes,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Normal,yes,Normal,,yes,Transp.,Normal
Normal,Grd_Glass,no,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Low,,yes,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Asy/Patch,no,High,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,High,Lt_to_Rt,no,Transp.,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Low,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,Rt_to_Lt,no,Transp.,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
Normal,Asy/Patch,yes,High,,no,Transp.,Abnormal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,High,,yes,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Normal
High,Plethoric,no,High,,no,Transp.,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,no,Low,Rt_to_Lt,yes,Complete,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,yes,Low,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Mild,Abnormal
High,Grd_Glass,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Oligaemic,yes,High,,no,Transp.,Abnormal
High,Plethoric,no,Low,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,Normal,,no,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Congested
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Rt_to_Lt,yes,,Normal
Normal,Normal,no,Low,Rt_to_Lt,no,Complete,Congested
Normal,Oligaemic,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Normal,yes,High,,yes,Transp.,Abnormal
High,Asy/Patch,no,Normal,Lt_to_Rt,yes,Complete,Congested
High,Normal,no,Normal,,no,Transp.,Normal
High,Oligaemic,yes,High,Rt_to_Lt,no,Mild,Abnormal
High,Grd_Glass,yes,Normal,,yes,Complete,Abnormal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
High,Plethoric,no,Low,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,no,Complete,Congested
High,Normal,no,Normal,,no,Transp.,Normal
High,Oligaemic,no,Normal,,no,Mild,Abnormal
Normal,Normal,no,Normal,Rt_to_Lt,yes,,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Asy/Patch,yes,High,Lt_to_Rt,no,Transp.,Abnormal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,yes,Transp.,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,yes,High,Rt_to_Lt,yes,,Abnormal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Transp.,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,,Normal
Normal,Oligaemic,no,High,Lt_to_Rt,no,Mild,Abnormal
Low,Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
High,Asy/Patch,no,Normal,Rt_to_Lt,no,Mild,Congested
High,Oligaemic,yes,Normal,Rt_to_Lt,yes,Complete,Abnormal
Normal,Grd_Glass,yes,Normal,Lt_to_Rt,yes,Complete,Congested
High,Plethoric,yes,Normal,,no,Transp.,Normal
Normal,Grd_Glass,yes,Normal,Lt_to_Rt,no,Complete,Congested
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,no,Normal,Lt_to_Rt,no,Complete,Abnormal
Normal,Asy/Patch,yes,Normal,Rt_to_Lt,yes,,Abnormal
Low,Oligaemic,no,Low,,no,Complete,Normal
Normal,Normal,no,Low,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Abnormal
High,Grd_Glass,no,Low,,no,Transp.,Congested
Low,Oligaemic,no,Normal,Rt_to_Lt,yes,Mild,Normal
High,Plethoric,no,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Normal,no,Normal,,yes,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Oligaemic,yes,Normal,,yes,Complete,Abnormal
High,Normal,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Complete,Normal
Normal,Normal,no,High,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,Normal,Rt_to_Lt,yes,Complete,Congested
Normal,Normal,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Plethoric,yes,Normal,Rt_to_Lt,yes,Transp.,Normal
High,Plethoric,no,Normal,,no,,Normal
Normal,Oligaemic,yes,Normal,Lt_to_Rt,yes,,Congested
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,yes,High,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
Normal,Oligaemic,no,Normal,Rt_to_Lt,no,Complete,Normal
Low,Asy/Patch,no,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Low,,yes,Transp.,Normal
Low,Normal,no,Normal,,no,Transp.,Congested
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Low,,no,Transp.,Normal
Normal,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Congested
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Transp.,Normal
High,Plethoric,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
High,Plethoric,no,Normal,,yes,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,yes,Mild,Congested
Low,Plethoric,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Complete,Normal
High,Grd_Glass,no,Normal,,no,Transp.,Congested
Low,Asy/Patch,yes,Normal,Rt_to_Lt,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Grd_Glass,no,High,Lt_to_Rt,yes,,Congested
Normal,Normal,no,High,,no,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,no,Normal,,no,Complete,Normal
High,Plethoric,no,Normal,,no,Mild,Normal
Low,Oligaemic,no,High,Lt_to_Rt,yes,,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,High,Rt_to_Lt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,High,,no,Transp.,Normal
Low,Normal,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Low,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,no,Normal,,yes,Complete,Normal
High,Plethoric,no,Normal,Lt_to_Rt,no,Transp.,Normal
Low,Oligaemic,no,Low,,yes,,Normal
Low,Asy/Patch,no,High,Lt_to_Rt,no,Complete,Abnormal
High,Plethoric,no,Low,Rt_to_Lt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Asy/Patch,no,High,Rt_to_Lt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Plethoric,yes,Normal,,yes,Transp.,Normal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Mild,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Low,Oligaemic,no,Low,Lt_to_Rt,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Mild,Normal
High,Normal,no,Normal,,no,Transp.,Normal
Low,Grd_Glass,no,Normal,Lt_to_Rt,no,Complete,Congested
Low,Oligaemic,yes,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,yes,Transp.,Normal
Normal,Normal,yes,Normal,,no,Complete,Normal
Normal,Normal,no,High,,yes,Transp.,Normal
High,Plethoric,no,Normal,,no,,Normal
High,Grd_Glass,no,Normal,Rt_to_Lt,yes,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
High,Plethoric,yes,Normal,,no,Transp.,Normal
High,Normal,no,Normal,,no,Mild,Normal
High,Grd_Glass,yes,High,Rt_to_Lt,yes,Complete,Abnormal
Normal,Normal,no,Normal,,no,Complete,Normal
Low,Asy/Patch,yes,High,Lt_to_Rt,no,Complete,Abnormal
Normal,Grd_Glass,no,Normal,Lt_to_Rt,no,Mild,Congested
High,Grd_Glass,yes,High,Lt_to_Rt,yes,Complete,Abnormal
Normal,Asy/Patch,no,High,Rt_to_Lt,yes,Mild,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,Rt_to_Lt,no,Transp.,Normal
High,Plethoric,no,Normal,,no,Transp.,Normal
Low,Normal,no,High,Rt_to_Lt,yes,Complete,Normal
Low,Oligaemic,yes,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,no,High,,no,Complete,Abnormal
Normal,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
High,Plethoric,no,Normal,,yes,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Normal,no,Normal,Lt_to_Rt,yes,Complete,Normal
Low,Asy/Patch,yes,High,,no,Complete,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,Mild,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,yes,Normal,Lt_to_Rt,yes,Complete,Normal
High,Oligaemic,yes,Low,,yes,Transp.,Normal
High,Grd_Glass,yes,Normal,Rt_to_Lt,yes,,Congested
High,Normal,yes,Normal,Lt_to_Rt,no,Transp.,Abnormal
High,Plethoric,no,Normal,,no,Transp.,Normal
Normal,Grd_Glass,yes,Normal,Rt_to_Lt,yes,Complete,Congested
Low,Normal,no,Low,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Low,,yes,Mild,Normal
Normal,Normal,no,High,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Rt_to_Lt,no,,Normal
Low,Asy/Patch,yes,Normal,Lt_to_Rt,no,,Abnormal
Low,Oligaemic,no,Normal,Lt_to_Rt,yes,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
High,Normal,no,Normal,,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,High,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Low,Oligaemic,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,Lt_to_Rt,no,Complete,Normal
Normal,Normal,no,Normal,,no,Transp.,Normal
