VENTMACH,VENTTUBE,INSUFFANESTH,EXPCO2,PVSAT,CO,MINVOL,PCWP,VENTALV,VENTLUNG,ARTCO2,SAO2,PRESS,CATECHOL,DISCONNECT,MINVOLSET
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,True,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,NORMAL,NORMAL,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,True,LOW
LOW,ZERO,False,LOW,LOW,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
ZERO,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,NORMAL
NORMAL,HIGH,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,True,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
NORMAL,LOW,False,HIGH,LOW,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,LOW,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,False,LOW
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,False,NORMAL
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
LOW,ZERO,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,HIGH,HIGH,False,LOW
ZERO,ZERO,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,NORMAL,HIGH,NORMAL,True,NORMAL
NORMAL,ZERO,True,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,ZERO,NORMAL,LOW,ZERO,NORMAL,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,HIGH,LOW,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
HIGH,HIGH,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,True,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,ZERO,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
HIGH,NORMAL,False,HIGH,LOW,HIGH,LOW,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
NORMAL,LOW,False,ZERO,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,HIGH,False,NORMAL
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,True,NORMAL
NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,NORMAL,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,NORMAL,LOW,NORMAL,ZERO,NORMAL,LOW,ZERO,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,ZERO,LOW,LOW,ZERO,HIGH,ZERO,ZERO,LOW,LOW,NORMAL,HIGH,False,NORMAL
HIGH,HIGH,False,HIGH,LOW,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH
NORMAL,LOW,True,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,LOW,HIGH,HIGH,True,NORMAL
NORMAL,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,LOW,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,True,NORMAL,LOW,HIGH,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,LOW,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,LOW,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
LOW,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,LOW
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,NORMAL,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,NORMAL,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,ZERO,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,NORMAL,LOW,HIGH,ZERO,LOW,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,True,NORMAL
NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,LOW,HIGH,LOW,HIGH,False,HIGH
ZERO,ZERO,False,LOW,HIGH,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,HIGH,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,HIGH,False,LOW,HIGH,LOW,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,True,LOW,LOW,NORMAL,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
HIGH,HIGH,False,LOW,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,HIGH,False,HIGH
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,LOW,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,NORMAL,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,LOW,HIGH,False,NORMAL
NORMAL,HIGH,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,NORMAL,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,LOW,False,LOW,LOW,HIGH,LOW,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,NORMAL
NORMAL,ZERO,False,LOW,LOW,HIGH,ZERO,NORMAL,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,True,NORMAL
NORMAL,LOW,False,LOW,LOW,LOW,NORMAL,HIGH,ZERO,ZERO,HIGH,LOW,HIGH,HIGH,False,LOW
NORMAL,ZERO,False,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,True,NORMAL
