PULMEMBOLUS,ERRCAUTER,INTUBATION,EXPCO2,PVSAT,PAP,CO,MINVOL,HRSAT,HREKG,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR,SAO2,PRESS,CATECHOL,DISCONNECT
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
True,True,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ESOPHAGEAL,LOW,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,ESOPHAGEAL,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,LOW,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,LOW,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,False
False,True,NORMAL,HIGH,LOW,NORMAL,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
True,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,LOW,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ESOPHAGEAL,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,HIGH,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,ESOPHAGEAL,NORMAL,HIGH,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
False,True,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,HIGH,False
False,True,NORMAL,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
True,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH,NORMAL,True
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,False
False,True,NORMAL,HIGH,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ESOPHAGEAL,LOW,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,True
False,False,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
True,False,NORMAL,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,ZERO,HIGH,HIGH,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,LOW,HIGH,ZERO,NORMAL,LOW,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,NORMAL,ZERO,LOW,LOW,HIGH,NORMAL,ZERO,LOW,NORMAL,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,ONESIDED,LOW,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,LOW,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,ZERO,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,LOW,NORMAL,LOW,HIGH,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,ESOPHAGEAL,LOW,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,True
False,False,ONESIDED,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,LOW,LOW,HIGH,False
False,False,ONESIDED,LOW,LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,LOW,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
False,True,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,LOW,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,LOW,LOW,HIGH,HIGH,LOW,LOW,NORMAL,LOW,LOW,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,ESOPHAGEAL,NORMAL,LOW,NORMAL,NORMAL,LOW,LOW,LOW,LOW,NORMAL,ZERO,HIGH,NORMAL,LOW,ZERO,HIGH,False
False,False,ONESIDED,NORMAL,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,False,NORMAL,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,HIGH,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,False,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,HIGH,HIGH,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
False,True,NORMAL,LOW,LOW,NORMAL,HIGH,ZERO,NORMAL,NORMAL,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
