PULMEMBOLUS,INSUFFANESTH,LVFAILURE,LVEDVOLUME,CO,PCWP,SHUNT,FIO2,CVP,HYPOVOLEMIA,DISCONNECT,STROKEVOLUME,BP,MINVOLSET,HISTORY
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,True,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,HIGH,NORMAL,False
False,True,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,False,True,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,NORMAL,NORMAL,False
False,False,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,True,False,LOW,NORMAL,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,True,True,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,True,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,True,True,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,True
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,HIGH,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,False,LOW,LOW,NORMAL,True
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,HIGH,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,True,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,False,LOW,LOW,NORMAL,True
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,HIGH,HIGH,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,True,False,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,NORMAL,LOW,NORMAL,LOW,NORMAL,True,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,LOW,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,HIGH,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,LOW,False,False,NORMAL,LOW,LOW,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,False,True,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,True,False,LOW,LOW,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,HIGH,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,LOW,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,HIGH,NORMAL,NORMAL,False
False,False,True,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,True
False,False,False,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,True,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,HIGH,HIGH,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
True,True,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,HIGH,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,True,LOW,LOW,NORMAL,NORMAL,NORMAL,LOW,False,False,LOW,LOW,LOW,True
False,False,False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,LOW,LOW,HIGH,NORMAL,NORMAL,LOW,False,False,LOW,NORMAL,NORMAL,True
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,True,LOW,NORMAL,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,True,False,LOW,NORMAL,LOW,False
False,False,False,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,HIGH,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,True
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,False,True,LOW,LOW,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,HIGH,NORMAL,False
False,False,False,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,LOW,LOW,LOW,NORMAL,NORMAL,LOW,True,False,LOW,LOW,NORMAL,True
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,HIGH,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,LOW,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,NORMAL,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,LOW,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,False,LOW,LOW,NORMAL,True
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,HIGH,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,True,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,LOW,True
False,True,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,False,HIGH,HIGH,NORMAL,False
False,True,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,HIGH,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,True,False,NORMAL,LOW,NORMAL,False
False,False,True,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,False,False,HIGH,HIGH,NORMAL,True
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,HIGH,False
False,False,False,NORMAL,HIGH,LOW,HIGH,NORMAL,NORMAL,False,False,HIGH,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
True,False,False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,True,False,LOW,NORMAL,NORMAL,True
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,True,True,LOW,LOW,LOW,NORMAL,NORMAL,LOW,True,False,LOW,NORMAL,NORMAL,True
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,True,LOW,LOW,HIGH,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,True,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,HIGH,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,HIGH,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,True,HIGH,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,True,False,LOW,NORMAL,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,HIGH,NORMAL,False
False,False,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,True,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,True,True,LOW,LOW,HIGH,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,LOW,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,True,LOW,LOW,LOW,NORMAL,NORMAL,LOW,False,True,LOW,LOW,NORMAL,True
False,False,False,LOW,HIGH,LOW,NORMAL,NORMAL,LOW,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,True,False,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,True,False,LOW,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,True,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,NORMAL,False,False,HIGH,NORMAL,NORMAL,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,False,True,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,True,NORMAL,NORMAL,LOW,False
False,False,False,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,True,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,LOW,NORMAL,False,True,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,True,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,LOW,NORMAL,NORMAL,False
False,False,False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,True,False,NORMAL,HIGH,LOW,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,HIGH,NORMAL,False
False,True,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
False,False,False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,NORMAL,NORMAL,False
False,False,False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,False,False,NORMAL,LOW,NORMAL,False
