A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
34,Private,140571,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,86745,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,16,United-States,<=50K
24,noValueSetHere123156456,154373,HS-grad,9,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,0,0,25,United-States,<=50K
21,Private,226145,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
33,Private,229732,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,>50K
41,Self-emp-not-inc,151990,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,United-States,>50K
38,Private,393945,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,36,United-States,<=50K
50,Private,135465,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
21,Local-gov,193130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,164190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,294292,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,183173,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,Federal-gov,126320,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,349405,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,<=50K
45,Self-emp-inc,149865,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,>50K
28,State-gov,70100,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
28,Private,215211,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
47,Private,304133,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,185744,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
71,Private,93202,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K
27,Private,160731,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,48123,12th,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,<=50K
18,Private,36162,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,5,United-States,<=50K
28,Local-gov,356089,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K
32,Self-emp-inc,45796,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
61,Self-emp-not-inc,352448,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,210013,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
28,Local-gov,154863,HS-grad,9,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40,United-States,<=50K
35,Self-emp-not-inc,267776,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
35,Self-emp-not-inc,153066,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
45,Self-emp-not-inc,34446,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,97176,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,<=50K
24,Private,417668,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
25,Private,143267,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,48,United-States,<=50K
37,Local-gov,223020,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K
66,Private,263637,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
61,Local-gov,248595,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
41,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
33,Private,100228,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29,Federal-gov,33315,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,State-gov,289909,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
17,noValueSetHere123156456,151141,10th,6,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,30,United-States,<=50K
31,Private,246439,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
26,Private,212793,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Local-gov,219883,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21,Self-emp-not-inc,304602,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,98,United-States,<=50K
36,Private,460437,9th,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
61,Private,139391,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,16,United-States,<=50K
17,noValueSetHere123156456,110998,Some-college,10,Never-married,noValueSetHere123156456,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
40,Private,170730,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
33,Private,275369,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,Haiti,<=50K
44,Private,261497,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,noValueSetHere123156456,<=50K
32,Private,207668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,107108,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
24,Private,210781,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,France,<=50K
29,Private,91189,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
30,Private,164309,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
19,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,55,United-States,<=50K
36,State-gov,194630,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
26,Private,341353,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,<=50K
55,Local-gov,31365,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
50,Private,187465,11th,7,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,233624,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
49,Federal-gov,115784,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,188544,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
33,Private,123920,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
41,Private,69333,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
29,Private,383402,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
28,Private,155621,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Columbia,<=50K
36,Private,198587,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,<=50K
19,noValueSetHere123156456,62534,Bachelors,13,Never-married,noValueSetHere123156456,Own-child,Black,Female,0,0,40,Jamaica,<=50K
31,Private,128493,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
25,Private,181772,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,noValueSetHere123156456,166759,12th,8,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
27,Private,198286,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,34,United-States,<=50K
54,Federal-gov,114674,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,109570,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
39,Private,67433,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Private,96020,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,>50K
17,Private,95799,11th,7,Never-married,Sales,Own-child,White,Female,0,0,18,United-States,<=50K
59,Private,168569,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,Private,209460,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,47,United-States,<=50K
56,Private,56331,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,32,United-States,<=50K
42,Private,183479,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,State-gov,167265,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
27,Private,161087,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,<=50K
59,Private,110820,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,>50K
29,Private,46987,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,<=50K
39,Local-gov,170382,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,England,>50K
23,Private,200973,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
28,Private,299422,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
58,Self-emp-not-inc,147653,10th,6,Married-civ-spouse,Craft-repair,Wife,White,Female,0,1977,35,noValueSetHere123156456,>50K
25,Private,209227,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,21,United-States,<=50K
23,Private,257683,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,25429,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
24,Private,48343,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
60,noValueSetHere123156456,141580,Masters,14,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,40,United-States,<=50K
90,Private,84553,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
56,Local-gov,370045,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
34,Private,248754,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,331395,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,271933,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K
64,Federal-gov,199298,7th-8th,4,Widowed,Other-service,Unmarried,White,Female,0,0,30,Puerto-Rico,<=50K
26,Federal-gov,206983,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Columbia,<=50K
29,Private,183111,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
72,noValueSetHere123156456,201375,Assoc-acdm,12,Widowed,noValueSetHere123156456,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,344991,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-inc,195835,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,48347,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
53,Private,238481,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,<=50K
21,noValueSetHere123156456,72953,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,40,United-States,<=50K
51,Local-gov,123011,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
19,noValueSetHere123156456,230874,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
71,noValueSetHere123156456,193863,7th-8th,4,Widowed,noValueSetHere123156456,Other-relative,White,Female,0,0,16,Poland,<=50K
39,Private,366757,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
31,Self-emp-not-inc,209213,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,noValueSetHere123156456,<=50K
47,Private,420986,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,noValueSetHere123156456,141003,HS-grad,9,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,60,United-States,<=50K
21,Private,31606,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,Germany,<=50K
31,Private,260782,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,45,El-Salvador,<=50K
21,Private,27049,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,<=50K
52,Self-emp-not-inc,123011,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
17,Private,19752,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
26,Private,142914,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,75,United-States,<=50K
22,Private,362309,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
32,Self-emp-not-inc,298332,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
48,Self-emp-inc,155664,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
23,Private,154978,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Guatemala,<=50K
37,Private,218955,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,37028,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
46,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
41,Private,140886,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,75435,HS-grad,9,Divorced,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,30,United-States,<=50K
39,Federal-gov,82622,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,noValueSetHere123156456,104965,9th,5,Never-married,noValueSetHere123156456,Not-in-family,White,Female,0,0,30,United-States,<=50K
25,Private,193787,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,<=50K
45,Local-gov,159816,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,35,United-States,>50K
36,State-gov,36397,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,<=50K
58,Self-emp-inc,190541,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States,<=50K
60,noValueSetHere123156456,199947,HS-grad,9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,32,United-States,<=50K
22,Private,216984,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
34,Private,180714,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,2179,40,United-States,<=50K
37,Self-emp-not-inc,241463,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,65,United-States,>50K
46,Self-emp-not-inc,82572,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Self-emp-inc,111319,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,45,United-States,>50K
30,Private,308812,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
28,Private,215873,10th,6,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,<=50K
26,Private,96467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,83704,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,47902,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-inc,130126,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
31,Private,87560,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,<=50K
60,Local-gov,255711,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,>50K
67,Private,118363,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,2206,5,United-States,<=50K
22,noValueSetHere123156456,287988,Some-college,10,Never-married,noValueSetHere123156456,Not-in-family,White,Male,0,0,15,United-States,<=50K
31,Private,254293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Local-gov,311080,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
22,Private,126613,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
50,Private,485710,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
47,State-gov,72333,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22,Private,188950,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,121124,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
45,Local-gov,235431,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
40,Local-gov,112362,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
39,State-gov,171482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
19,Private,144750,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,United-States,<=50K
20,Private,209131,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,154093,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
50,Private,98228,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
62,Private,159841,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,<=50K
20,noValueSetHere123156456,201680,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,35,United-States,<=50K
39,Self-emp-not-inc,237532,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,0,0,54,Dominican-Republic,>50K
63,Private,158199,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44,Portugal,<=50K
45,Private,207277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
36,Private,167482,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
45,Federal-gov,106910,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
18,noValueSetHere123156456,201299,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
22,Private,184756,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
47,Private,464945,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
30,Private,75167,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
66,Private,28367,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,99,United-States,<=50K
68,State-gov,493363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
58,Self-emp-not-inc,165695,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
34,Private,213887,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,394927,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
35,Private,195744,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
23,Local-gov,324637,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,<=50K
44,Private,165346,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,Private,216804,7th-8th,4,Never-married,Other-service,Own-child,White,Male,0,0,33,United-States,<=50K
42,Private,117319,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
24,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,510072,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,132686,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
55,Private,325007,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K
21,noValueSetHere123156456,176356,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,10,Germany,<=50K
38,Private,380543,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
71,Private,55965,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,10,United-States,<=50K
65,Private,143554,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
42,Private,445940,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
37,Self-emp-inc,26698,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,44,United-States,>50K
41,State-gov,47902,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
35,Self-emp-inc,135289,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
39,Private,176296,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,1887,40,United-States,>50K
24,Private,218678,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,49,United-States,<=50K
47,Local-gov,37672,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K
22,Private,142566,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,187164,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,60,United-States,<=50K
26,Private,224361,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,190511,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,232356,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1672,55,United-States,<=50K
42,Private,367533,10th,6,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,43,United-States,>50K
69,State-gov,163689,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
61,Local-gov,260167,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30,Private,108247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
59,Self-emp-not-inc,56392,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1579,60,United-States,<=50K
56,Private,83196,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
24,Private,241523,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,>50K
36,Private,237943,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
28,Local-gov,149991,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,42,United-States,>50K
53,Local-gov,216931,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
51,Private,99185,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
50,Private,34233,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
27,Self-emp-inc,376936,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
36,Private,79649,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,192208,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
28,Private,171067,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
54,noValueSetHere123156456,148657,Preschool,1,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,0,0,40,Mexico,<=50K
20,Private,184756,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K
80,noValueSetHere123156456,174995,HS-grad,9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,8,Canada,<=50K
36,State-gov,98037,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
40,Private,104892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,156718,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,271828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24,Federal-gov,287988,Bachelors,13,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,211968,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
17,noValueSetHere123156456,64785,10th,6,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,30,United-States,<=50K
44,Private,171484,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
55,Private,170287,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,>50K
