A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
30,Private,167476,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,143766,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,55,United-States,<=50K
29,Private,128777,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Female,0,0,55,United-States,<=50K
45,Self-emp-not-inc,328051,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
39,Private,191342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
41,noValueSetHere123156456,149385,HS-grad,9,Never-married,noValueSetHere123156456,Not-in-family,White,Female,0,0,30,United-States,<=50K
32,Private,188557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,noValueSetHere123156456,162104,9th,5,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,74977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
36,Private,152307,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,201965,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,165695,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,noValueSetHere123156456,>50K
37,Private,206699,HS-grad,9,Divorced,Tech-support,Own-child,White,Male,0,0,45,United-States,<=50K
53,Federal-gov,266598,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
53,noValueSetHere123156456,133963,HS-grad,9,Divorced,noValueSetHere123156456,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,121411,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,315065,Some-college,10,Never-married,Other-service,Unmarried,White,Male,0,0,35,Mexico,<=50K
24,noValueSetHere123156456,41356,Some-college,10,Never-married,noValueSetHere123156456,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Local-gov,34640,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1887,40,United-States,>50K
28,Private,111696,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,1974,40,United-States,<=50K
45,Self-emp-not-inc,204205,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
41,Local-gov,189956,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,>50K
26,Private,188569,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
61,Self-emp-not-inc,244087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
38,Private,22245,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Private,199688,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,noValueSetHere123156456,>50K
69,Private,124930,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2267,40,United-States,<=50K
18,Private,242615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
40,Federal-gov,36885,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,Private,183891,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
19,noValueSetHere123156456,32477,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,25,United-States,<=50K
36,Private,126675,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
22,Private,285775,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,400416,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,<=50K
42,Private,190767,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
63,Private,230823,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,<=50K
20,Private,304710,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
45,Local-gov,188823,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
57,State-gov,39380,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
18,noValueSetHere123156456,36348,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,48,United-States,<=50K
49,State-gov,175109,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
40,Private,277647,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
24,Private,241523,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,>50K
34,Private,242984,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,478994,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
18,Federal-gov,201686,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,4,United-States,<=50K
29,State-gov,106334,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,noValueSetHere123156456,<=50K
41,Self-emp-inc,146659,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Honduras,<=50K
25,Self-emp-not-inc,210278,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
35,Federal-gov,128608,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,326862,Some-college,10,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
27,noValueSetHere123156456,61387,Bachelors,13,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,15,United-States,<=50K
24,Local-gov,161092,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,69739,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
35,Local-gov,216068,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
40,Federal-gov,118686,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
35,Private,223514,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
32,Private,118551,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
33,Local-gov,156015,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,171215,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K
32,Private,184207,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Private,182028,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
28,Private,108574,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,<=50K
33,noValueSetHere123156456,177824,HS-grad,9,Separated,noValueSetHere123156456,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,598802,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,252327,5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,Mexico,<=50K
29,Private,74500,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
41,Private,41090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,60,United-States,<=50K
30,Self-emp-inc,109282,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
17,Private,232900,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
51,Private,120914,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,154667,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
31,Private,351187,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Private,76107,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,>50K
68,Private,224019,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
52,Private,312477,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,State-gov,41183,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
81,noValueSetHere123156456,106765,Some-college,10,Widowed,noValueSetHere123156456,Unmarried,White,Female,0,0,4,United-States,<=50K
35,Local-gov,195516,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,294029,11th,7,Never-married,Sales,Own-child,Other,Female,0,0,32,Nicaragua,<=50K
51,Self-emp-not-inc,99185,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
38,Private,216845,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,42,United-States,<=50K
22,Private,174043,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
27,Private,283913,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,65,England,<=50K
49,Private,116143,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,32275,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,40,United-States,<=50K
53,State-gov,231472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
20,Private,216825,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,Mexico,<=50K
44,Federal-gov,192771,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
49,Local-gov,59612,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
25,Private,441210,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,393480,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
26,Private,416577,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,45,United-States,<=50K
52,Private,164135,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
32,Local-gov,191731,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,Private,70754,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
48,Private,247895,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
49,State-gov,336509,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,59938,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
38,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,210095,11th,7,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Mexico,<=50K
43,State-gov,198965,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Local-gov,255454,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
38,Local-gov,37931,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
52,Private,74024,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
20,Private,172047,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,<=50K
58,Private,183870,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,153066,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
23,Private,51985,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,<=50K
50,Local-gov,173224,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
61,Private,123273,5th-6th,3,Divorced,Transport-moving,Not-in-family,White,Male,0,1876,56,United-States,<=50K
21,Private,252253,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
55,Self-emp-not-inc,53566,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
44,Private,191814,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,188465,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
17,Private,228253,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
20,Private,121568,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,188644,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
34,Private,340458,12th,8,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Self-emp-not-inc,238802,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,103925,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
31,Private,118149,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
35,Private,412379,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,159247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
32,State-gov,117927,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,79531,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
31,State-gov,124020,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
49,Private,167523,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,264210,Some-college,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,20,United-States,<=50K
60,Private,227468,Some-college,10,Widowed,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
63,Private,181153,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
52,State-gov,231166,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Federal-gov,113688,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,205440,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Local-gov,175509,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,202937,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,Poland,<=50K
54,Private,280292,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,32,United-States,<=50K
23,Private,76432,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,274198,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico,<=50K
46,Local-gov,207677,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
57,Self-emp-not-inc,217692,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,38,United-States,<=50K
25,Private,152046,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Guatemala,<=50K
38,Private,111377,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
20,noValueSetHere123156456,337488,Some-college,10,Never-married,noValueSetHere123156456,Own-child,Black,Male,0,0,30,United-States,<=50K
31,Private,232475,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,186144,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Other,Female,0,0,40,Mexico,<=50K
67,Self-emp-not-inc,268514,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Private,175925,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
64,State-gov,114650,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,noValueSetHere123156456,199495,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,60,United-States,<=50K
44,Private,79864,Masters,14,Separated,Exec-managerial,Unmarried,White,Female,0,0,20,United-States,<=50K
44,Private,156815,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,252668,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,<=50K
27,State-gov,192355,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
34,Private,56026,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
18,Private,230875,11th,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Private,290641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Local-gov,183801,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,14,United-States,<=50K
54,Local-gov,238257,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
28,Private,177119,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,80,noValueSetHere123156456,<=50K
50,Federal-gov,36489,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
52,Private,145548,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
19,noValueSetHere123156456,129586,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,107452,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
70,noValueSetHere123156456,135339,Bachelors,13,Married-civ-spouse,noValueSetHere123156456,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
48,Private,20296,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,>50K
46,Private,208067,HS-grad,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
25,Private,41526,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,30,Canada,<=50K
22,Private,216181,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,<=50K
24,Local-gov,184678,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,311764,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,<=50K
28,Private,150025,9th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,noValueSetHere123156456,>50K
17,Private,153035,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
25,Private,181814,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
51,noValueSetHere123156456,203015,HS-grad,9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,27620,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
42,Private,272910,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,60355,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Self-emp-inc,207540,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,noValueSetHere123156456,<=50K
26,Local-gov,273399,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,Peru,<=50K
36,Private,405155,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
46,Private,155654,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
68,Self-emp-not-inc,69249,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
27,Private,58654,Assoc-voc,11,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
62,Self-emp-not-inc,192236,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
60,Private,33266,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,83375,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,317443,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,15,United-States,<=50K
66,Local-gov,75134,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
20,Private,293297,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
62,Private,232308,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,53367,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
44,Private,173590,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
45,Private,319637,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Local-gov,193537,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,35,Puerto-Rico,<=50K
37,Self-emp-not-inc,243587,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,40,Cuba,<=50K
62,noValueSetHere123156456,178764,HS-grad,9,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0,0,40,United-States,>50K
19,Private,38619,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,66,United-States,<=50K
30,Private,143766,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
19,Private,231688,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,<=50K
55,Federal-gov,270859,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,Private,236940,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
49,Private,240841,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
40,Private,72791,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
25,noValueSetHere123156456,170428,Bachelors,13,Never-married,noValueSetHere123156456,Not-in-family,Asian-Pac-Islander,Male,0,0,28,Taiwan,<=50K
39,Private,192251,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
18,Private,177578,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
24,noValueSetHere123156456,108495,HS-grad,9,Never-married,noValueSetHere123156456,Own-child,White,Male,0,0,40,United-States,<=50K
65,State-gov,215908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2174,40,United-States,>50K
38,Private,65390,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
20,Private,109952,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K
49,Private,248895,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
20,noValueSetHere123156456,117789,Some-college,10,Never-married,noValueSetHere123156456,Own-child,White,Female,0,0,40,United-States,<=50K
60,Private,338345,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
21,Private,188793,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,35,United-States,<=50K
46,Self-emp-inc,285335,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
49,State-gov,155372,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,117606,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
39,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,248178,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,United-States,<=50K
55,Private,92215,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,70466,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,265083,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
19,Private,258633,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,noValueSetHere123156456,<=50K
27,Federal-gov,409815,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,102723,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,294919,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
20,Private,42706,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,<=50K
19,Private,142219,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
50,Local-gov,234143,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K
39,Private,99065,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Poland,>50K
73,Private,29675,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,12,United-States,<=50K
26,Private,55929,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Federal-gov,404599,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
21,noValueSetHere123156456,162160,Some-college,10,Never-married,noValueSetHere123156456,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
57,Local-gov,170066,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25,United-States,>50K
48,Private,345006,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K
46,Private,315423,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,2042,50,United-States,<=50K
22,Private,207940,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,36,United-States,<=50K
26,Private,252565,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
22,Private,124940,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,44,United-States,<=50K
54,Private,139850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
