VENTMACH,VENTTUBE,INSUFFANESTH,LVFAILURE,EXPCO2,PVSAT,MINVOL,HRSAT,VENTALV,VENTLUNG,ARTCO2,HR,FIO2,CVP
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,HIGH,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,LOW
LOW,ZERO,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,HIGH,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,True,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,LOW
NORMAL,ZERO,True,False,LOW,NORMAL,LOW,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,NORMAL,LOW,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,LOW,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,ZERO,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,True,False,ZERO,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
HIGH,NORMAL,False,False,HIGH,LOW,LOW,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,LOW,LOW,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,ZERO,HIGH,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,LOW,NORMAL
NORMAL,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,HIGH,LOW,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,NORMAL,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,ZERO,LOW,ZERO,HIGH,ZERO,ZERO,LOW,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,False,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,LOW,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,LOW,HIGH,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,NORMAL,LOW,LOW,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
HIGH,HIGH,False,True,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW
LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,HIGH
NORMAL,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,HIGH,LOW,LOW,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,LOW,NORMAL,NORMAL
NORMAL,HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
HIGH,HIGH,False,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,HIGH,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,HIGH,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
HIGH,HIGH,False,False,LOW,NORMAL,HIGH,LOW,HIGH,LOW,LOW,NORMAL,LOW,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,LOW,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,HIGH,False,False,NORMAL,HIGH,HIGH,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,LOW,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,ZERO,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,NORMAL,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,HIGH,False,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,NORMAL,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,True,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,True,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,LOW
NORMAL,ZERO,True,False,NORMAL,LOW,HIGH,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,ZERO,HIGH,ZERO,HIGH,HIGH,ZERO,LOW,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
ZERO,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,False,ZERO,HIGH,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,LOW,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,NORMAL,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,ZERO,False,False,ZERO,HIGH,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,NORMAL
HIGH,HIGH,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,HIGH,ZERO,LOW,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,LOW,HIGH,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,ZERO,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
ZERO,ZERO,False,False,LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,NORMAL,LOW,ZERO,NORMAL,LOW,LOW,HIGH,HIGH,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,LOW,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
HIGH,HIGH,True,False,LOW,HIGH,HIGH,LOW,HIGH,LOW,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
HIGH,HIGH,False,False,LOW,HIGH,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,NORMAL,HIGH,LOW,NORMAL
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,LOW,LOW
ZERO,ZERO,True,False,LOW,NORMAL,HIGH,HIGH,HIGH,LOW,LOW,HIGH,LOW,NORMAL
NORMAL,NORMAL,False,False,HIGH,LOW,LOW,LOW,LOW,HIGH,HIGH,NORMAL,NORMAL,HIGH
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
NORMAL,ZERO,False,False,LOW,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,True,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,LOW
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
LOW,ZERO,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,False,False,ZERO,HIGH,ZERO,LOW,HIGH,ZERO,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,LOW,ZERO,ZERO,HIGH,NORMAL,NORMAL,NORMAL
NORMAL,LOW,False,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,NORMAL
NORMAL,LOW,True,False,LOW,LOW,ZERO,HIGH,ZERO,ZERO,HIGH,HIGH,NORMAL,HIGH
