ERRCAUTER,LVEDVOLUME,HRSAT,HREKG,PCWP,KINKEDTUBE,FIO2,CVP
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,True,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,True,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
True,NORMAL,HIGH,NORMAL,NORMAL,False,NORMAL,NORMAL
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,LOW,HIGH,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
True,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,LOW,LOW,LOW,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,False,NORMAL,LOW
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,HIGH,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
True,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,LOW,NORMAL,NORMAL,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,HIGH,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
True,HIGH,NORMAL,NORMAL,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,True,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,LOW,NORMAL,False,NORMAL,NORMAL
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,LOW
False,LOW,HIGH,HIGH,LOW,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,LOW,LOW,LOW,LOW,True,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,True,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,LOW,LOW,HIGH,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,LOW,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,LOW,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,HIGH,HIGH,HIGH,HIGH,False,NORMAL,HIGH
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
False,NORMAL,LOW,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL,NORMAL
