E,H,J,K,L,M,O
9,Not-in-family,Female,0,0,45,<=50K
11,Unmarried,Male,0,0,50,>50K
10,Husband,Male,0,0,55,<=50K
11,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,20,<=50K
13,Husband,Male,0,0,72,>50K
9,Husband,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
13,Husband,Male,7298,0,50,>50K
11,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,41,<=50K
9,Unmarried,Female,0,0,28,<=50K
10,Husband,Male,0,0,50,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,65,>50K
13,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,13,<=50K
10,Not-in-family,Female,0,0,10,<=50K
15,Husband,Male,15024,0,50,>50K
9,Not-in-family,Female,0,0,35,<=50K
13,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,8,<=50K
14,Husband,Male,0,0,40,>50K
13,Husband,Male,0,1887,40,>50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,2829,0,40,<=50K
9,Not-in-family,Male,0,0,50,<=50K
13,Own-child,Female,0,0,40,<=50K
11,Wife,Female,0,0,40,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Other-relative,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,50,<=50K
14,Husband,Male,0,0,50,>50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Not-in-family,Male,0,1876,50,<=50K
10,Own-child,Female,0,0,6,<=50K
9,Husband,Male,0,0,48,<=50K
9,Other-relative,Male,0,0,40,<=50K
12,Not-in-family,Male,0,0,40,<=50K
11,Husband,Male,0,0,45,>50K
9,Not-in-family,Male,0,0,48,<=50K
14,Husband,Male,0,1902,40,>50K
13,Husband,Male,7688,0,40,>50K
9,Husband,Male,2414,0,40,<=50K
10,Not-in-family,Male,0,0,24,<=50K
9,Own-child,Male,4416,0,40,<=50K
7,Other-relative,Male,0,0,7,<=50K
9,Not-in-family,Male,0,0,50,<=50K
14,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,42,<=50K
9,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,55,<=50K
9,Not-in-family,Female,0,1721,40,<=50K
6,Not-in-family,Male,0,1590,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
10,Not-in-family,Male,0,0,35,<=50K
14,Not-in-family,Male,0,1876,60,<=50K
9,Husband,Male,0,0,40,<=50K
16,Husband,Male,0,0,60,>50K
9,Husband,Male,0,0,84,<=50K
7,Not-in-family,Male,0,0,45,>50K
9,Not-in-family,Male,0,0,50,<=50K
13,Not-in-family,Male,0,0,40,>50K
13,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,20,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Wife,Female,0,0,14,<=50K
9,Husband,Male,0,0,40,<=50K
9,Unmarried,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,20,<=50K
9,Not-in-family,Male,0,0,38,<=50K
12,Husband,Male,7688,0,50,>50K
16,Husband,Male,0,0,55,>50K
10,Own-child,Male,0,0,40,<=50K
13,Wife,Female,0,0,50,<=50K
14,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,1887,55,>50K
10,Not-in-family,Female,0,0,20,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
14,Husband,Male,0,0,40,<=50K
9,Husband,Male,99999,0,40,>50K
13,Husband,Male,0,0,45,>50K
14,Husband,Male,0,0,55,<=50K
9,Own-child,Female,0,0,40,<=50K
12,Husband,Male,7298,0,40,>50K
9,Not-in-family,Male,0,0,35,<=50K
10,Own-child,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
16,Not-in-family,Male,14084,0,50,>50K
13,Husband,Male,0,0,40,>50K
11,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Male,0,0,18,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,55,>50K
7,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,2174,0,40,<=50K
14,Not-in-family,Male,0,0,40,>50K
13,Not-in-family,Male,0,0,47,<=50K
11,Husband,Male,2407,0,40,<=50K
14,Husband,Male,0,0,60,>50K
9,Husband,Male,0,0,50,<=50K
9,Wife,Female,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
5,Not-in-family,Male,0,0,48,<=50K
10,Husband,Male,0,0,40,<=50K
7,Husband,Male,0,0,40,<=50K
13,Husband,Male,15024,0,50,>50K
13,Other-relative,Female,0,0,36,>50K
14,Not-in-family,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
5,Own-child,Male,0,0,30,<=50K
4,Own-child,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,4,<=50K
10,Husband,Male,15024,0,40,>50K
13,Husband,Male,15024,0,55,>50K
13,Unmarried,Female,0,0,40,<=50K
9,Husband,Male,7688,0,70,>50K
7,Unmarried,Female,0,0,35,<=50K
9,Not-in-family,Male,0,1092,40,<=50K
12,Husband,Male,0,0,50,<=50K
6,Own-child,Male,0,0,35,<=50K
10,Own-child,Female,0,0,40,<=50K
16,Unmarried,Female,0,0,24,>50K
10,Not-in-family,Female,0,0,40,<=50K
15,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,70,<=50K
9,Husband,Male,0,1887,45,>50K
4,Husband,Male,1797,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,25,<=50K
11,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,1485,35,<=50K
9,Own-child,Male,0,0,35,<=50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,84,<=50K
9,Not-in-family,Female,1055,0,30,<=50K
5,Own-child,Female,0,0,50,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,25,<=50K
9,Not-in-family,Female,0,0,40,<=50K
11,Husband,Male,0,0,50,<=50K
10,Not-in-family,Male,0,0,50,<=50K
12,Own-child,Female,0,0,25,<=50K
9,Not-in-family,Male,0,1564,55,>50K
9,Not-in-family,Female,594,0,10,<=50K
12,Husband,Male,0,0,50,>50K
9,Own-child,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,72,>50K
9,Husband,Male,0,0,45,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Wife,Female,0,0,32,>50K
15,Husband,Male,15024,0,50,>50K
9,Not-in-family,Male,0,0,48,<=50K
9,Husband,Male,0,0,45,<=50K
12,Husband,Male,0,0,45,<=50K
10,Husband,Male,0,0,45,>50K
10,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
13,Own-child,Female,2885,0,25,<=50K
9,Husband,Male,0,0,40,<=50K
12,Own-child,Female,0,0,15,<=50K
10,Not-in-family,Male,0,0,40,<=50K
13,Other-relative,Female,0,0,35,<=50K
8,Husband,Male,0,0,40,<=50K
10,Unmarried,Female,0,0,24,<=50K
9,Unmarried,Male,0,0,50,<=50K
4,Not-in-family,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,>50K
9,Husband,Male,0,0,52,>50K
14,Not-in-family,Male,0,0,50,>50K
16,Husband,Male,0,1902,40,>50K
10,Own-child,Female,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Unmarried,Female,0,0,55,<=50K
2,Not-in-family,Male,0,0,12,<=50K
9,Unmarried,Female,0,0,40,<=50K
7,Husband,Male,5178,0,40,>50K
6,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Own-child,Female,0,0,27,<=50K
4,Husband,Male,0,0,32,<=50K
9,Not-in-family,Male,0,0,60,<=50K
9,Not-in-family,Female,0,0,37,<=50K
4,Not-in-family,Male,0,0,40,<=50K
14,Husband,Male,0,0,38,>50K
7,Unmarried,Female,0,0,23,<=50K
9,Unmarried,Female,0,0,40,<=50K
7,Own-child,Male,0,0,20,<=50K
10,Not-in-family,Male,0,0,45,<=50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
10,Own-child,Male,0,0,98,<=50K
12,Own-child,Female,0,0,40,<=50K
13,Husband,Male,0,2002,30,<=50K
10,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
13,Own-child,Female,0,0,40,<=50K
4,Husband,Male,6418,0,40,>50K
9,Own-child,Female,0,0,35,<=50K
9,Other-relative,Male,0,0,38,<=50K
11,Not-in-family,Male,0,0,50,<=50K
9,Husband,Male,0,0,75,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Own-child,Female,0,0,21,<=50K
13,Other-relative,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,>50K
11,Husband,Male,0,0,60,>50K
10,Unmarried,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,45,>50K
13,Other-relative,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
15,Husband,Male,15024,0,45,>50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,45,>50K
9,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Wife,Female,0,0,40,<=50K
10,Own-child,Male,0,0,20,<=50K
12,Not-in-family,Female,14344,0,40,>50K
7,Other-relative,Female,0,0,40,<=50K
13,Husband,Male,0,0,53,<=50K
10,Husband,Male,0,0,55,<=50K
4,Husband,Male,0,0,30,>50K
13,Wife,Female,0,0,40,>50K
9,Husband,Male,0,0,38,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Male,0,0,35,<=50K
8,Own-child,Female,0,0,52,<=50K
10,Own-child,Male,2202,0,80,<=50K
13,Own-child,Male,0,0,10,<=50K
9,Own-child,Female,0,0,28,<=50K
12,Unmarried,Male,0,2080,40,<=50K
9,Unmarried,Female,0,0,25,<=50K
6,Husband,Male,99999,0,40,>50K
9,Husband,Male,0,0,35,<=50K
6,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,1564,60,>50K
9,Own-child,Female,0,0,53,<=50K
14,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,<=50K
10,Unmarried,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Own-child,Female,0,1669,45,<=50K
12,Not-in-family,Male,0,1876,40,<=50K
12,Wife,Female,0,0,35,>50K
10,Own-child,Female,0,0,25,<=50K
10,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,35,<=50K
13,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,25,>50K
8,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
6,Not-in-family,Female,0,0,20,<=50K
9,Husband,Male,0,0,40,<=50K
13,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
14,Not-in-family,Female,0,1980,45,<=50K
13,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,15,<=50K
13,Husband,Male,0,0,45,<=50K
13,Husband,Male,0,0,40,>50K
6,Not-in-family,Female,0,0,20,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Unmarried,Male,6497,0,65,<=50K
10,Own-child,Female,0,0,40,<=50K
9,Own-child,Male,0,0,42,<=50K
9,Husband,Male,0,0,70,<=50K
6,Husband,Male,0,0,40,<=50K
16,Unmarried,Female,0,0,40,>50K
11,Husband,Male,3908,0,40,<=50K
6,Unmarried,Male,0,3770,40,<=50K
9,Husband,Male,0,0,50,<=50K
13,Husband,Male,0,0,50,>50K
9,Husband,Male,0,1672,50,<=50K
9,Own-child,Female,0,0,30,<=50K
10,Husband,Male,0,0,40,<=50K
16,Not-in-family,Female,0,0,50,>50K
4,Husband,Male,0,0,36,<=50K
10,Not-in-family,Male,0,0,50,<=50K
9,Wife,Female,0,0,27,<=50K
13,Own-child,Female,0,0,25,<=50K
10,Not-in-family,Male,0,0,40,<=50K
15,Husband,Male,0,0,45,>50K
9,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,40,>50K
10,Not-in-family,Female,0,0,45,<=50K
10,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Female,0,0,20,<=50K
9,Not-in-family,Female,0,0,35,<=50K
13,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,40,<=50K
4,Husband,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,40,<=50K
14,Own-child,Female,1506,0,40,<=50K
9,Unmarried,Female,0,0,50,>50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,7298,0,40,>50K
9,Own-child,Male,0,0,24,<=50K
9,Husband,Male,0,0,50,<=50K
10,Husband,Male,0,0,60,>50K
10,Not-in-family,Female,0,0,30,<=50K
10,Husband,Male,0,0,45,<=50K
13,Own-child,Male,6497,0,40,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,1504,40,<=50K
10,Own-child,Male,0,0,40,<=50K
8,Husband,Male,0,0,50,<=50K
10,Own-child,Female,0,0,8,<=50K
9,Husband,Male,0,0,55,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Wife,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,48,>50K
10,Not-in-family,Female,7443,0,40,<=50K
6,Other-relative,Female,0,0,40,<=50K
14,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Male,0,0,40,<=50K
5,Not-in-family,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,30,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
9,Other-relative,Female,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,15,<=50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,3103,0,50,>50K
13,Not-in-family,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,40,<=50K
10,Own-child,Female,0,0,44,<=50K
9,Not-in-family,Male,8614,0,40,>50K
9,Unmarried,Female,0,0,40,<=50K
13,Own-child,Female,0,0,30,<=50K
14,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,42,<=50K
9,Husband,Male,2885,0,15,<=50K
12,Wife,Female,3942,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
13,Not-in-family,Male,0,0,45,>50K
10,Unmarried,Female,0,0,48,<=50K
4,Husband,Male,2580,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
12,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,40,>50K
11,Not-in-family,Male,0,0,80,<=50K
4,Unmarried,Female,2964,0,40,<=50K
9,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,3942,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Female,0,0,40,<=50K
13,Husband,Male,0,1902,65,>50K
9,Husband,Male,0,0,50,<=50K
10,Own-child,Female,0,0,40,<=50K
10,Unmarried,Female,0,0,35,<=50K
13,Not-in-family,Female,0,0,60,<=50K
9,Own-child,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,20,<=50K
10,Husband,Male,5178,0,75,>50K
9,Not-in-family,Male,0,0,40,<=50K
9,Wife,Female,0,0,40,>50K
9,Not-in-family,Female,0,0,50,<=50K
14,Not-in-family,Female,0,0,80,<=50K
9,Husband,Male,0,0,40,<=50K
7,Not-in-family,Female,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
9,Not-in-family,Male,0,0,50,>50K
10,Own-child,Female,0,0,25,<=50K
13,Not-in-family,Male,0,0,40,<=50K
12,Own-child,Female,0,0,40,<=50K
9,Other-relative,Female,0,0,32,<=50K
11,Not-in-family,Male,0,0,60,<=50K
9,Not-in-family,Female,0,0,35,>50K
7,Own-child,Male,0,0,16,<=50K
4,Husband,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
15,Other-relative,Female,0,0,65,<=50K
9,Husband,Male,0,0,50,>50K
14,Husband,Male,7298,0,55,>50K
9,Not-in-family,Male,0,0,40,>50K
10,Wife,Female,0,0,40,<=50K
10,Not-in-family,Female,0,0,60,<=50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,50,<=50K
9,Own-child,Female,0,0,30,<=50K
13,Not-in-family,Female,0,0,48,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
9,Husband,Male,0,0,25,<=50K
13,Not-in-family,Female,0,0,5,<=50K
3,Not-in-family,Male,0,0,50,<=50K
13,Husband,Male,0,0,50,<=50K
9,Unmarried,Female,0,0,20,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,16,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,60,<=50K
7,Husband,Male,0,0,60,<=50K
10,Unmarried,Female,0,0,42,<=50K
13,Not-in-family,Male,0,0,40,<=50K
2,Husband,Male,0,0,22,<=50K
13,Not-in-family,Male,0,0,30,<=50K
13,Husband,Male,0,0,16,>50K
14,Husband,Male,99999,0,50,>50K
10,Not-in-family,Male,0,0,45,<=50K
10,Wife,Female,3103,0,40,>50K
13,Not-in-family,Male,0,0,8,<=50K
16,Husband,Male,0,0,60,<=50K
10,Own-child,Male,0,0,8,<=50K
4,Unmarried,Female,0,0,20,<=50K
8,Wife,Female,0,0,40,<=50K
9,Not-in-family,Male,0,1980,48,<=50K
10,Not-in-family,Male,0,0,60,<=50K
10,Not-in-family,Female,0,0,40,<=50K
6,Unmarried,Female,0,0,30,<=50K
10,Unmarried,Female,0,0,45,<=50K
13,Wife,Female,0,0,20,>50K
13,Wife,Female,0,0,45,>50K
13,Husband,Male,0,0,45,>50K
9,Own-child,Male,0,0,40,<=50K
6,Own-child,Female,0,0,20,<=50K
10,Unmarried,Female,0,0,32,<=50K
10,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,45,<=50K
13,Not-in-family,Male,0,0,45,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,50,>50K
2,Husband,Male,0,0,34,<=50K
9,Husband,Male,0,0,54,<=50K
13,Not-in-family,Female,0,0,40,<=50K
12,Husband,Male,0,0,44,<=50K
13,Husband,Male,0,0,40,<=50K
5,Not-in-family,Male,0,0,10,<=50K
13,Husband,Male,0,0,50,>50K
10,Own-child,Male,0,1721,20,<=50K
13,Not-in-family,Male,0,0,40,<=50K
10,Wife,Female,0,0,32,<=50K
14,Husband,Male,0,0,40,>50K
4,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,35,>50K
10,Unmarried,Male,0,0,40,<=50K
10,Own-child,Female,0,0,20,<=50K
13,Not-in-family,Male,0,0,35,<=50K
9,Not-in-family,Male,3325,0,50,<=50K
9,Husband,Male,0,0,45,<=50K
5,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
6,Own-child,Male,0,0,25,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,2885,0,40,<=50K
9,Own-child,Female,0,0,40,<=50K
9,Not-in-family,Male,0,0,43,<=50K
8,Own-child,Female,0,0,6,<=50K
12,Not-in-family,Male,0,0,40,<=50K
13,Other-relative,Female,0,0,40,<=50K
14,Not-in-family,Female,0,0,20,<=50K
9,Own-child,Female,0,0,40,<=50K
7,Husband,Male,0,0,48,<=50K
12,Husband,Male,0,0,40,<=50K
4,Other-relative,Female,0,1602,3,<=50K
10,Husband,Male,0,2415,40,>50K
9,Other-relative,Female,0,0,20,<=50K
10,Husband,Male,0,0,66,<=50K
3,Husband,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,32,<=50K
14,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,20,<=50K
11,Not-in-family,Female,3325,0,40,<=50K
9,Own-child,Female,0,0,35,<=50K
6,Not-in-family,Female,0,0,35,<=50K
10,Own-child,Male,0,0,30,<=50K
9,Wife,Female,0,0,40,>50K
14,Not-in-family,Male,0,0,50,>50K
13,Not-in-family,Male,0,1876,50,<=50K
9,Not-in-family,Female,0,0,40,<=50K
10,Own-child,Female,0,0,35,<=50K
10,Not-in-family,Female,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
7,Own-child,Female,0,0,40,<=50K
9,Husband,Male,0,0,32,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,<=50K
5,Husband,Male,0,0,40,<=50K
9,Not-in-family,Male,0,0,40,<=50K
10,Husband,Male,0,0,50,>50K
9,Husband,Male,0,1887,55,>50K
9,Husband,Male,0,0,50,<=50K
9,Husband,Male,4386,0,45,>50K
13,Not-in-family,Male,0,0,45,>50K
4,Husband,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,50,>50K
10,Not-in-family,Male,0,0,40,>50K
9,Unmarried,Female,0,0,38,<=50K
10,Own-child,Male,0,0,40,<=50K
13,Husband,Male,99999,0,40,>50K
11,Not-in-family,Male,3325,0,40,<=50K
15,Husband,Male,0,1977,50,>50K
14,Husband,Male,0,0,40,>50K
9,Other-relative,Female,0,0,35,<=50K
10,Other-relative,Female,0,0,15,<=50K
10,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
4,Husband,Male,3908,0,47,<=50K
13,Not-in-family,Female,0,0,36,<=50K
10,Own-child,Female,0,0,10,<=50K
9,Own-child,Male,0,0,30,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
7,Not-in-family,Female,0,0,35,<=50K
13,Not-in-family,Male,0,0,40,>50K
9,Not-in-family,Female,4865,0,40,<=50K
13,Not-in-family,Female,0,0,40,<=50K
11,Own-child,Female,0,0,36,<=50K
14,Not-in-family,Male,0,0,40,<=50K
7,Unmarried,Male,0,0,15,<=50K
10,Not-in-family,Female,0,0,40,<=50K
4,Unmarried,Female,0,0,20,<=50K
9,Husband,Male,3432,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Other-relative,Female,0,0,15,<=50K
9,Husband,Male,0,0,40,<=50K
10,Other-relative,Male,0,0,30,<=50K
9,Husband,Male,0,0,40,<=50K
13,Husband,Male,7688,0,55,>50K
10,Husband,Male,0,1887,40,>50K
10,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,45,<=50K
13,Not-in-family,Male,0,0,20,<=50K
10,Husband,Male,0,0,45,<=50K
5,Husband,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
13,Unmarried,Female,0,0,10,<=50K
9,Own-child,Male,6849,0,40,<=50K
13,Not-in-family,Female,0,0,45,<=50K
9,Not-in-family,Male,0,0,40,<=50K
9,Other-relative,Male,0,0,40,<=50K
10,Wife,Female,0,0,15,>50K
10,Own-child,Male,0,0,10,<=50K
9,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,7298,0,50,>50K
10,Own-child,Female,0,0,40,<=50K
9,Own-child,Male,0,0,40,<=50K
7,Own-child,Male,0,0,40,<=50K
10,Not-in-family,Male,0,1590,40,<=50K
5,Husband,Male,0,0,40,>50K
7,Own-child,Male,0,0,15,<=50K
9,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
14,Not-in-family,Male,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Husband,Male,0,0,48,<=50K
10,Own-child,Male,0,0,20,<=50K
9,Not-in-family,Male,0,0,35,<=50K
9,Husband,Male,0,0,40,>50K
5,Not-in-family,Male,0,0,50,<=50K
11,Not-in-family,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
10,Husband,Male,0,0,72,<=50K
11,Not-in-family,Male,0,0,45,<=50K
11,Not-in-family,Male,10520,0,50,>50K
9,Other-relative,Female,0,0,25,<=50K
13,Husband,Male,0,0,50,<=50K
9,Husband,Male,0,0,45,<=50K
12,Husband,Male,0,0,40,<=50K
15,Husband,Male,0,0,50,>50K
11,Not-in-family,Male,0,0,38,<=50K
9,Husband,Male,0,0,48,<=50K
9,Not-in-family,Male,0,0,40,<=50K
5,Own-child,Male,0,0,40,<=50K
12,Husband,Male,0,0,60,<=50K
9,Wife,Female,15024,0,38,>50K
9,Unmarried,Male,0,0,30,<=50K
10,Husband,Male,0,0,50,<=50K
7,Unmarried,Female,0,0,16,<=50K
6,Unmarried,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,42,<=50K
9,Not-in-family,Male,0,0,40,<=50K
13,Husband,Male,0,0,40,>50K
16,Other-relative,Male,0,0,40,<=50K
13,Husband,Male,0,0,42,>50K
10,Own-child,Male,0,0,40,<=50K
9,Husband,Male,0,0,60,<=50K
12,Husband,Male,0,0,50,>50K
14,Not-in-family,Female,0,0,40,<=50K
9,Unmarried,Female,0,0,40,<=50K
13,Own-child,Female,0,0,40,<=50K
15,Husband,Male,0,0,60,>50K
15,Husband,Male,0,0,50,>50K
4,Not-in-family,Female,0,0,21,<=50K
11,Own-child,Male,0,1980,60,<=50K
10,Husband,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,<=50K
9,Not-in-family,Female,0,0,35,<=50K
9,Husband,Male,0,0,40,<=50K
10,Not-in-family,Male,0,0,40,>50K
13,Not-in-family,Female,0,0,40,<=50K
11,Own-child,Male,0,0,48,<=50K
9,Own-child,Male,0,0,40,<=50K
11,Husband,Male,0,0,40,<=50K
9,Husband,Male,0,0,40,>50K
9,Wife,Female,0,0,40,>50K
12,Husband,Male,0,0,40,>50K
8,Husband,Male,0,0,40,>50K
12,Husband,Male,0,0,40,<=50K
10,Husband,Male,0,0,40,>50K
13,Husband,Male,0,2051,40,<=50K
9,Not-in-family,Male,3674,0,50,<=50K
9,Own-child,Male,0,0,40,<=50K
10,Husband,Male,0,0,70,<=50K
6,Not-in-family,Male,0,0,40,<=50K
8,Not-in-family,Female,0,0,30,<=50K
9,Husband,Male,2885,0,80,<=50K
9,Husband,Male,0,0,65,>50K
9,Own-child,Male,0,0,12,<=50K
9,Husband,Male,0,0,40,<=50K
10,Own-child,Female,0,0,25,<=50K
10,Own-child,Female,0,0,20,<=50K
9,Husband,Male,0,0,50,<=50K
14,Own-child,Female,14084,0,50,>50K
9,Not-in-family,Male,0,0,8,<=50K
10,Husband,Male,0,0,40,>50K
9,Husband,Male,0,0,40,<=50K
