A,C,D,G,H,I,K,L,M,N,O,T,U,W,Y
GP,15,R,3,3,services,reputation,other,2,3,2,yes,yes,yes,2
GP,19,U,3,2,services,home,mother,1,1,3,yes,no,yes,5
GP,17,U,4,4,other,course,mother,1,1,0,yes,yes,yes,2
GP,15,R,2,3,at_home,course,mother,1,2,0,yes,yes,no,4
GP,17,R,1,2,other,reputation,mother,1,1,0,yes,yes,no,2
GP,18,R,1,1,at_home,course,mother,3,1,3,no,yes,no,2
GP,16,R,2,2,at_home,course,mother,3,1,0,no,yes,no,2
GP,16,U,3,3,other,course,father,1,2,1,yes,yes,yes,5
GP,17,R,2,1,at_home,course,mother,2,1,2,yes,no,yes,3
GP,15,R,3,2,other,course,mother,2,2,2,yes,yes,yes,4
GP,16,U,1,2,other,course,mother,2,1,1,yes,yes,no,4
GP,17,U,1,3,at_home,course,father,1,1,0,yes,no,no,3
GP,17,R,1,1,other,course,mother,4,2,3,yes,no,yes,3
GP,16,U,3,2,services,course,mother,2,1,1,no,no,no,5
GP,16,U,2,2,other,course,father,1,2,0,yes,no,no,3
GP,16,U,4,2,health,home,father,1,2,0,yes,yes,yes,2
GP,16,U,2,2,other,home,mother,1,2,0,no,yes,no,1
GP,16,U,4,4,health,reputation,mother,1,2,0,yes,yes,yes,4
GP,16,U,3,4,other,course,father,3,1,2,no,yes,no,4
GP,16,U,1,0,other,reputation,mother,2,2,0,yes,yes,yes,3
GP,17,U,4,4,teacher,reputation,mother,1,2,0,yes,yes,no,4
GP,16,U,1,3,at_home,home,mother,1,2,3,no,yes,yes,3
GP,16,U,3,3,other,reputation,mother,2,2,0,yes,yes,no,4
GP,17,U,4,3,teacher,course,mother,2,2,0,yes,yes,no,4
GP,16,U,2,2,services,reputation,mother,2,2,0,no,yes,no,4
GP,17,U,3,3,other,reputation,father,1,2,0,no,yes,no,3
GP,16,R,4,2,teacher,other,mother,1,1,0,yes,yes,yes,3
GP,17,U,4,3,other,course,mother,1,2,0,yes,yes,yes,2
GP,16,U,4,3,teacher,home,mother,1,2,0,yes,yes,no,4
GP,16,U,3,3,services,home,mother,1,2,0,yes,yes,yes,2
GP,17,U,2,4,services,reputation,father,1,2,0,yes,yes,no,4
GP,17,U,3,3,other,reputation,mother,1,2,0,yes,yes,yes,3
GP,16,U,3,2,other,reputation,mother,1,2,0,yes,yes,no,2
GP,17,U,3,3,services,other,mother,1,2,0,yes,yes,yes,3
GP,16,U,1,2,services,other,mother,1,1,0,yes,yes,yes,3
GP,16,U,2,1,other,course,mother,1,2,0,yes,yes,yes,2
GP,17,U,3,3,health,reputation,mother,1,2,0,no,yes,yes,3
GP,17,R,1,2,at_home,home,mother,1,2,0,yes,yes,no,1
GP,16,U,2,3,services,course,mother,1,2,0,yes,yes,no,3
GP,17,U,1,1,at_home,course,mother,1,2,0,yes,yes,no,3
GP,17,U,1,2,at_home,other,other,2,2,0,no,yes,no,4
GP,16,R,3,3,services,reputation,mother,1,1,0,yes,yes,no,3
GP,16,U,2,3,other,home,father,2,1,0,yes,yes,no,3
GP,17,U,2,4,services,course,father,1,2,0,yes,yes,yes,3
GP,17,U,4,4,services,home,mother,1,1,0,yes,yes,no,2
GP,16,R,3,3,teacher,home,father,3,1,0,yes,yes,no,3
GP,17,U,4,4,services,home,mother,2,1,1,yes,yes,no,2
GP,16,U,4,4,teacher,reputation,mother,1,2,0,yes,yes,no,5
GP,16,U,4,3,health,home,mother,1,2,0,yes,yes,no,3
GP,16,U,2,3,other,reputation,mother,1,2,0,yes,yes,no,4
GP,17,U,1,1,other,course,mother,1,2,0,no,yes,no,4
GP,17,R,2,2,other,reputation,mother,1,1,0,yes,yes,no,3
GP,16,R,2,2,services,reputation,mother,2,4,0,no,yes,no,3
GP,17,U,3,4,at_home,home,mother,1,3,1,yes,yes,yes,4
GP,16,U,3,1,services,course,mother,1,2,3,yes,yes,no,3
GP,16,U,4,3,teacher,other,mother,1,2,0,yes,yes,yes,3
GP,16,U,1,1,at_home,home,mother,2,1,0,yes,yes,no,3
GP,17,R,4,3,teacher,reputation,mother,2,3,0,yes,yes,yes,4
GP,19,U,3,3,other,reputation,other,1,4,0,yes,yes,no,3
GP,17,U,4,4,services,home,mother,1,2,0,yes,yes,yes,3
GP,16,U,2,2,other,reputation,mother,1,2,0,yes,yes,no,3
GP,18,U,2,2,services,home,mother,1,2,1,yes,yes,no,4
GP,17,R,4,4,services,other,mother,1,1,0,yes,yes,no,2
GP,17,U,3,2,other,reputation,mother,2,2,0,yes,yes,no,4
GP,17,U,4,3,other,reputation,mother,1,2,2,yes,yes,yes,4
GP,18,U,3,3,services,home,father,1,2,1,yes,yes,no,2
GP,17,U,2,3,at_home,home,father,2,1,0,yes,yes,no,3
GP,17,U,2,2,at_home,course,mother,1,3,0,yes,yes,no,3
GP,17,R,2,1,at_home,reputation,mother,2,2,0,yes,yes,no,2
GP,17,U,1,1,at_home,reputation,mother,1,3,1,yes,yes,yes,3
GP,16,U,2,3,services,other,mother,1,2,0,yes,yes,no,3
GP,18,U,2,2,other,home,mother,2,2,0,yes,yes,no,3
GP,16,U,4,4,teacher,home,mother,1,3,0,no,yes,no,3
GP,18,R,3,1,other,reputation,mother,1,2,1,yes,yes,yes,3
GP,17,U,3,2,other,course,mother,1,2,0,no,yes,no,3
GP,17,U,2,3,services,reputation,father,1,2,0,no,yes,no,3
GP,18,U,2,1,at_home,course,mother,4,2,0,yes,yes,yes,3
GP,17,U,2,1,other,course,mother,2,3,0,yes,yes,yes,2
GP,17,U,4,3,health,reputation,father,1,2,0,yes,yes,yes,2
GP,17,R,2,2,other,course,father,2,2,0,yes,yes,no,5
GP,17,U,4,4,teacher,reputation,mother,1,2,0,yes,yes,yes,5
GP,16,U,4,4,health,reputation,father,1,2,0,yes,yes,no,2
GP,16,U,1,1,other,home,mother,2,2,0,yes,yes,no,4
GP,16,U,3,2,at_home,reputation,mother,2,3,0,yes,yes,yes,3
GP,17,U,2,2,other,home,father,1,2,0,no,yes,yes,4
GP,16,U,2,1,other,home,mother,1,1,0,yes,yes,yes,5
GP,17,R,2,1,at_home,course,mother,3,2,0,yes,yes,no,1
GP,18,U,2,2,other,reputation,father,1,2,1,yes,no,no,5
GP,17,U,4,3,health,course,mother,2,2,0,yes,yes,yes,5
GP,17,R,4,4,teacher,course,mother,2,2,0,yes,yes,no,3
GP,16,U,4,3,teacher,course,mother,1,1,0,no,yes,no,4
GP,16,U,4,4,services,course,mother,1,1,0,yes,yes,no,3
GP,18,U,2,1,other,course,other,2,3,0,no,yes,yes,4
GP,16,U,2,1,other,course,mother,3,1,0,yes,yes,no,3
GP,17,U,2,3,other,course,father,2,1,0,yes,yes,no,2
GP,22,U,3,1,services,other,mother,1,1,3,no,no,yes,4
GP,18,R,3,3,other,course,mother,1,2,1,yes,yes,yes,3
GP,16,U,0,2,other,other,mother,1,1,0,no,yes,no,3
GP,18,U,3,2,services,course,mother,2,1,1,yes,no,no,4
GP,16,U,3,3,at_home,reputation,other,3,2,0,no,yes,no,3
GP,18,U,2,1,services,other,mother,1,1,1,no,no,no,2
GP,16,R,2,1,other,course,mother,2,1,0,no,yes,no,3
GP,17,R,2,1,other,course,mother,1,1,0,no,yes,no,4
GP,17,U,1,1,health,course,mother,2,1,1,yes,yes,no,4
GP,17,U,4,2,teacher,reputation,mother,1,4,0,yes,yes,no,2
GP,19,U,4,3,services,reputation,mother,1,2,0,yes,yes,no,3
GP,18,U,2,1,other,home,mother,1,2,0,yes,yes,no,2
GP,17,U,2,2,services,course,father,1,4,0,yes,yes,yes,4
GP,18,U,4,3,services,home,father,1,2,0,yes,yes,yes,1
GP,18,U,4,3,teacher,course,mother,1,2,0,no,yes,no,3
GP,18,R,3,2,other,course,mother,1,3,0,no,yes,no,3
GP,17,U,3,3,other,home,mother,1,3,0,no,yes,no,2
GP,18,U,2,2,at_home,home,mother,1,3,0,yes,yes,yes,3
GP,18,R,3,4,other,reputation,mother,2,2,0,yes,yes,no,2
GP,17,U,3,1,services,other,mother,1,2,0,yes,yes,yes,4
GP,18,R,4,4,teacher,reputation,mother,2,2,0,yes,yes,no,3
GP,18,U,4,2,health,reputation,father,1,2,0,yes,yes,yes,4
GP,18,R,2,1,other,reputation,mother,2,2,0,yes,no,yes,3
GP,19,U,3,3,other,home,other,1,2,2,yes,yes,no,3
GP,18,U,2,3,other,reputation,father,1,4,0,yes,yes,yes,5
GP,18,U,1,1,other,home,mother,2,2,0,no,yes,no,4
GP,17,R,1,2,at_home,home,mother,1,2,0,no,yes,yes,5
GP,17,U,2,4,at_home,reputation,mother,2,2,0,yes,yes,yes,3
GP,17,U,2,2,services,course,mother,2,2,0,yes,yes,yes,4
GP,18,R,3,2,other,home,mother,2,2,0,no,no,yes,1
GP,18,U,4,4,teacher,home,mother,2,1,0,yes,yes,no,2
GP,18,U,4,4,health,reputation,father,1,2,1,yes,yes,yes,4
GP,18,U,4,3,teacher,course,mother,2,1,0,yes,yes,no,2
GP,17,U,4,1,services,home,mother,2,1,0,yes,yes,yes,5
GP,17,U,3,2,teacher,home,mother,1,1,1,yes,yes,no,4
GP,18,R,1,1,at_home,reputation,mother,2,4,0,yes,yes,no,2
GP,18,U,1,1,other,home,mother,2,2,0,yes,yes,no,4
GP,17,U,2,2,other,course,mother,1,2,0,no,yes,no,4
GP,17,U,1,1,other,reputation,father,1,2,0,no,yes,no,3
GP,18,U,2,2,at_home,other,mother,1,3,0,yes,yes,no,3
GP,17,U,1,1,services,reputation,mother,1,3,0,yes,yes,no,3
GP,18,U,2,1,services,reputation,mother,1,3,0,yes,yes,no,2
GP,18,U,4,4,teacher,reputation,mother,1,2,0,yes,yes,no,4
GP,18,U,4,2,teacher,home,mother,1,2,0,yes,yes,yes,3
GP,17,U,4,3,health,reputation,mother,1,3,0,yes,yes,no,2
GP,18,U,2,1,services,reputation,mother,1,2,1,yes,yes,yes,4
GP,17,R,3,1,services,reputation,mother,2,4,0,yes,yes,no,1
GP,18,R,3,2,services,reputation,mother,2,3,0,yes,yes,no,4
GP,17,U,3,3,health,home,mother,1,1,0,yes,yes,no,4
GP,19,U,4,4,health,reputation,other,2,2,0,yes,yes,no,3
GP,18,U,4,3,other,home,other,2,2,0,yes,yes,yes,4
GP,18,U,4,3,other,reputation,father,1,4,0,yes,yes,no,3
GP,18,U,4,4,teacher,home,mother,1,1,0,yes,yes,yes,4
GP,18,U,4,4,health,home,mother,1,2,0,yes,yes,yes,2
GP,17,U,4,4,other,home,father,2,1,0,yes,yes,no,1
GP,17,U,4,2,other,reputation,mother,2,3,0,yes,yes,no,3
GP,17,U,3,2,health,reputation,father,1,4,0,no,yes,no,2
GP,19,U,3,3,other,home,other,1,2,1,yes,yes,yes,4
GP,18,U,2,4,services,reputation,other,1,2,1,yes,yes,no,4
GP,20,U,3,2,services,course,other,1,1,0,yes,yes,no,5
GP,19,U,4,4,teacher,reputation,other,2,1,1,yes,yes,yes,3
GP,19,R,3,3,other,reputation,father,1,2,1,yes,yes,yes,5
GP,19,U,1,1,at_home,reputation,other,1,2,1,no,yes,no,4
GP,19,U,1,2,services,home,other,1,2,1,no,yes,yes,2
GP,19,U,2,1,at_home,other,other,3,2,0,yes,no,yes,4
GP,19,U,1,2,other,course,other,1,2,1,no,yes,no,5
GP,19,U,3,2,services,reputation,other,2,2,1,no,yes,yes,2
GP,19,U,1,1,at_home,home,other,1,3,2,no,yes,yes,1
GP,19,R,2,3,other,reputation,other,1,3,1,yes,yes,yes,1
GP,18,U,2,1,services,course,mother,2,2,0,yes,yes,no,3
GP,18,U,4,3,other,course,mother,1,3,0,yes,yes,yes,3
GP,17,R,3,4,at_home,course,father,1,3,0,no,yes,no,3
GP,18,U,4,4,teacher,course,mother,1,2,0,yes,yes,no,4
GP,17,U,4,3,services,course,mother,1,2,0,yes,yes,yes,2
GP,17,U,2,2,other,course,mother,1,2,0,yes,yes,yes,2
GP,17,R,2,2,services,course,mother,1,3,0,yes,yes,no,3
GP,17,U,3,1,services,course,father,1,3,0,no,yes,no,4
GP,17,U,0,2,at_home,home,father,2,3,0,yes,yes,no,3
GP,18,U,4,4,other,course,mother,1,3,0,yes,yes,no,3
GP,17,U,3,3,other,reputation,mother,1,1,0,no,yes,no,3
GP,17,R,2,2,services,course,mother,4,1,0,yes,yes,no,4
GP,17,U,4,4,teacher,course,mother,1,3,0,yes,yes,no,4
GP,17,U,4,4,teacher,course,mother,2,3,0,no,yes,yes,3
GP,18,U,2,2,other,course,mother,1,4,0,yes,yes,no,5
GP,17,R,2,4,at_home,course,father,1,3,0,yes,yes,yes,4
GP,18,U,3,3,services,home,mother,1,2,0,yes,yes,no,3
GP,18,U,2,2,other,home,other,1,2,0,no,yes,yes,3
GP,18,R,2,2,at_home,course,mother,2,4,0,yes,yes,no,4
GP,17,U,3,4,services,course,mother,1,3,0,yes,yes,no,4
GP,19,R,3,1,services,home,other,1,3,1,yes,yes,no,4
GP,17,U,3,2,other,home,mother,1,2,0,yes,yes,yes,3
GP,18,U,3,3,services,home,mother,1,4,0,yes,yes,no,3
GP,17,R,3,2,other,home,mother,1,2,0,yes,yes,no,3
GP,19,U,2,1,services,home,other,1,3,1,yes,yes,yes,3
GP,18,U,4,4,teacher,home,father,1,2,1,yes,yes,no,3
GP,18,U,3,4,services,home,mother,1,2,0,yes,yes,yes,3
GP,17,U,2,2,at_home,home,father,1,2,1,yes,yes,yes,3
GP,18,U,2,3,at_home,course,mother,1,3,0,yes,yes,no,3
GP,18,U,3,2,other,other,mother,1,3,0,yes,yes,yes,4
GP,18,R,4,3,teacher,course,mother,1,3,0,yes,yes,yes,3
GP,18,U,4,3,teacher,course,mother,1,3,0,yes,yes,yes,4
GP,17,U,4,3,health,reputation,mother,1,3,0,yes,yes,yes,4
MS,18,R,3,2,other,course,mother,2,1,1,no,yes,no,5
MS,19,R,1,1,other,home,other,3,2,3,yes,yes,no,4
MS,17,U,3,3,health,course,mother,2,2,0,yes,yes,no,5
MS,18,U,1,3,at_home,course,mother,1,1,1,yes,no,yes,3
MS,19,R,1,1,other,home,other,3,1,1,yes,yes,no,4
MS,17,R,4,3,services,home,mother,2,2,0,no,yes,yes,5
MS,18,U,3,3,services,course,father,1,2,0,yes,yes,yes,3
MS,17,R,4,4,teacher,other,father,2,2,0,yes,yes,no,3
MS,17,U,3,2,services,reputation,mother,2,2,0,yes,yes,yes,2
MS,18,U,1,1,other,home,father,2,1,0,no,yes,yes,3
MS,18,U,1,1,at_home,course,father,2,3,0,yes,yes,no,3
MS,18,R,1,4,at_home,course,mother,3,2,0,yes,yes,yes,3
MS,18,R,1,1,at_home,other,mother,2,2,1,no,no,no,4
MS,18,U,3,3,services,other,mother,2,2,0,yes,yes,yes,3
MS,17,U,4,4,at_home,course,mother,1,2,0,yes,yes,yes,3
MS,17,R,1,2,other,course,father,2,2,0,no,yes,no,2
MS,18,R,1,3,at_home,course,mother,2,2,0,yes,yes,no,3
MS,18,U,4,4,teacher,other,mother,2,3,0,yes,yes,yes,2
MS,17,R,1,1,other,reputation,mother,3,1,1,yes,yes,yes,2
MS,18,U,2,3,at_home,course,father,2,1,0,yes,yes,yes,2
MS,18,R,4,4,other,other,father,3,2,0,no,yes,yes,2
MS,19,U,3,2,services,home,other,2,2,2,yes,yes,yes,2
MS,18,R,1,2,at_home,other,father,3,1,0,yes,no,yes,3
MS,17,U,2,2,other,home,mother,1,3,0,yes,yes,yes,4
MS,17,R,1,2,other,course,mother,1,1,0,yes,yes,no,5
MS,18,R,4,4,other,reputation,mother,2,3,0,yes,yes,no,4
MS,18,R,1,1,other,home,mother,4,3,0,yes,yes,no,3
MS,20,U,4,2,health,course,other,2,3,2,no,yes,yes,4
MS,18,R,4,4,teacher,course,mother,1,2,0,yes,yes,no,4
MS,18,U,3,3,other,home,mother,1,2,0,yes,yes,yes,1
MS,17,R,3,1,at_home,reputation,mother,1,2,0,no,yes,no,5
MS,18,U,4,4,teacher,home,father,1,2,0,no,yes,no,2
MS,18,R,2,1,other,other,mother,2,1,0,no,yes,yes,4
MS,17,U,2,3,other,home,father,2,2,0,yes,yes,no,4
MS,19,R,1,1,other,other,mother,2,1,1,yes,yes,no,3
MS,18,R,4,2,other,home,father,2,1,1,yes,yes,no,4
MS,18,R,2,2,at_home,other,mother,2,3,0,yes,yes,no,3
MS,18,R,4,4,teacher,reputation,mother,3,1,0,yes,yes,yes,4
MS,19,R,2,3,services,course,mother,1,3,1,no,yes,no,4
MS,18,U,3,1,teacher,course,mother,1,2,0,yes,yes,no,3
MS,18,U,1,1,other,course,mother,2,2,1,yes,yes,no,1
MS,20,U,2,2,services,course,other,1,2,2,yes,yes,no,5
MS,17,U,3,1,services,course,mother,2,1,0,no,yes,no,4
MS,21,R,1,1,other,course,other,1,1,3,no,yes,no,5
MS,18,R,3,2,services,course,mother,3,1,0,no,yes,no,4
MS,19,U,1,1,other,course,father,1,1,0,yes,yes,no,2
