I,K,O
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,>50K
White,0,>50K
White,2829,<=50K
Black,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
Asian-Pac-Islander,7688,>50K
White,2414,<=50K
White,0,<=50K
White,4416,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,99999,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,14084,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,2174,<=50K
White,0,>50K
White,0,<=50K
White,2407,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,15024,>50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,1797,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,1055,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,594,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,15024,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,2885,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,6418,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,14344,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,2202,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,6497,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,1506,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,6497,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,7443,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,8614,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,2885,<=50K
White,3942,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,2580,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,>50K
White,0,<=50K
Black,2964,<=50K
Black,0,<=50K
White,3942,<=50K
Black,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,5178,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,7298,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,99999,>50K
White,0,<=50K
White,3103,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,>50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,3325,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,2885,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3325,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,>50K
White,0,<=50K
White,4386,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,3325,<=50K
White,0,>50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,3908,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,4865,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,3432,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,6849,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,10520,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3674,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2885,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,14084,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,6849,<=50K
Black,0,<=50K
White,2463,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,9386,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,4650,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,2354,<=50K
White,99999,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,15024,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,27828,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,3103,<=50K
White,3908,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Black,0,<=50K
White,0,<=50K
White,2176,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,2290,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,<=50K
Black,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,20051,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,914,<=50K
White,0,<=50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,6418,>50K
White,0,<=50K
Black,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,13550,>50K
Asian-Pac-Islander,4650,<=50K
Black,0,>50K
White,0,>50K
White,0,<=50K
Other,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,9386,>50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,1055,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,99999,>50K
White,0,<=50K
White,0,>50K
Other,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,3103,>50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,2907,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,2174,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,594,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Other,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,13550,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,6097,>50K
White,0,<=50K
Black,0,<=50K
White,6849,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,10520,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,2407,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3103,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7688,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
Black,0,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,7298,>50K
Asian-Pac-Islander,15024,>50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,7298,>50K
White,0,<=50K
Other,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,7688,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
Black,3781,<=50K
White,0,<=50K
White,0,>50K
White,7688,>50K
White,15024,>50K
White,4064,<=50K
White,4865,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,4386,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,5178,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,2653,<=50K
White,0,<=50K
White,0,<=50K
White,14084,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,4650,<=50K
Black,0,<=50K
White,4787,>50K
White,0,<=50K
White,0,>50K
White,3103,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,3418,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Black,0,<=50K
White,991,<=50K
White,4650,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,>50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,34095,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,>50K
White,7430,>50K
White,5178,>50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
White,2354,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3908,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,>50K
Black,2174,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,3411,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Amer-Indian-Eskimo,0,<=50K
White,0,<=50K
Black,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Black,0,<=50K
Asian-Pac-Islander,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,>50K
White,0,>50K
White,0,>50K
White,0,<=50K
White,4386,<=50K
White,3325,<=50K
White,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,15024,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Amer-Indian-Eskimo,0,>50K
Asian-Pac-Islander,7688,>50K
Black,0,>50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
Asian-Pac-Islander,0,<=50K
White,0,<=50K
White,0,<=50K
White,0,<=50K
