I,N
White,United-States
White,United-States
White,United-States
White,Mexico
White,Poland
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Mexico
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Other,United-States
Asian-Pac-Islander,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,England
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,India
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,Columbia
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Guatemala
White,United-States
White,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,France
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,El-Salvador
White,Mexico
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Poland
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Cuba
White,United-States
White,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Canada
Asian-Pac-Islander,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
Black,Jamaica
White,Vietnam
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
White,Cuba
White,United-States
Asian-Pac-Islander,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
Black,United-States
White,England
Other,Mexico
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
Black,United-States
White,United-States
White,noValueSetHere123156456
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
Black,United-States
White,United-States
Black,noValueSetHere123156456
Asian-Pac-Islander,noValueSetHere123156456
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,Dominican-Republic
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,France
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Nicaragua
White,Canada
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,Canada
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Japan
White,United-States
White,United-States
White,United-States
White,United-States
White,Hungary
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,Cuba
White,United-States
White,United-States
White,United-States
White,Iran
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,Haiti
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
Black,noValueSetHere123156456
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Other,Cuba
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Columbia
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
Black,noValueSetHere123156456
White,United-States
White,United-States
White,Italy
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,Columbia
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,Peru
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Iran
White,United-States
White,United-States
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,England
White,United-States
Asian-Pac-Islander,China
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,Hong
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Canada
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Canada
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,United-States
Black,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Cuba
White,United-States
White,United-States
White,United-States
White,Poland
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Guatemala
White,United-States
White,United-States
White,Japan
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,England
White,Italy
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Columbia
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Columbia
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,England
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,Mexico
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,El-Salvador
White,United-States
White,United-States
Asian-Pac-Islander,Taiwan
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,England
White,United-States
Black,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Haiti
Asian-Pac-Islander,China
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Japan
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Other,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,South
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,noValueSetHere123156456
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Other,Puerto-Rico
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,Poland
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Other,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,Hong
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Outlying-US(Guam-USVI-etc)
White,United-States
Black,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,India
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Iran
White,United-States
White,United-States
White,United-States
White,United-States
Other,United-States
Asian-Pac-Islander,United-States
White,Italy
White,United-States
White,United-States
Black,Jamaica
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,Portugal
Black,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
Black,United-States
Other,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,Italy
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Greece
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,Guatemala
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
Black,United-States
Other,Dominican-Republic
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,Jamaica
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,Portugal
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,Mexico
White,Italy
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,England
White,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
Asian-Pac-Islander,China
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Amer-Indian-Eskimo,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
Black,Jamaica
Black,Haiti
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Taiwan
White,United-States
White,United-States
White,Mexico
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
Black,United-States
White,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,noValueSetHere123156456
Asian-Pac-Islander,South
White,United-States
White,Scotland
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Ireland
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Vietnam
White,United-States
White,United-States
White,United-States
White,El-Salvador
White,United-States
White,Cuba
Amer-Indian-Eskimo,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,England
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,United-States
White,El-Salvador
Black,noValueSetHere123156456
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Ireland
White,United-States
White,United-States
White,noValueSetHere123156456
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Cuba
White,United-States
White,United-States
Black,United-States
Asian-Pac-Islander,Japan
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,noValueSetHere123156456
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Germany
White,United-States
White,United-States
Black,United-States
White,United-States
Black,United-States
White,Columbia
White,United-States
Amer-Indian-Eskimo,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,noValueSetHere123156456
White,United-States
White,United-States
Asian-Pac-Islander,Philippines
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
Black,Puerto-Rico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,Portugal
White,United-States
White,United-States
Black,United-States
White,United-States
Black,Puerto-Rico
White,United-States
White,Taiwan
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,Hungary
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,Canada
White,United-States
Amer-Indian-Eskimo,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Asian-Pac-Islander,Laos
Black,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,United-States
White,United-States
White,United-States
White,Mexico
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
Black,United-States
Black,Jamaica
White,United-States
Black,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
White,United-States
