HRBP,VENTTUBE,ERRCAUTER,PVSAT,CO,MINVOL,HRSAT,HREKG,PCWP,KINKEDTUBE,VENTALV,TPR
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,False,LOW,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,True,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,False,ZERO,HIGH
NORMAL,ZERO,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,LOW,NORMAL,NORMAL,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,HIGH,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,HIGH,LOW,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,ZERO,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,LOW,False,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,NORMAL,NORMAL,False,ZERO,LOW
LOW,LOW,False,NORMAL,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,ZERO,True,HIGH,LOW,HIGH,NORMAL,NORMAL,HIGH,False,HIGH,LOW
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,ZERO,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,True,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,NORMAL,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,ZERO,False,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,NORMAL,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False,NORMAL,NORMAL
NORMAL,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,True,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,True,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,True,LOW,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,LOW,False,NORMAL,HIGH
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,LOW,ZERO,LOW,LOW,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,LOW,LOW,LOW,NORMAL,False,NORMAL,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
LOW,LOW,False,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,LOW,ZERO,LOW,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,HIGH,False,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,False,LOW,LOW,ZERO,LOW,LOW,LOW,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,True,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,False,HIGH,HIGH
HIGH,ZERO,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,ZERO,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,NORMAL,False,LOW,LOW,LOW,HIGH,HIGH,HIGH,False,LOW,NORMAL
HIGH,LOW,False,HIGH,HIGH,LOW,HIGH,HIGH,NORMAL,True,HIGH,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,False,ZERO,LOW
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,LOW,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,LOW
LOW,HIGH,False,HIGH,LOW,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
NORMAL,LOW,False,LOW,LOW,LOW,HIGH,HIGH,LOW,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,True,LOW,NORMAL,ZERO,LOW,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,True,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,True,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,LOW,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,HIGH,HIGH,ZERO,NORMAL,NORMAL,HIGH,False,HIGH,LOW
HIGH,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,NORMAL,True,NORMAL,HIGH,LOW,NORMAL,NORMAL,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,NORMAL
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,NORMAL
HIGH,LOW,True,LOW,LOW,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,LOW,LOW
LOW,LOW,False,HIGH,NORMAL,ZERO,LOW,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,LOW,False,NORMAL,NORMAL,ZERO,LOW,LOW,NORMAL,False,HIGH,NORMAL
LOW,LOW,False,LOW,LOW,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,LOW,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,ZERO,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
LOW,HIGH,False,HIGH,HIGH,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,LOW,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,HIGH,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,ZERO,False,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,False,HIGH,HIGH
NORMAL,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
LOW,LOW,False,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,NORMAL,NORMAL
LOW,ZERO,True,HIGH,LOW,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,LOW,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,HIGH,False,HIGH,NORMAL,HIGH,LOW,LOW,HIGH,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
LOW,ZERO,True,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH,HIGH
LOW,HIGH,False,HIGH,NORMAL,HIGH,HIGH,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,HIGH,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
LOW,ZERO,True,LOW,NORMAL,ZERO,HIGH,LOW,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,True,ZERO,LOW
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,NORMAL,False,ZERO,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,False,ZERO,LOW
HIGH,ZERO,False,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,LOW
HIGH,HIGH,False,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,False,HIGH,LOW
HIGH,ZERO,False,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,False,HIGH,NORMAL
NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,HIGH,True,ZERO,HIGH
HIGH,LOW,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,NORMAL,LOW
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,HIGH,False,LOW,LOW
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,LOW,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
NORMAL,ZERO,True,HIGH,LOW,HIGH,HIGH,HIGH,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,HIGH,HIGH,ZERO,HIGH,HIGH,NORMAL,False,HIGH,NORMAL
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,HIGH
LOW,ZERO,False,LOW,NORMAL,HIGH,HIGH,LOW,NORMAL,False,HIGH,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,True,LOW,HIGH,ZERO,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,LOW,LOW,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,ZERO,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,NORMAL
HIGH,LOW,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,False,ZERO,HIGH
HIGH,ZERO,False,LOW,HIGH,LOW,HIGH,HIGH,NORMAL,False,LOW,HIGH
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,ZERO,LOW
HIGH,LOW,False,LOW,HIGH,ZERO,HIGH,HIGH,NORMAL,False,LOW,HIGH
LOW,LOW,False,LOW,NORMAL,ZERO,LOW,LOW,HIGH,False,ZERO,HIGH
