HRBP,VENTMACH,VENTTUBE,LVFAILURE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV
HIGH,NORMAL,ZERO,False,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,LOW,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
LOW,LOW,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,LOW,ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,False,ZERO
NORMAL,LOW,ZERO,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,ZERO,ZERO,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,NORMAL,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,HIGH,LOW,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,True,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,NORMAL,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,ZERO,False,NORMAL,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,ZERO,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,HIGH,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,ONESIDED,LOW,LOW,LOW,NORMAL,HIGH,HIGH,False,NORMAL
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,NORMAL,NORMAL,True,LOW
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,HIGH,LOW,NORMAL,NORMAL,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO
HIGH,ZERO,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,LOW,ZERO,LOW,LOW,False,LOW
HIGH,NORMAL,LOW,False,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,LOW,False,NORMAL
HIGH,NORMAL,LOW,True,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,LOW,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,HIGH,False,ZERO
HIGH,HIGH,HIGH,False,ONESIDED,HIGH,LOW,HIGH,HIGH,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,True,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,False,HIGH
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,ZERO,False,ONESIDED,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,NORMAL,False,NORMAL,HIGH,LOW,LOW,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,ESOPHAGEAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True,HIGH
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,ONESIDED,HIGH,LOW,NORMAL,ZERO,LOW,LOW,False,LOW
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
LOW,NORMAL,HIGH,False,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,True,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,ZERO,ZERO,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
LOW,NORMAL,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,ZERO,NORMAL,HIGH,HIGH,NORMAL,NORMAL,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
HIGH,LOW,ZERO,False,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,LOW,False,HIGH
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,ZERO,HIGH,HIGH,ZERO,NORMAL,NORMAL,False,HIGH
HIGH,HIGH,NORMAL,False,NORMAL,HIGH,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,HIGH,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH,LOW,NORMAL,NORMAL,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
LOW,ZERO,ZERO,False,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,LOW
LOW,NORMAL,LOW,False,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO
NORMAL,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,HIGH,NORMAL,NORMAL,ZERO,LOW,LOW,False,HIGH
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,LOW,False,ZERO
HIGH,ZERO,ZERO,False,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO
LOW,NORMAL,LOW,False,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO
HIGH,NORMAL,LOW,False,NORMAL,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO
LOW,HIGH,HIGH,False,NORMAL,LOW,HIGH,HIGH,HIGH,LOW,LOW,False,HIGH
