mikro_2,mikro_1,nedboer_2
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_koldt,0___1
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
T_rt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_varmt,0___1
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,T_rt_og_koldt,0___1
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_varmt,T_rt_og_varmt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
T_rt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,T_rt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_koldt,T_rt_og_koldt,0___1
T_rt_og_varmt,V_dt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_varmt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
T_rt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_koldt,V_dt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
T_rt_og_varmt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,V_dt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_varmt,2___3
T_rt_og_koldt,T_rt_og_koldt,0___1
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_varmt,____4
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
T_rt_og_koldt,T_rt_og_varmt,0___1
T_rt_og_koldt,T_rt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,____4
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
T_rt_og_koldt,V_dt_og_koldt,0___1
V_dt_og_varmt,T_rt_og_koldt,____4
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_varmt,T_rt_og_koldt,2___3
T_rt_og_koldt,V_dt_og_koldt,0___1
T_rt_og_varmt,T_rt_og_varmt,0___1
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_varmt,V_dt_og_koldt,2___3
T_rt_og_varmt,V_dt_og_koldt,0___1
V_dt_og_varmt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_varmt,2___3
T_rt_og_varmt,T_rt_og_varmt,0___1
V_dt_og_varmt,V_dt_og_varmt,2___3
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_varmt,0___1
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,2___3
V_dt_og_varmt,T_rt_og_koldt,____4
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,T_rt_og_varmt,____4
V_dt_og_varmt,T_rt_og_varmt,2___3
V_dt_og_koldt,T_rt_og_koldt,2___3
T_rt_og_koldt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_varmt,____4
V_dt_og_koldt,V_dt_og_koldt,2___3
T_rt_og_varmt,T_rt_og_koldt,0___1
V_dt_og_koldt,V_dt_og_koldt,____4
V_dt_og_koldt,T_rt_og_varmt,____4
