Attribute1,Attribute4,Attribute7,Attribute9,Attribute10,Attribute11,Attribute12,Attribute14,Attribute15,Attribute17,Attribute18,Attribute19,class
A11,A41,A75,A92,A101,4,A121,A143,A151,A173,1,A191,1
A11,A46,A73,A92,A101,2,A124,A143,A152,A174,1,A192,2
A14,A41,A75,A93,A101,4,A123,A143,A152,A174,1,A192,1
A14,A43,A75,A93,A101,4,A122,A141,A152,A173,1,A191,1
A13,A40,A71,A93,A101,4,A124,A141,A153,A171,1,A191,1
A11,A40,A73,A92,A101,4,A121,A143,A151,A173,1,A191,2
A14,A40,A74,A93,A101,4,A123,A143,A152,A173,1,A192,1
A11,A43,A74,A92,A103,1,A121,A143,A152,A173,1,A191,1
A14,A41,A75,A93,A101,2,A123,A143,A152,A174,1,A192,1
A12,A45,A71,A92,A101,4,A123,A143,A152,A173,1,A192,1
A12,A43,A74,A93,A103,2,A121,A143,A152,A173,1,A191,2
A14,A40,A75,A93,A101,4,A121,A143,A152,A173,1,A192,1
A12,A48,A73,A93,A101,2,A121,A143,A152,A172,1,A192,1
A12,A40,A72,A92,A101,2,A122,A141,A152,A172,1,A191,2
A12,A41,A71,A91,A101,4,A121,A143,A152,A174,1,A192,1
A12,A49,A73,A93,A101,2,A122,A143,A152,A172,1,A192,1
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A191,1
A14,A41,A75,A93,A101,3,A123,A143,A152,A173,2,A192,1
A12,A46,A75,A93,A101,4,A124,A143,A153,A173,1,A191,2
A11,A46,A73,A93,A101,3,A124,A141,A152,A173,1,A192,2
A12,A49,A75,A92,A101,4,A122,A143,A152,A173,2,A191,2
A14,A41,A75,A93,A101,4,A123,A143,A152,A174,2,A192,1
A14,A42,A73,A94,A101,2,A122,A143,A152,A173,1,A191,1
A13,A42,A75,A91,A101,4,A124,A143,A153,A173,1,A191,1
A14,A42,A75,A93,A101,3,A124,A143,A151,A173,1,A192,1
A14,A42,A72,A92,A101,4,A122,A143,A151,A173,1,A191,1
A11,A41,A75,A93,A101,4,A122,A143,A153,A173,2,A192,2
A14,A42,A72,A92,A101,4,A122,A143,A151,A172,1,A191,1
A14,A40,A75,A94,A101,4,A123,A143,A152,A173,1,A192,1
A12,A40,A72,A93,A101,2,A121,A143,A152,A171,1,A191,1
A14,A46,A75,A93,A101,4,A124,A143,A153,A173,2,A191,1
A12,A43,A75,A92,A103,4,A121,A141,A151,A172,1,A192,1
A11,A42,A75,A92,A101,4,A122,A143,A152,A173,1,A191,1
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A191,1
A12,A40,A71,A92,A101,2,A121,A143,A151,A171,1,A191,1
A11,A40,A74,A93,A101,1,A123,A143,A152,A173,1,A192,2
A12,A43,A72,A94,A101,3,A121,A143,A152,A172,1,A191,1
A14,A43,A75,A93,A101,4,A121,A143,A152,A173,1,A191,1
A12,A41,A71,A93,A101,2,A124,A141,A153,A174,1,A192,1
A12,A40,A72,A92,A101,1,A121,A143,A151,A171,1,A191,2
A12,A49,A72,A94,A101,2,A121,A143,A152,A173,1,A192,1
A12,A43,A74,A94,A103,3,A121,A141,A152,A172,1,A191,1
A11,A41,A74,A93,A101,4,A123,A143,A152,A173,1,A192,2
A11,A44,A73,A93,A101,4,A123,A143,A152,A173,1,A191,2
A11,A40,A74,A93,A101,4,A124,A143,A153,A173,2,A191,2
A12,A40,A73,A92,A101,2,A122,A143,A151,A173,1,A191,1
A14,A44,A73,A91,A101,4,A121,A143,A152,A173,1,A191,1
A14,A43,A74,A92,A101,2,A123,A143,A151,A173,1,A192,1
A11,A410,A71,A91,A102,3,A123,A143,A152,A174,1,A191,1
A11,A43,A73,A94,A101,3,A121,A141,A152,A173,1,A191,2
A14,A40,A73,A94,A101,2,A121,A143,A152,A173,1,A192,1
A13,A43,A73,A94,A101,1,A123,A143,A152,A173,1,A191,1
A11,A42,A75,A93,A101,2,A122,A141,A152,A173,2,A191,2
A11,A40,A75,A93,A101,4,A121,A143,A152,A172,1,A191,1
A14,A42,A72,A91,A101,2,A123,A143,A152,A174,1,A192,1
A11,A40,A75,A94,A101,3,A123,A143,A152,A173,1,A192,1
A11,A40,A75,A92,A101,4,A121,A141,A151,A173,1,A192,2
A14,A49,A73,A93,A101,2,A123,A142,A152,A173,2,A191,2
A11,A41,A75,A93,A101,4,A124,A143,A153,A173,1,A191,2
A12,A49,A73,A93,A101,4,A124,A143,A153,A173,2,A192,1
A14,A49,A73,A93,A101,2,A123,A143,A152,A173,2,A192,1
A11,A40,A72,A92,A101,3,A123,A143,A151,A173,1,A192,2
A11,A49,A75,A93,A101,4,A123,A143,A151,A173,1,A191,2
A12,A43,A75,A92,A101,4,A123,A143,A152,A173,1,A192,1
A13,A43,A72,A92,A101,3,A121,A143,A152,A172,1,A191,2
A11,A40,A73,A93,A101,4,A123,A141,A152,A173,1,A191,2
A14,A43,A73,A92,A101,2,A123,A143,A152,A173,1,A191,1
A14,A42,A72,A92,A101,3,A121,A143,A151,A172,2,A191,1
A11,A41,A75,A93,A101,4,A122,A143,A152,A173,1,A192,1
A14,A43,A75,A94,A102,3,A121,A143,A152,A173,1,A191,1
A11,A42,A74,A93,A101,2,A122,A143,A152,A173,1,A191,2
A14,A41,A73,A93,A101,2,A121,A142,A152,A172,1,A191,1
A14,A45,A72,A92,A101,4,A121,A143,A152,A173,1,A191,2
A14,A49,A74,A93,A101,4,A123,A141,A152,A173,1,A192,1
A14,A42,A75,A93,A101,4,A122,A141,A152,A173,2,A192,1
A12,A42,A74,A93,A101,3,A123,A143,A152,A173,1,A192,1
A14,A40,A73,A93,A101,4,A123,A143,A151,A173,1,A191,2
A14,A40,A72,A94,A101,2,A121,A143,A152,A173,1,A191,1
A11,A43,A74,A93,A101,4,A121,A143,A152,A173,1,A191,1
A11,A43,A75,A93,A101,4,A121,A142,A152,A172,1,A191,2
A11,A40,A73,A94,A103,2,A122,A141,A151,A173,1,A191,2
A14,A41,A74,A93,A101,4,A122,A143,A152,A173,1,A192,1
A14,A43,A73,A93,A101,4,A124,A143,A153,A173,1,A192,1
A11,A40,A74,A93,A101,4,A124,A143,A153,A172,2,A191,2
A14,A40,A75,A93,A101,2,A123,A143,A152,A173,2,A192,1
A14,A40,A72,A94,A101,3,A121,A143,A152,A173,1,A192,1
A14,A48,A74,A92,A101,3,A122,A143,A152,A173,1,A192,1
A14,A42,A73,A93,A101,2,A124,A143,A153,A173,1,A192,1
A11,A40,A73,A92,A101,2,A122,A143,A152,A173,1,A192,2
A14,A40,A73,A93,A103,2,A121,A143,A151,A173,2,A191,1
A14,A41,A73,A93,A101,2,A121,A143,A152,A173,1,A191,1
A14,A49,A73,A94,A101,2,A123,A143,A152,A173,1,A192,2
A11,A43,A72,A92,A101,4,A121,A143,A152,A173,1,A192,2
A14,A42,A72,A93,A101,2,A121,A142,A152,A172,2,A192,1
A14,A42,A73,A93,A101,2,A121,A141,A151,A172,1,A191,2
A14,A42,A73,A92,A101,4,A123,A143,A151,A173,1,A191,1
A11,A43,A72,A92,A101,1,A123,A142,A152,A173,1,A191,1
A14,A42,A75,A93,A101,4,A122,A142,A152,A173,1,A191,1
A14,A49,A75,A93,A101,2,A122,A143,A152,A173,1,A191,1
A11,A42,A75,A92,A101,4,A122,A143,A151,A173,1,A191,1
A14,A42,A74,A92,A101,4,A123,A143,A152,A173,1,A192,1
A13,A40,A75,A93,A101,4,A121,A143,A152,A173,2,A191,1
A11,A49,A74,A93,A101,1,A121,A143,A152,A173,1,A192,1
A14,A44,A72,A92,A101,1,A121,A143,A152,A173,1,A191,1
A11,A42,A73,A93,A102,2,A122,A143,A152,A172,2,A191,1
A12,A40,A73,A92,A101,4,A123,A143,A152,A173,1,A191,1
A11,A43,A72,A93,A102,4,A124,A141,A153,A174,1,A192,1
A14,A43,A75,A93,A101,2,A123,A143,A152,A173,1,A191,1
A11,A40,A72,A93,A101,2,A124,A143,A153,A174,1,A192,2
A14,A43,A74,A93,A101,3,A122,A143,A152,A173,1,A191,1
A14,A41,A74,A93,A101,3,A123,A143,A152,A174,1,A192,1
A14,A41,A73,A91,A101,4,A124,A143,A153,A173,1,A192,1
A12,A40,A75,A93,A101,4,A121,A143,A152,A173,1,A191,1
A14,A43,A71,A92,A101,4,A123,A143,A152,A171,1,A191,1
A12,A42,A74,A91,A101,3,A123,A143,A152,A173,1,A192,2
A11,A46,A72,A92,A101,4,A122,A143,A152,A173,1,A191,2
A12,A49,A74,A93,A101,3,A124,A143,A152,A173,2,A192,1
A12,A49,A73,A93,A101,2,A123,A143,A152,A173,1,A192,2
A14,A40,A75,A93,A101,4,A123,A143,A152,A174,1,A192,1
A14,A41,A72,A93,A103,4,A121,A141,A151,A173,2,A192,1
A11,A49,A75,A93,A101,4,A123,A142,A152,A174,2,A192,1
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A192,1
A11,A40,A73,A93,A101,4,A122,A141,A152,A172,1,A191,1
A12,A41,A73,A93,A101,4,A123,A143,A152,A173,1,A192,1
A14,A43,A73,A93,A101,3,A122,A143,A152,A173,1,A192,1
A14,A41,A74,A93,A101,2,A123,A142,A152,A174,2,A192,1
A11,A43,A72,A92,A101,4,A122,A143,A151,A174,1,A192,1
A14,A42,A74,A92,A101,2,A122,A143,A152,A173,1,A191,1
A14,A42,A74,A92,A101,4,A121,A141,A151,A172,1,A191,1
A11,A42,A73,A93,A102,3,A123,A143,A152,A173,1,A191,2
A11,A40,A75,A93,A103,4,A122,A141,A151,A173,1,A192,2
A14,A40,A72,A91,A101,4,A121,A143,A152,A173,1,A192,1
A14,A41,A75,A93,A101,4,A124,A143,A153,A173,1,A191,1
A14,A43,A73,A94,A101,2,A121,A143,A151,A173,1,A192,1
A14,A43,A75,A93,A101,1,A121,A143,A152,A174,1,A192,1
A11,A43,A73,A93,A101,2,A121,A143,A151,A174,2,A192,1
A11,A40,A74,A93,A102,2,A121,A143,A152,A172,1,A191,1
A12,A46,A73,A94,A101,2,A123,A143,A152,A173,1,A191,1
A14,A41,A72,A92,A101,2,A122,A143,A152,A172,1,A191,1
A12,A40,A73,A92,A101,2,A121,A143,A152,A172,1,A191,1
A14,A43,A73,A92,A101,4,A121,A143,A152,A173,1,A191,1
A12,A42,A72,A92,A101,4,A123,A141,A152,A172,1,A191,2
A12,A43,A75,A92,A101,4,A123,A143,A152,A173,1,A191,1
A14,A49,A75,A91,A101,2,A121,A143,A152,A173,1,A192,1
A11,A49,A73,A93,A101,2,A122,A143,A151,A173,1,A192,2
A12,A410,A73,A92,A101,2,A122,A141,A152,A174,1,A192,2
A14,A41,A73,A93,A102,2,A121,A143,A152,A173,2,A191,1
A11,A40,A75,A93,A101,4,A124,A141,A152,A174,1,A192,2
A11,A42,A71,A91,A101,1,A122,A143,A152,A173,1,A191,2
A11,A42,A75,A93,A101,2,A122,A143,A151,A174,1,A192,2
A14,A42,A73,A92,A101,2,A124,A143,A152,A173,1,A191,1
A14,A43,A74,A93,A101,1,A123,A143,A152,A174,1,A192,1
A11,A43,A72,A92,A101,4,A122,A143,A151,A173,1,A191,2
A12,A40,A74,A93,A101,4,A122,A143,A151,A173,2,A192,1
A11,A42,A72,A91,A101,1,A122,A141,A152,A173,1,A192,2
A11,A40,A72,A93,A101,2,A123,A141,A152,A173,1,A192,2
A11,A42,A72,A92,A101,4,A122,A143,A151,A173,1,A191,1
A11,A41,A74,A93,A101,4,A124,A142,A153,A173,2,A192,2
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A192,1
A11,A40,A73,A93,A101,2,A121,A143,A152,A172,2,A191,1
A11,A42,A72,A93,A102,1,A122,A143,A152,A172,1,A191,1
A12,A43,A72,A92,A101,2,A123,A143,A152,A173,1,A192,2
A14,A40,A73,A93,A101,1,A121,A143,A152,A173,1,A191,1
A14,A43,A75,A93,A101,4,A122,A143,A152,A173,2,A192,1
A11,A43,A73,A92,A101,1,A123,A141,A152,A173,1,A191,1
A12,A43,A72,A93,A101,3,A124,A142,A152,A174,1,A191,2
A13,A43,A73,A92,A101,2,A121,A143,A152,A172,1,A191,2
A12,A43,A72,A94,A101,3,A123,A143,A151,A174,1,A192,1
A12,A46,A73,A93,A101,4,A124,A143,A153,A173,1,A191,2
A14,A41,A73,A93,A101,4,A122,A143,A152,A174,2,A192,1
A14,A40,A72,A93,A101,3,A122,A143,A152,A174,2,A192,1
A14,A40,A73,A93,A101,2,A121,A143,A152,A172,2,A191,1
A14,A42,A74,A93,A101,2,A123,A142,A152,A173,1,A192,1
A14,A40,A74,A93,A101,1,A121,A143,A152,A172,2,A191,1
A11,A42,A72,A92,A103,1,A122,A143,A151,A173,1,A191,1
A12,A40,A72,A92,A101,1,A123,A143,A152,A173,1,A191,1
A11,A42,A72,A93,A101,4,A124,A143,A153,A173,2,A192,2
A14,A40,A71,A93,A101,4,A124,A143,A152,A174,1,A192,1
A14,A42,A72,A94,A102,1,A122,A143,A152,A172,2,A191,2
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A191,2
A12,A49,A71,A94,A101,3,A123,A143,A152,A171,2,A192,1
A11,A49,A74,A93,A101,1,A123,A143,A152,A173,1,A192,2
A12,A41,A72,A92,A101,4,A123,A143,A151,A173,1,A191,2
A14,A42,A71,A92,A101,2,A123,A143,A152,A174,1,A192,2
A11,A40,A73,A92,A103,4,A122,A143,A152,A173,1,A192,1
A11,A43,A75,A92,A101,4,A122,A143,A151,A174,1,A192,1
A13,A43,A75,A93,A101,4,A122,A142,A152,A172,1,A191,1
A12,A43,A75,A93,A101,4,A121,A143,A152,A172,1,A191,1
A11,A40,A73,A93,A101,2,A123,A143,A152,A172,1,A191,2
A12,A42,A75,A93,A101,4,A124,A143,A153,A173,1,A191,1
A14,A43,A75,A94,A101,2,A121,A143,A151,A173,1,A191,1
A12,A40,A73,A91,A101,4,A122,A143,A152,A173,1,A191,1
A14,A40,A73,A93,A101,2,A124,A143,A152,A173,1,A191,1
A14,A43,A75,A93,A101,2,A123,A141,A152,A173,1,A192,2
A12,A45,A72,A94,A101,1,A122,A143,A152,A172,1,A191,1
A12,A43,A73,A92,A101,1,A123,A143,A152,A173,1,A191,1
A12,A43,A73,A93,A101,2,A122,A143,A152,A172,1,A191,2
A14,A43,A75,A92,A101,2,A123,A141,A151,A174,1,A192,1
A14,A43,A74,A94,A101,4,A122,A143,A151,A173,1,A192,1
A11,A40,A73,A93,A101,2,A121,A143,A152,A172,2,A191,1
A12,A45,A73,A93,A103,2,A121,A143,A152,A173,1,A191,1
A14,A40,A73,A93,A101,4,A122,A143,A152,A172,2,A191,1
A11,A40,A71,A92,A102,4,A124,A143,A151,A171,1,A191,2
A11,A49,A75,A93,A102,4,A124,A143,A151,A173,1,A191,2
A14,A43,A73,A92,A101,2,A123,A143,A152,A173,1,A192,1
A13,A43,A73,A92,A101,3,A123,A143,A152,A172,1,A191,1
A12,A43,A73,A92,A103,3,A121,A143,A152,A173,1,A191,1
A12,A49,A75,A93,A101,2,A122,A143,A152,A173,1,A191,1
A14,A40,A75,A93,A101,4,A123,A143,A152,A172,2,A191,2
A12,A40,A73,A94,A101,2,A122,A143,A151,A173,1,A191,2
A12,A42,A74,A93,A101,2,A122,A143,A152,A173,1,A191,2
A14,A49,A71,A93,A101,2,A123,A141,A151,A174,1,A192,2
A13,A40,A73,A92,A101,1,A123,A141,A152,A174,1,A192,1
A11,A41,A73,A93,A101,2,A122,A143,A152,A173,2,A191,2
A14,A42,A74,A93,A101,2,A122,A143,A152,A172,1,A191,1
A11,A42,A73,A92,A101,3,A122,A143,A151,A173,1,A191,1
A13,A49,A72,A91,A101,1,A122,A143,A152,A173,1,A191,1
A14,A43,A71,A92,A101,4,A121,A143,A152,A173,1,A191,1
A11,A41,A71,A93,A101,2,A124,A143,A153,A174,1,A192,1
A12,A43,A75,A93,A101,2,A122,A143,A152,A172,1,A191,1
A14,A46,A72,A93,A101,1,A122,A143,A152,A172,2,A191,1
A14,A43,A75,A93,A101,4,A123,A141,A152,A172,2,A191,1
A11,A43,A74,A94,A101,4,A123,A143,A151,A172,1,A191,1
A11,A42,A71,A93,A101,3,A122,A143,A152,A174,1,A192,1
A14,A40,A75,A93,A101,3,A123,A143,A152,A173,1,A192,1
A14,A42,A74,A92,A101,4,A121,A143,A152,A172,1,A191,1
A11,A41,A73,A91,A101,4,A122,A143,A152,A174,1,A192,1
A14,A43,A75,A93,A101,4,A123,A143,A152,A173,1,A191,1
A11,A43,A73,A93,A101,4,A124,A143,A153,A173,1,A192,2
A12,A41,A71,A93,A101,4,A123,A143,A152,A173,1,A191,1
