Attribute4,Attribute7,Attribute9,Attribute10,Attribute11,Attribute12,Attribute15,Attribute17,Attribute18,Attribute19,Attribute20,class
A45,A72,A92,A101,4,A121,A152,A173,1,A191,A201,2
A49,A74,A93,A101,4,A123,A152,A173,1,A192,A201,1
A42,A75,A93,A101,4,A122,A152,A173,2,A192,A201,1
A42,A74,A93,A101,3,A123,A152,A173,1,A192,A201,1
A40,A73,A93,A101,4,A123,A151,A173,1,A191,A201,2
A40,A72,A94,A101,2,A121,A152,A173,1,A191,A201,1
A43,A74,A93,A101,4,A121,A152,A173,1,A191,A201,1
A43,A75,A93,A101,4,A121,A152,A172,1,A191,A201,2
A40,A73,A94,A103,2,A122,A151,A173,1,A191,A202,2
A41,A74,A93,A101,4,A122,A152,A173,1,A192,A201,1
A43,A73,A93,A101,4,A124,A153,A173,1,A192,A201,1
A40,A74,A93,A101,4,A124,A153,A172,2,A191,A201,2
A40,A75,A93,A101,2,A123,A152,A173,2,A192,A201,1
A40,A72,A94,A101,3,A121,A152,A173,1,A192,A201,1
A48,A74,A92,A101,3,A122,A152,A173,1,A192,A201,1
A42,A73,A93,A101,2,A124,A153,A173,1,A192,A201,1
A40,A73,A92,A101,2,A122,A152,A173,1,A192,A201,2
A40,A73,A93,A103,2,A121,A151,A173,2,A191,A202,1
A41,A73,A93,A101,2,A121,A152,A173,1,A191,A201,1
A49,A73,A94,A101,2,A123,A152,A173,1,A192,A201,2
A43,A72,A92,A101,4,A121,A152,A173,1,A192,A201,2
A42,A72,A93,A101,2,A121,A152,A172,2,A192,A201,1
A42,A73,A93,A101,2,A121,A151,A172,1,A191,A201,2
A42,A73,A92,A101,4,A123,A151,A173,1,A191,A201,1
A43,A72,A92,A101,1,A123,A152,A173,1,A191,A201,1
A42,A75,A93,A101,4,A122,A152,A173,1,A191,A201,1
A49,A75,A93,A101,2,A122,A152,A173,1,A191,A201,1
A42,A75,A92,A101,4,A122,A151,A173,1,A191,A201,1
A42,A74,A92,A101,4,A123,A152,A173,1,A192,A201,1
A40,A75,A93,A101,4,A121,A152,A173,2,A191,A202,1
A49,A74,A93,A101,1,A121,A152,A173,1,A192,A201,1
A44,A72,A92,A101,1,A121,A152,A173,1,A191,A201,1
A42,A73,A93,A102,2,A122,A152,A172,2,A191,A201,1
A40,A73,A92,A101,4,A123,A152,A173,1,A191,A201,1
A43,A72,A93,A102,4,A124,A153,A174,1,A192,A201,1
A43,A75,A93,A101,2,A123,A152,A173,1,A191,A201,1
A40,A72,A93,A101,2,A124,A153,A174,1,A192,A201,2
A43,A74,A93,A101,3,A122,A152,A173,1,A191,A201,1
A41,A74,A93,A101,3,A123,A152,A174,1,A192,A201,1
A41,A73,A91,A101,4,A124,A153,A173,1,A192,A201,1
A40,A75,A93,A101,4,A121,A152,A173,1,A191,A201,1
A43,A71,A92,A101,4,A123,A152,A171,1,A191,A201,1
A42,A74,A91,A101,3,A123,A152,A173,1,A192,A201,2
A46,A72,A92,A101,4,A122,A152,A173,1,A191,A201,2
A49,A74,A93,A101,3,A124,A152,A173,2,A192,A201,1
A49,A73,A93,A101,2,A123,A152,A173,1,A192,A201,2
A40,A75,A93,A101,4,A123,A152,A174,1,A192,A201,1
A41,A72,A93,A103,4,A121,A151,A173,2,A192,A201,1
A49,A75,A93,A101,4,A123,A152,A174,2,A192,A201,1
A43,A75,A93,A101,4,A123,A152,A173,1,A192,A201,1
A40,A73,A93,A101,4,A122,A152,A172,1,A191,A202,1
A41,A73,A93,A101,4,A123,A152,A173,1,A192,A201,1
A43,A73,A93,A101,3,A122,A152,A173,1,A192,A201,1
A41,A74,A93,A101,2,A123,A152,A174,2,A192,A201,1
A43,A72,A92,A101,4,A122,A151,A174,1,A192,A201,1
A42,A74,A92,A101,2,A122,A152,A173,1,A191,A202,1
A42,A74,A92,A101,4,A121,A151,A172,1,A191,A201,1
A42,A73,A93,A102,3,A123,A152,A173,1,A191,A201,2
A40,A75,A93,A103,4,A122,A151,A173,1,A192,A201,2
A40,A72,A91,A101,4,A121,A152,A173,1,A192,A201,1
A41,A75,A93,A101,4,A124,A153,A173,1,A191,A201,1
A43,A73,A94,A101,2,A121,A151,A173,1,A192,A201,1
A43,A75,A93,A101,1,A121,A152,A174,1,A192,A201,1
A43,A73,A93,A101,2,A121,A151,A174,2,A192,A201,1
A40,A74,A93,A102,2,A121,A152,A172,1,A191,A202,1
A46,A73,A94,A101,2,A123,A152,A173,1,A191,A201,1
A41,A72,A92,A101,2,A122,A152,A172,1,A191,A201,1
A40,A73,A92,A101,2,A121,A152,A172,1,A191,A201,1
A43,A73,A92,A101,4,A121,A152,A173,1,A191,A201,1
A42,A72,A92,A101,4,A123,A152,A172,1,A191,A201,2
A43,A75,A92,A101,4,A123,A152,A173,1,A191,A201,1
A49,A75,A91,A101,2,A121,A152,A173,1,A192,A201,1
A49,A73,A93,A101,2,A122,A151,A173,1,A192,A201,2
A410,A73,A92,A101,2,A122,A152,A174,1,A192,A202,2
A41,A73,A93,A102,2,A121,A152,A173,2,A191,A201,1
A40,A75,A93,A101,4,A124,A152,A174,1,A192,A201,2
A42,A71,A91,A101,1,A122,A152,A173,1,A191,A201,2
A42,A75,A93,A101,2,A122,A151,A174,1,A192,A201,2
A42,A73,A92,A101,2,A124,A152,A173,1,A191,A201,1
A43,A74,A93,A101,1,A123,A152,A174,1,A192,A201,1
A43,A72,A92,A101,4,A122,A151,A173,1,A191,A201,2
A40,A74,A93,A101,4,A122,A151,A173,2,A192,A201,1
A42,A72,A91,A101,1,A122,A152,A173,1,A192,A201,2
A40,A72,A93,A101,2,A123,A152,A173,1,A192,A201,2
A42,A72,A92,A101,4,A122,A151,A173,1,A191,A201,1
A41,A74,A93,A101,4,A124,A153,A173,2,A192,A201,2
A43,A75,A93,A101,4,A123,A152,A173,1,A192,A201,1
A40,A73,A93,A101,2,A121,A152,A172,2,A191,A201,1
A42,A72,A93,A102,1,A122,A152,A172,1,A191,A202,1
A43,A72,A92,A101,2,A123,A152,A173,1,A192,A201,2
A40,A73,A93,A101,1,A121,A152,A173,1,A191,A201,1
A43,A75,A93,A101,4,A122,A152,A173,2,A192,A201,1
A43,A73,A92,A101,1,A123,A152,A173,1,A191,A201,1
A43,A72,A93,A101,3,A124,A152,A174,1,A191,A201,2
A43,A73,A92,A101,2,A121,A152,A172,1,A191,A201,2
A43,A72,A94,A101,3,A123,A151,A174,1,A192,A201,1
A46,A73,A93,A101,4,A124,A153,A173,1,A191,A201,2
A41,A73,A93,A101,4,A122,A152,A174,2,A192,A201,1
A40,A72,A93,A101,3,A122,A152,A174,2,A192,A201,1
A40,A73,A93,A101,2,A121,A152,A172,2,A191,A202,1
A42,A74,A93,A101,2,A123,A152,A173,1,A192,A201,1
A40,A74,A93,A101,1,A121,A152,A172,2,A191,A201,1
A42,A72,A92,A103,1,A122,A151,A173,1,A191,A201,1
A40,A72,A92,A101,1,A123,A152,A173,1,A191,A201,1
A42,A72,A93,A101,4,A124,A153,A173,2,A192,A201,2
A40,A71,A93,A101,4,A124,A152,A174,1,A192,A201,1
A42,A72,A94,A102,1,A122,A152,A172,2,A191,A201,2
A43,A75,A93,A101,4,A123,A152,A173,1,A191,A201,2
A49,A71,A94,A101,3,A123,A152,A171,2,A192,A201,1
A49,A74,A93,A101,1,A123,A152,A173,1,A192,A201,2
A41,A72,A92,A101,4,A123,A151,A173,1,A191,A201,2
A42,A71,A92,A101,2,A123,A152,A174,1,A192,A201,2
A40,A73,A92,A103,4,A122,A152,A173,1,A192,A201,1
A43,A75,A92,A101,4,A122,A151,A174,1,A192,A201,1
A43,A75,A93,A101,4,A122,A152,A172,1,A191,A201,1
A43,A75,A93,A101,4,A121,A152,A172,1,A191,A201,1
A40,A73,A93,A101,2,A123,A152,A172,1,A191,A201,2
A42,A75,A93,A101,4,A124,A153,A173,1,A191,A201,1
A43,A75,A94,A101,2,A121,A151,A173,1,A191,A201,1
A40,A73,A91,A101,4,A122,A152,A173,1,A191,A201,1
A40,A73,A93,A101,2,A124,A152,A173,1,A191,A201,1
A43,A75,A93,A101,2,A123,A152,A173,1,A192,A201,2
A45,A72,A94,A101,1,A122,A152,A172,1,A191,A201,1
A43,A73,A92,A101,1,A123,A152,A173,1,A191,A201,1
A43,A73,A93,A101,2,A122,A152,A172,1,A191,A201,2
A43,A75,A92,A101,2,A123,A151,A174,1,A192,A201,1
A43,A74,A94,A101,4,A122,A151,A173,1,A192,A201,1
A40,A73,A93,A101,2,A121,A152,A172,2,A191,A201,1
A45,A73,A93,A103,2,A121,A152,A173,1,A191,A201,1
A40,A73,A93,A101,4,A122,A152,A172,2,A191,A201,1
A40,A71,A92,A102,4,A124,A151,A171,1,A191,A201,2
A49,A75,A93,A102,4,A124,A151,A173,1,A191,A201,2
A43,A73,A92,A101,2,A123,A152,A173,1,A192,A201,1
A43,A73,A92,A101,3,A123,A152,A172,1,A191,A201,1
A43,A73,A92,A103,3,A121,A152,A173,1,A191,A201,1
A49,A75,A93,A101,2,A122,A152,A173,1,A191,A201,1
A40,A75,A93,A101,4,A123,A152,A172,2,A191,A201,2
A40,A73,A94,A101,2,A122,A151,A173,1,A191,A201,2
A42,A74,A93,A101,2,A122,A152,A173,1,A191,A201,2
A49,A71,A93,A101,2,A123,A151,A174,1,A192,A201,2
A40,A73,A92,A101,1,A123,A152,A174,1,A192,A201,1
A41,A73,A93,A101,2,A122,A152,A173,2,A191,A201,2
A42,A74,A93,A101,2,A122,A152,A172,1,A191,A201,1
A42,A73,A92,A101,3,A122,A151,A173,1,A191,A201,1
A49,A72,A91,A101,1,A122,A152,A173,1,A191,A201,1
A43,A71,A92,A101,4,A121,A152,A173,1,A191,A201,1
A41,A71,A93,A101,2,A124,A153,A174,1,A192,A201,1
A43,A75,A93,A101,2,A122,A152,A172,1,A191,A201,1
A46,A72,A93,A101,1,A122,A152,A172,2,A191,A201,1
A43,A75,A93,A101,4,A123,A152,A172,2,A191,A201,1
A43,A74,A94,A101,4,A123,A151,A172,1,A191,A201,1
A42,A71,A93,A101,3,A122,A152,A174,1,A192,A201,1
A40,A75,A93,A101,3,A123,A152,A173,1,A192,A201,1
A42,A74,A92,A101,4,A121,A152,A172,1,A191,A201,1
A41,A73,A91,A101,4,A122,A152,A174,1,A192,A201,1
A43,A75,A93,A101,4,A123,A152,A173,1,A191,A201,1
A43,A73,A93,A101,4,A124,A153,A173,1,A192,A201,2
A41,A71,A93,A101,4,A123,A152,A173,1,A191,A201,1
