HRBP,VENTMACH,VENTTUBE,INTUBATION,EXPCO2,PVSAT,CO,MINVOL,HRSAT,HREKG,KINKEDTUBE,VENTALV,SHUNT,VENTLUNG,ARTCO2,HR,SAO2,PRESS,CATECHOL,DISCONNECT
HIGH,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,HIGH,True,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,NORMAL,False
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,LOW,NORMAL,False,HIGH,NORMAL,LOW,LOW,LOW,HIGH,HIGH,HIGH,True
HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,NORMAL,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,True
HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
NORMAL,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,True
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,HIGH,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,NORMAL,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,LOW,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,True
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,LOW,False,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,NORMAL,False
HIGH,NORMAL,ZERO,NORMAL,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,ZERO,HIGH,HIGH,ZERO,HIGH,HIGH,False,HIGH,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,False
LOW,NORMAL,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
NORMAL,ZERO,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False
LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,ZERO,LOW,HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,LOW,ZERO,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,ZERO,NORMAL,ZERO,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,True
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,ESOPHAGEAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,NORMAL,LOW,HIGH,LOW,HIGH,HIGH,False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,ZERO,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,NORMAL,True
HIGH,NORMAL,LOW,ONESIDED,NORMAL,LOW,NORMAL,ZERO,NORMAL,NORMAL,False,LOW,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,LOW,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,NORMAL,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,ZERO,ZERO,NORMAL,LOW,NORMAL,LOW,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,NORMAL,HIGH,HIGH,False
LOW,NORMAL,NORMAL,NORMAL,HIGH,LOW,LOW,LOW,LOW,LOW,False,LOW,NORMAL,HIGH,HIGH,NORMAL,LOW,HIGH,NORMAL,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,LOW,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,ZERO,HIGH,NORMAL,ZERO,LOW,LOW,False,HIGH,NORMAL,ZERO,LOW,NORMAL,HIGH,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,LOW,ZERO,NORMAL,NORMAL,LOW,HIGH,ZERO,HIGH,HIGH,True,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,ZERO,HIGH,False
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,LOW,HIGH,False
LOW,ZERO,ZERO,ONESIDED,LOW,LOW,NORMAL,NORMAL,LOW,LOW,False,NORMAL,HIGH,ZERO,NORMAL,NORMAL,LOW,ZERO,HIGH,False
HIGH,LOW,ZERO,NORMAL,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,False,HIGH,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,True
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,LOW,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,LOW,LOW,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,HIGH,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,HIGH,ZERO,NORMAL,HIGH,LOW,NORMAL,HIGH,False
LOW,LOW,ZERO,NORMAL,LOW,HIGH,NORMAL,HIGH,LOW,LOW,False,HIGH,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,HIGH,True
HIGH,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,HIGH,HIGH,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
LOW,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,ZERO,LOW,LOW,False,ZERO,NORMAL,ZERO,HIGH,NORMAL,NORMAL,LOW,HIGH,False
HIGH,NORMAL,ZERO,NORMAL,LOW,LOW,NORMAL,ZERO,HIGH,HIGH,True,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,ZERO,HIGH,True
HIGH,NORMAL,LOW,ESOPHAGEAL,LOW,LOW,HIGH,LOW,HIGH,HIGH,False,LOW,NORMAL,ZERO,HIGH,HIGH,LOW,HIGH,HIGH,False
NORMAL,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,ZERO,NORMAL,NORMAL,False,ZERO,NORMAL,ZERO,HIGH,HIGH,LOW,LOW,HIGH,False
