PULMEMBOLUS,PAP,KINKEDTUBE,SHUNT,HR,SAO2,CATECHOL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,NORMAL,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,True,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,LOW,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,NORMAL,LOW,NORMAL
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,NORMAL
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
True,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,HIGH,NORMAL
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,HIGH,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,True,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,True,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
True,NORMAL,False,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,LOW,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,NORMAL,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,True,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,HIGH,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,False,NORMAL,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,NORMAL,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,HIGH,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,LOW,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,True,HIGH,NORMAL,LOW,NORMAL
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,LOW,HIGH
False,NORMAL,False,HIGH,HIGH,NORMAL,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,LOW,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,HIGH,False,NORMAL,HIGH,HIGH,HIGH
False,LOW,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,HIGH,NORMAL
False,NORMAL,False,NORMAL,HIGH,LOW,HIGH
False,NORMAL,False,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,False,NORMAL,HIGH,HIGH,HIGH
