PULMEMBOLUS,INTUBATION,PAP,MINVOL,PCWP,KINKEDTUBE,VENTLUNG,PRESS
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,ONESIDED,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
True,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,ZERO
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,ESOPHAGEAL,NORMAL,LOW,HIGH,False,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,LOW,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,ONESIDED,NORMAL,NORMAL,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,LOW,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,True,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,HIGH,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,NORMAL
False,ONESIDED,LOW,NORMAL,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ONESIDED,LOW,ZERO,NORMAL,False,LOW,HIGH
False,ESOPHAGEAL,NORMAL,ZERO,HIGH,False,LOW,HIGH
False,ESOPHAGEAL,LOW,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
True,NORMAL,HIGH,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
True,ESOPHAGEAL,HIGH,LOW,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ONESIDED,NORMAL,HIGH,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,LOW,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,LOW,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,ONESIDED,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,LOW,HIGH,False,HIGH,ZERO
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,LOW
True,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,LOW,HIGH,False,HIGH,HIGH
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,True,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,ONESIDED,NORMAL,ZERO,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,LOW,LOW,False,NORMAL,NORMAL
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,ZERO
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,ONESIDED,NORMAL,ZERO,LOW,False,LOW,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,ONESIDED,NORMAL,ZERO,HIGH,False,LOW,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,ZERO
False,NORMAL,NORMAL,LOW,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,LOW
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,LOW
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,LOW
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,ONESIDED,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,HIGH,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,NORMAL
False,ONESIDED,NORMAL,ZERO,NORMAL,False,LOW,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
True,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,HIGH,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,HIGH,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,ONESIDED,NORMAL,ZERO,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ONESIDED,NORMAL,ZERO,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,ESOPHAGEAL,LOW,LOW,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,ONESIDED,NORMAL,ZERO,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,ONESIDED,NORMAL,HIGH,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,LOW,ZERO,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,ZERO
False,ONESIDED,NORMAL,NORMAL,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,ONESIDED,NORMAL,NORMAL,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,NORMAL
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,LOW,NORMAL,False,NORMAL,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,True,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,LOW,True,ZERO,LOW
False,ESOPHAGEAL,NORMAL,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,LOW,LOW,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,LOW,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,ONESIDED,NORMAL,LOW,NORMAL,False,LOW,HIGH
False,NORMAL,HIGH,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,HIGH
False,NORMAL,NORMAL,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,ESOPHAGEAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,HIGH,ZERO,LOW,False,ZERO,NORMAL
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,HIGH,LOW,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,NORMAL,HIGH,NORMAL,False,LOW,HIGH
False,NORMAL,LOW,LOW,LOW,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,NORMAL
False,NORMAL,NORMAL,HIGH,HIGH,False,LOW,HIGH
False,NORMAL,NORMAL,LOW,NORMAL,False,HIGH,HIGH
False,NORMAL,NORMAL,ZERO,LOW,True,ZERO,ZERO
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
False,NORMAL,LOW,HIGH,NORMAL,False,LOW,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,LOW
False,ONESIDED,NORMAL,ZERO,NORMAL,False,LOW,HIGH
False,NORMAL,NORMAL,ZERO,HIGH,False,ZERO,NORMAL
False,NORMAL,HIGH,ZERO,HIGH,False,ZERO,NORMAL
True,NORMAL,NORMAL,HIGH,NORMAL,False,HIGH,LOW
False,NORMAL,NORMAL,ZERO,NORMAL,False,ZERO,HIGH
