LungFlow,XrayReport,ChestXray,LungParench
Low,Normal,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Normal,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Plethoric,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Plethoric,Plethoric,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Grd_Glass,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Plethoric,Normal
Low,Oligaemic,Oligaemic,Congested
Low,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Asy/Patch,Congested
Low,Asy/Patchy,Asy/Patch,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
High,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Normal,Normal
High,Normal,Plethoric,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
Normal,Normal,Normal,Normal
Normal,Plethoric,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Normal,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Abnormal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Normal,Normal,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Normal,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Oligaemic,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Congested
High,Asy/Patchy,Normal,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Oligaemic,Normal,Normal
Low,Asy/Patchy,Normal,Normal
Low,Plethoric,Oligaemic,Normal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Grd_Glass,Normal,Normal
High,Plethoric,Plethoric,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Normal,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Asy/Patchy,Grd_Glass,Congested
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Plethoric,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
High,Oligaemic,Asy/Patch,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Plethoric,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Normal,Plethoric,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
High,Normal,Oligaemic,Abnormal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Normal
High,Grd_Glass,Grd_Glass,Congested
Low,Normal,Normal,Normal
Low,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Grd_Glass,Congested
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Asy/Patchy,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Congested
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
High,Normal,Normal,Normal
Low,Normal,Asy/Patch,Congested
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Grd_Glass,Grd_Glass,Abnormal
Low,Normal,Normal,Normal
High,Normal,Normal,Normal
Low,Plethoric,Plethoric,Congested
High,Asy/Patchy,Plethoric,Congested
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Grd_Glass,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Normal,Normal
Low,Plethoric,Plethoric,Congested
Low,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Asy/Patch,Abnormal
High,Plethoric,Normal,Normal
High,Plethoric,Normal,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Asy/Patch,Congested
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Normal,Oligaemic,Grd_Glass,Congested
Low,Asy/Patchy,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Oligaemic,Abnormal
High,Oligaemic,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Congested
High,Normal,Normal,Abnormal
Normal,Grd_Glass,Asy/Patch,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Normal,Grd_Glass,Asy/Patch,Congested
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Grd_Glass,Congested
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Abnormal
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Plethoric,Congested
High,Plethoric,Plethoric,Normal
High,Normal,Normal,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Grd_Glass,Normal
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Normal,Normal
High,Asy/Patchy,Grd_Glass,Normal
Normal,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Normal,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Oligaemic,Normal
High,Normal,Normal,Abnormal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Abnormal
High,Normal,Plethoric,Normal
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Congested
High,Asy/Patchy,Asy/Patch,Abnormal
Normal,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Normal,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Oligaemic,Normal
Low,Normal,Grd_Glass,Congested
High,Normal,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Grd_Glass,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Plethoric,Grd_Glass,Congested
High,Normal,Normal,Normal
Low,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Normal,Oligaemic,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Asy/Patchy,Asy/Patch,Congested
High,Plethoric,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
High,Asy/Patchy,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Normal
High,Oligaemic,Grd_Glass,Congested
Low,Plethoric,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Normal,Normal,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Oligaemic,Normal,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Plethoric,Plethoric,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
High,Oligaemic,Normal,Abnormal
Low,Asy/Patchy,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Normal
High,Asy/Patchy,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Abnormal
High,Grd_Glass,Grd_Glass,Congested
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
High,Oligaemic,Normal,Normal
Normal,Asy/Patchy,Normal,Abnormal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Oligaemic,Normal,Normal
Low,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Normal
Low,Normal,Grd_Glass,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
Low,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Congested
Low,Asy/Patchy,Grd_Glass,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
Low,Grd_Glass,Asy/Patch,Normal
Low,Oligaemic,Oligaemic,Normal
Normal,Normal,Normal,Normal
High,Oligaemic,Oligaemic,Abnormal
High,Grd_Glass,Grd_Glass,Congested
Normal,Plethoric,Plethoric,Congested
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
High,Grd_Glass,Grd_Glass,Abnormal
Normal,Normal,Normal,Normal
Low,Plethoric,Normal,Normal
Low,Asy/Patchy,Grd_Glass,Congested
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Grd_Glass,Plethoric,Normal
Low,Plethoric,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Plethoric,Plethoric,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Grd_Glass,Grd_Glass,Congested
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Normal,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
High,Normal,Normal,Abnormal
High,Grd_Glass,Grd_Glass,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Abnormal
High,Normal,Normal,Normal
Low,Normal,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Grd_Glass,Congested
High,Grd_Glass,Grd_Glass,Abnormal
Low,Asy/Patchy,Asy/Patch,Abnormal
High,Plethoric,Plethoric,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Oligaemic,Oligaemic,Abnormal
Low,Oligaemic,Oligaemic,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
Low,Asy/Patchy,Asy/Patch,Abnormal
Normal,Normal,Normal,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Abnormal
High,Plethoric,Plethoric,Normal
Low,Oligaemic,Oligaemic,Normal
High,Normal,Normal,Abnormal
High,Plethoric,Plethoric,Normal
High,Plethoric,Plethoric,Congested
Low,Grd_Glass,Asy/Patch,Abnormal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Grd_Glass,Normal
High,Oligaemic,Oligaemic,Abnormal
Normal,Normal,Normal,Normal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Asy/Patchy,Asy/Patch,Abnormal
Low,Normal,Oligaemic,Normal
Normal,Normal,Normal,Normal
Normal,Oligaemic,Normal,Normal
Low,Oligaemic,Oligaemic,Normal
High,Asy/Patchy,Asy/Patch,Congested
Low,Oligaemic,Oligaemic,Normal
Normal,Grd_Glass,Asy/Patch,Abnormal
Low,Grd_Glass,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
Low,Oligaemic,Oligaemic,Normal
High,Plethoric,Plethoric,Normal
