OriginState,OriginStateFips
MA,25
GA,13
AR,5
IL,17
IN,18
CA,6
KY,21
NJ,34
PA,42
CA,6
WI,55
WI,55
FL,12
FL,12
CA,6
CA,6
TX,48
NH,33
CO,8
CA,6
GA,13
CA,6
FL,12
MA,25
CO,8
NY,36
LA,22
MI,26
AZ,4
AZ,4
CA,6
CA,6
AZ,4
NY,36
GA,13
TX,48
CA,6
NV,32
TX,48
NC,37
TX,48
PA,42
GA,13
GA,13
NY,36
FL,12
NY,36
SC,45
IL,17
CA,6
MO,29
FL,12
CA,6
TN,47
PA,42
CA,6
GA,13
LA,22
CO,8
CT,9
TX,48
IN,18
NY,36
FL,12
AZ,4
CT,9
IL,17
IL,17
FL,12
GA,13
CA,6
TN,47
CA,6
CA,6
CO,8
GA,13
MA,25
MO,29
CO,8
NC,37
WA,53
TX,48
NJ,34
FL,12
NV,32
TX,48
GA,13
PR,72
IA,19
NM,35
IL,17
TN,47
FL,12
NV,32
OR,41
CO,8
TX,48
NC,37
FL,12
FL,12
NJ,34
AK,2
NY,36
TX,48
GA,13
CA,6
CO,8
CA,6
WI,55
PA,42
TX,48
WA,53
CA,6
AZ,4
CO,8
FL,12
NV,32
HI,15
GA,13
UT,49
IA,19
CA,6
OK,40
OK,40
CA,6
TN,47
NC,37
FL,12
FL,12
TX,48
ND,38
GA,13
CO,8
CA,6
NE,31
IL,17
CO,8
GA,13
NY,36
UT,49
KY,21
PR,72
TX,48
WA,53
GA,13
IL,17
MA,25
GA,13
CA,6
AK,2
AZ,4
MD,24
AZ,4
MI,26
FL,12
RI,44
GA,13
TX,48
IL,17
NY,36
TX,48
TX,48
TX,48
MS,28
NV,32
NJ,34
IL,17
NY,36
MD,24
NV,32
NJ,34
MN,27
UT,49
NV,32
NC,37
TX,48
OR,41
NC,37
MS,28
NC,37
NC,37
VA,51
HI,15
CA,6
FL,12
GA,13
FL,12
PA,42
VA,51
CA,6
CO,8
CA,6
IL,17
TX,48
TX,48
AZ,4
FL,12
NC,37
CA,6
IL,17
NC,37
AZ,4
FL,12
IL,17
VA,51
TX,48
WA,53
MN,27
CO,8
CO,8
TX,48
NV,32
GA,13
OK,40
MA,25
IL,17
CO,8
MI,26
CA,6
IL,17
VA,51
NC,37
IL,17
NC,37
TX,48
IL,17
TX,48
GA,13
MO,29
KS,20
GA,13
AR,5
NJ,34
NC,37
PA,42
CO,8
MD,24
NJ,34
MD,24
GA,13
WI,55
NC,37
CA,6
NC,37
NJ,34
AL,1
TN,47
OH,39
CA,6
IL,17
PA,42
AZ,4
MA,25
IL,17
FL,12
TX,48
FL,12
IL,17
NY,36
FL,12
CA,6
NV,32
VA,51
CO,8
CA,6
TX,48
MN,27
CO,8
GA,13
NV,32
HI,15
IL,17
CA,6
ND,38
IL,17
PA,42
WY,56
AZ,4
GA,13
AK,2
OH,39
NC,37
MA,25
GA,13
HI,15
TX,48
NY,36
AZ,4
PA,42
CA,6
OH,39
GA,13
NC,37
TN,47
CA,6
OH,39
IL,17
CT,9
PR,72
IL,17
RI,44
NY,36
MI,26
GA,13
CA,6
TX,48
UT,49
CA,6
UT,49
FL,12
CO,8
GA,13
NC,37
TX,48
TX,48
CO,8
CO,8
IL,17
CA,6
CA,6
NY,36
NJ,34
NC,37
GA,13
TX,48
NJ,34
TN,47
CA,6
IL,17
MA,25
LA,22
GA,13
MO,29
HI,15
36,New York
GA,13
AZ,4
VA,51
TX,48
UT,49
GA,13
AZ,4
UT,49
CA,6
UT,49
TN,47
FL,12
TX,48
NJ,34
CA,6
CA,6
CA,6
WY,56
NJ,34
CA,6
TX,48
MD,24
GA,13
WA,53
TX,48
UT,49
TX,48
VA,51
TX,48
GA,13
CO,8
MA,25
CA,6
MA,25
OH,39
CA,6
MA,25
CO,8
CA,6
CA,6
IL,17
IL,17
LA,22
FL,12
KY,21
NV,32
MO,29
TX,48
CO,8
CO,8
MA,25
NY,36
MD,24
FL,12
OH,39
UT,49
MO,29
CA,6
MO,29
MA,25
OR,41
VA,51
CO,8
IL,17
WA,53
MA,25
MA,25
CO,8
CA,6
MI,26
TX,48
WI,55
NJ,34
AZ,4
PR,72
GA,13
TX,48
TX,48
AR,5
MO,29
TX,48
TX,48
KY,21
GA,13
CA,6
GA,13
FL,12
MT,30
CA,6
FL,12
AZ,4
TN,47
GA,13
IL,17
MO,29
IL,17
PA,42
IL,17
HI,15
FL,12
TX,48
NV,32
TN,47
CA,6
GA,13
OK,40
SC,45
FL,12
CA,6
GA,13
GA,13
VA,51
NJ,34
IL,17
TX,48
CA,6
UT,49
NV,32
TX,48
MA,25
GA,13
NJ,34
MN,27
OH,39
UT,49
UT,49
AZ,4
AZ,4
CA,6
CA,6
MD,24
AZ,4
AZ,4
NM,35
IN,18
CA,6
TX,48
GA,13
ID,16
NV,32
CO,8
AZ,4
GA,13
FL,12
OK,40
GA,13
MD,24
ND,38
CA,6
AL,1
NY,36
TX,48
OR,41
TX,48
AZ,4
IL,17
FL,12
MO,29
PA,42
CO,8
PA,42
NC,37
NE,31
CA,6
CA,6
AZ,4
LA,22
WA,53
CA,6
LA,22
MD,24
SC,45
TX,48
CO,8
TN,47
CA,6
TX,48
TX,48
NJ,34
FL,12
CA,6
AL,1
TX,48
MO,29
NJ,34
TX,48
FL,12
OH,39
IL,17
MT,30
SD,46
GA,13
IL,17
ID,16
MI,26
FL,12
IN,18
IL,17
NV,32
IL,17
IL,17
GA,13
FL,12
GA,13
TX,48
CA,6
OH,39
CA,6
IL,17
TX,48
MA,25
NJ,34
PA,42
NY,36
TX,48
FL,12
VA,51
CA,6
CO,8
TX,48
HI,15
CA,6
TX,48
CA,6
TX,48
GA,13
PA,42
IL,17
TX,48
FL,12
GA,13
GA,13
CO,8
FL,12
IL,17
NY,36
HI,15
MI,26
NE,31
NV,32
AZ,4
TX,48
NV,32
AZ,4
FL,12
AZ,4
NY,36
CA,6
MA,25
HI,15
CA,6
OK,40
CO,8
NV,32
AR,5
TX,48
TX,48
CA,6
IN,18
MO,29
OR,41
CA,6
NC,37
TX,48
VA,51
GA,13
PA,42
FL,12
PR,72
51,Virginia
NV,32
TX,48
MN,27
AZ,4
FL,12
IL,17
NV,32
NY,36
GA,13
NV,32
CA,6
NJ,34
CA,6
GA,13
FL,12
CA,6
FL,12
NV,32
FL,12
GA,13
GA,13
HI,15
FL,12
TX,48
GA,13
GA,13
IL,17
TX,48
IL,17
VA,51
IA,19
NM,35
NV,32
NJ,34
UT,49
KS,20
TX,48
FL,12
MI,26
MN,27
FL,12
ME,23
IL,17
TX,48
VA,51
NJ,34
CA,6
GA,13
TX,48
PA,42
FL,12
OK,40
CA,6
NJ,34
TX,48
MN,27
UT,49
CA,6
WY,56
NV,32
TX,48
SD,46
IA,19
GA,13
GA,13
IL,17
TX,48
IL,17
TX,48
NV,32
FL,12
FL,12
WI,55
IL,17
CA,6
MO,29
NC,37
OR,41
AZ,4
GA,13
FL,12
PR,72
MD,24
CA,6
NY,36
CO,8
KY,21
GA,13
CA,6
IL,17
HI,15
TX,48
TX,48
TN,47
CA,6
TN,47
CA,6
CA,6
AZ,4
GA,13
OR,41
MO,29
OR,41
NV,32
FL,12
GA,13
CA,6
IL,17
UT,49
CA,6
NC,37
MI,26
LA,22
IL,17
WI,55
GA,13
LA,22
MO,29
MS,28
TX,48
NC,37
TX,48
CA,6
MN,27
VT,50
WA,53
OR,41
NY,36
LA,22
CO,8
HI,15
AZ,4
PR,72
CT,9
OH,39
NC,37
OR,41
TX,48
NV,32
CA,6
TX,48
FL,12
TX,48
OH,39
MA,25
VA,51
PA,42
OR,41
CA,6
NY,36
AZ,4
TX,48
AZ,4
NC,37
GA,13
MI,26
CA,6
MA,25
FL,12
FL,12
TX,48
WI,55
FL,12
CO,8
TX,48
HI,15
WI,55
PR,72
MD,24
HI,15
TX,48
MA,25
WA,53
IL,17
GA,13
MD,24
NC,37
RI,44
TX,48
MI,26
GA,13
CO,8
TX,48
AZ,4
NY,36
CA,6
PR,72
FL,12
TX,48
FL,12
HI,15
HI,15
CA,6
MI,26
TN,47
IL,17
CA,6
CO,8
NC,37
WI,55
TX,48
NJ,34
CA,6
GA,13
TX,48
WA,53
NV,32
TX,48
KY,21
CA,6
TX,48
NJ,34
TX,48
FL,12
LA,22
CA,6
FL,12
MN,27
WA,53
TX,48
MA,25
TX,48
TX,48
CA,6
TX,48
FL,12
GA,13
TX,48
CO,8
IL,17
GA,13
NY,36
TX,48
OR,41
OR,41
VA,51
FL,12
TX,48
TX,48
VA,51
PR,72
VA,51
MA,25
NE,31
VA,51
TN,47
CO,8
FL,12
MN,27
CA,6
CA,6
OR,41
FL,12
LA,22
IL,17
KY,21
WI,55
TX,48
CA,6
CA,6
FL,12
MA,25
OH,39
GA,13
NY,36
HI,15
OR,41
IL,17
MA,25
FL,12
CO,8
AZ,4
TX,48
FL,12
FL,12
CA,6
TX,48
IL,17
GA,13
CT,9
NY,36
UT,49
TX,48
FL,12
TX,48
TX,48
CA,6
NJ,34
AZ,4
GA,13
CA,6
WY,56
CA,6
CA,6
PA,42
IL,17
MD,24
FL,12
MO,29
CT,9
MI,26
IL,17
AZ,4
GA,13
CA,6
NJ,34
CA,6
VA,51
MO,29
CA,6
TX,48
NE,31
IL,17
TX,48
CO,8
FL,12
KY,21
TX,48
CA,6
CO,8
GA,13
GA,13
NE,31
IL,17
TX,48
CA,6
CO,8
PR,72
AZ,4
TX,48
PR,72
MN,27
IL,17
GA,13
AZ,4
FL,12
WA,53
IL,17
AK,2
IL,17
OR,41
TX,48
IL,17
MI,26
TX,48
OH,39
IL,17
MD,24
FL,12
NE,31
KY,21
TX,48
TX,48
MI,26
TX,48
AZ,4
FL,12
NC,37
IL,17
TX,48
AZ,4
IL,17
MA,25
TX,48
VA,51
NY,36
HI,15
IL,17
NV,32
MN,27
UT,49
IN,18
CA,6
CA,6
OK,40
NJ,34
NY,36
AZ,4
TX,48
CT,9
CA,6
TX,48
NV,32
CA,6
GA,13
IL,17
MI,26
CO,8
TX,48
GA,13
IL,17
NY,36
CA,6
TX,48
SC,45
HI,15
VA,51
PA,42
VA,51
MI,26
CO,8
FL,12
MT,30
WI,55
CA,6
PA,42
FL,12
UT,49
MI,26
GA,13
MN,27
KY,21
CA,6
FL,12
TX,48
TX,48
FL,12
CO,8
AZ,4
GA,13
TX,48
NE,31
NY,36
IL,17
NY,36
NC,37
OR,41
CA,6
LA,22
TX,48
TX,48
CO,8
MA,25
NH,33
IL,17
CA,6
IL,17
TX,48
MD,24
IL,17
NC,37
CA,6
CA,6
AK,2
HI,15
IL,17
TX,48
MO,29
WI,55
IL,17
HI,15
CA,6
NC,37
MA,25
GA,13
MO,29
VA,51
CA,6
GA,13
TX,48
TX,48
TX,48
NV,32
FL,12
CA,6
TN,47
NM,35
TX,48
PR,72
UT,49
GA,13
AL,1
GA,13
NC,37
OK,40
TX,48
CA,6
CA,6
VA,51
FL,12
NY,36
IA,19
CO,8
KY,21
TX,48
CA,6
CA,6
VA,51
OK,40
OR,41
FL,12
CA,6
FL,12
CA,6
AZ,4
WA,53
TX,48
VA,51
GA,13
GA,13
TN,47
NC,37
NC,37
OR,41
CA,6
CA,6
TX,48
OH,39
IL,17
FL,12
IL,17
IL,17
FL,12
TX,48
VA,51
OR,41
WI,55
GA,13
NV,32
IN,18
CA,6
NC,37
NV,32
KS,20
MA,25
WI,55
PR,72
CA,6
MN,27
MS,28
NV,32
FL,12
GA,13
OR,41
FL,12
TX,48
CO,8
VA,51
FL,12
NJ,34
CA,6
MN,27
KY,21
MN,27
MO,29
NY,36
MN,27
FL,12
WA,53
TX,48
OR,41
NC,37
VA,51
NM,35
AZ,4
GA,13
TX,48
IL,17
ND,38
IL,17
VA,51
IL,17
CA,6
IL,17
GA,13
CA,6
TX,48
TX,48
WA,53
WA,53
TX,48
UT,49
CA,6
HI,15
CA,6
UT,49
TX,48
MN,27
CA,6
CA,6
NY,36
CA,6
IL,17
GA,13
GA,13
AR,5
IL,17
MO,29
MS,28
GA,13
CA,6
FL,12
IN,18
GA,13
MA,25
NV,32
FL,12
NM,35
TX,48
IL,17
AZ,4
MO,29
VA,51
IL,17
GA,13
FL,12
VA,51
NY,36
TX,48
MN,27
OH,39
IL,17
FL,12
AZ,4
PA,42
IL,17
IL,17
AZ,4
IL,17
MN,27
NE,31
NC,37
TX,48
KS,20
CO,8
NJ,34
VI,78
ID,16
NY,36
NC,37
CA,6
IL,17
AZ,4
OK,40
CA,6
MA,25
UT,49
HI,15
UT,49
AZ,4
WI,55
ND,38
NY,36
TX,48
VA,51
WA,53
CA,6
CA,6
IL,17
TX,48
GA,13
CA,6
CA,6
TX,48
CO,8
GA,13
TX,48
ND,38
NC,37
WA,53
GA,13
CA,6
IL,17
FL,12
NY,36
CA,6
TX,48
TX,48
MI,26
CO,8
IL,17
VA,51
CO,8
NV,32
IL,17
CA,6
VA,51
MN,27
CA,6
CA,6
NJ,34
FL,12
CA,6
CA,6
PA,42
MN,27
AZ,4
TX,48
GA,13
TX,48
MA,25
VA,51
TX,48
MN,27
AZ,4
VA,51
NC,37
IL,17
NY,36
OH,39
TX,48
TX,48
NE,31
WA,53
UT,49
GA,13
NE,31
VA,51
MN,27
VA,51
GA,13
NV,32
IL,17
CO,8
CA,6
MO,29
KY,21
AZ,4
TX,48
CA,6
IL,17
OR,41
FL,12
CA,6
CO,8
PR,72
UT,49
IA,19
IL,17
FL,12
TX,48
CA,6
CA,6
FL,12
FL,12
CA,6
LA,22
AZ,4
NC,37
NC,37
PA,42
CO,8
IL,17
LA,22
WA,53
KY,21
CO,8
HI,15
IL,17
AZ,4
CA,6
FL,12
KY,21
NV,32
FL,12
CA,6
MA,25
FL,12
CO,8
GA,13
FL,12
TX,48
AZ,4
TN,47
ID,16
CA,6
NV,32
GA,13
WA,53
TX,48
PA,42
GA,13
AZ,4
NY,36
GA,13
CA,6
UT,49
CO,8
NY,36
AZ,4
TX,48
NC,37
CA,6
AR,5
CO,8
NJ,34
AZ,4
TX,48
TX,48
CA,6
IL,17
GA,13
FL,12
AR,5
TX,48
OH,39
GA,13
IL,17
TN,47
NY,36
CA,6
MD,24
NC,37
TX,48
TX,48
TX,48
TX,48
FL,12
PA,42
WA,53
TN,47
PA,42
OK,40
VA,51
TX,48
WI,55
CA,6
GA,13
TX,48
LA,22
TX,48
NC,37
CO,8
CA,6
IN,18
OR,41
OH,39
CA,6
IL,17
NY,36
WI,55
CA,6
AZ,4
MD,24
FL,12
CA,6
GA,13
FL,12
CO,8
NY,36
MA,25
OR,41
NC,37
AZ,4
CA,6
NY,36
TX,48
FL,12
SC,45
NY,36
NV,32
CA,6
TN,47
CA,6
CA,6
NY,36
MA,25
CA,6
NJ,34
HI,15
IL,17
IL,17
CO,8
MT,30
NY,36
CO,8
AK,2
GA,13
CO,8
CA,6
GA,13
CA,6
MO,29
TX,48
IL,17
TX,48
NJ,34
NV,32
FL,12
GA,13
NV,32
IA,19
NY,36
IL,17
WA,53
NJ,34
IL,17
GA,13
IL,17
CA,6
TX,48
CT,9
CA,6
CA,6
FL,12
AZ,4
MI,26
FL,12
AR,5
WA,53
TX,48
HI,15
CA,6
LA,22
MD,24
WA,53
FL,12
MA,25
IL,17
FL,12
WA,53
VA,51
KY,21
NY,36
IL,17
TX,48
TX,48
NJ,34
TX,48
TX,48
NY,36
GA,13
VA,51
NC,37
HI,15
MT,30
CO,8
MO,29
NC,37
PA,42
FL,12
GA,13
KS,20
IL,17
CA,6
FL,12
OH,39
NV,32
CA,6
TX,48
TX,48
CA,6
CA,6
UT,49
TX,48
TX,48
FL,12
TX,48
GA,13
FL,12
AK,2
WA,53
UT,49
IL,17
CO,8
FL,12
FL,12
CO,8
MI,26
NV,32
OR,41
NY,36
CO,8
MN,27
NY,36
CA,6
CA,6
CO,8
CO,8
UT,49
NV,32
AZ,4
CA,6
OH,39
AZ,4
CA,6
AZ,4
MD,24
CA,6
TX,48
CO,8
FL,12
OH,39
FL,12
TX,48
OR,41
CA,6
FL,12
AZ,4
4,Arizona
TN,47
TX,48
UT,49
TN,47
MI,26
GA,13
MI,26
MO,29
AZ,4
TX,48
OR,41
NC,37
CA,6
TX,48
FL,12
MO,29
NC,37
SD,46
HI,15
PR,72
IL,17
NY,36
MD,24
NC,37
CA,6
KY,21
UT,49
OH,39
NJ,34
NJ,34
MA,25
NV,32
MI,26
GA,13
CA,6
MN,27
IL,17
FL,12
VA,51
FL,12
ME,23
IL,17
IL,17
IL,17
NC,37
TX,48
FL,12
NY,36
NJ,34
FL,12
CA,6
NV,32
AZ,4
WA,53
IL,17
IL,17
LA,22
NJ,34
OH,39
NY,36
TX,48
MN,27
TX,48
FL,12
OH,39
OR,41
TX,48
GA,13
IL,17
AZ,4
NY,36
FL,12
KY,21
CA,6
PA,42
MO,29
MO,29
TX,48
FL,12
CA,6
NY,36
CO,8
FL,12
FL,12
VA,51
CA,6
CT,9
FL,12
TX,48
TX,48
PA,42
NJ,34
TX,48
MO,29
IL,17
IL,17
CO,8
TX,48
TX,48
CA,6
TN,47
UT,49
CO,8
MA,25
OR,41
CO,8
PA,42
VA,51
CA,6
NV,32
TX,48
CA,6
NC,37
TX,48
MI,26
VA,51
NY,36
IL,17
UT,49
TX,48
WA,53
CA,6
IL,17
CA,6
MA,25
IN,18
NC,37
OK,40
ND,38
FL,12
IL,17
CA,6
TX,48
ND,38
TX,48
NY,36
CA,6
TX,48
MA,25
CO,8
PA,42
AZ,4
CA,6
IL,17
FL,12
VA,51
TX,48
UT,49
TN,47
TX,48
IL,17
CO,8
CA,6
AK,2
OK,40
VA,51
TX,48
NV,32
FL,12
NC,37
HI,15
FL,12
CO,8
GA,13
CA,6
NY,36
TX,48
CA,6
LA,22
TX,48
CT,9
CA,6
AZ,4
CA,6
HI,15
SD,46
HI,15
CA,6
CO,8
MI,26
FL,12
GA,13
NY,36
CA,6
GA,13
WI,55
TN,47
IL,17
CA,6
CA,6
OR,41
NY,36
MT,30
CO,8
WI,55
NC,37
NV,32
CA,6
PA,42
CA,6
CA,6
NY,36
GA,13
GA,13
CA,6
FL,12
NC,37
CA,6
VA,51
NY,36
CO,8
NC,37
MA,25
NY,36
CA,6
OR,41
MI,26
OH,39
FL,12
MO,29
TX,48
AL,1
IL,17
MN,27
TX,48
AK,2
TX,48
NY,36
CA,6
NY,36
CA,6
AZ,4
PA,42
FL,12
PA,42
TX,48
NY,36
AK,2
MN,27
GA,13
CA,6
CO,8
TX,48
WA,53
MD,24
MD,24
WI,55
NJ,34
WI,55
GA,13
GA,13
OK,40
NV,32
SD,46
WY,56
CA,6
UT,49
TX,48
TX,48
NC,37
NV,32
NE,31
MO,29
IL,17
LA,22
MI,26
GA,13
NJ,34
CA,6
TX,48
GA,13
OK,40
MA,25
VA,51
AK,2
UT,49
MI,26
CA,6
AZ,4
WA,53
NY,36
PR,72
NC,37
FL,12
TX,48
SD,46
HI,15
FL,12
CA,6
NV,32
UT,49
TX,48
IA,19
WI,55
NC,37
OR,41
CA,6
NY,36
HI,15
FL,12
FL,12
NV,32
KY,21
TX,48
MO,29
CA,6
CA,6
GA,13
TX,48
GA,13
FL,12
TX,48
CA,6
TX,48
CO,8
AZ,4
GA,13
AZ,4
MO,29
HI,15
FL,12
TX,48
NC,37
IL,17
MO,29
TX,48
FL,12
MD,24
NY,36
PA,42
CO,8
OK,40
MI,26
MI,26
CO,8
OK,40
IL,17
NY,36
CO,8
AK,2
OR,41
CA,6
NC,37
WA,53
TX,48
FL,12
CA,6
CA,6
AR,5
FL,12
CO,8
NC,37
GA,13
AZ,4
NJ,34
MN,27
TX,48
CA,6
FL,12
GA,13
TX,48
MO,29
CA,6
VA,51
NY,36
AK,2
ND,38
TX,48
TX,48
NV,32
OR,41
FL,12
MO,29
TX,48
CA,6
GA,13
CO,8
MN,27
NY,36
TX,48
TX,48
NJ,34
FL,12
NY,36
HI,15
MD,24
MI,26
GA,13
GA,13
TX,48
TX,48
CA,6
FL,12
NV,32
OH,39
SC,45
CO,8
MA,25
LA,22
TX,48
TX,48
NY,36
IL,17
OH,39
FL,12
AZ,4
GA,13
NE,31
NY,36
CA,6
CA,6
VA,51
CA,6
AK,2
NJ,34
FL,12
TX,48
VA,51
MO,29
FL,12
OH,39
CO,8
MI,26
CT,9
FL,12
TX,48
CA,6
TX,48
MI,26
NC,37
WY,56
FL,12
IN,18
NV,32
NY,36
TX,48
CA,6
IL,17
MA,25
LA,22
OR,41
AK,2
UT,49
CA,6
NC,37
TX,48
NC,37
IL,17
NV,32
AZ,4
FL,12
FL,12
TX,48
VA,51
NC,37
CA,6
CA,6
NC,37
TX,48
FL,12
NV,32
CA,6
CA,6
NY,36
PR,72
GA,13
FL,12
FL,12
FL,12
GA,13
AZ,4
TN,47
IL,17
TX,48
CA,6
HI,15
GA,13
AZ,4
GA,13
NY,36
UT,49
VT,50
NY,36
NJ,34
AR,5
LA,22
VA,51
AZ,4
AZ,4
MO,29
MO,29
TN,47
AZ,4
CO,8
TN,47
NV,32
CA,6
TX,48
IL,17
MS,28
GA,13
CA,6
TX,48
NV,32
MI,26
IL,17
WA,53
ID,16
PA,42
MI,26
MI,26
AZ,4
MN,27
TX,48
CA,6
NV,32
NC,37
NY,36
CA,6
WY,56
TN,47
FL,12
IL,17
FL,12
FL,12
UT,49
AZ,4
CT,9
CA,6
NY,36
NY,36
NY,36
CA,6
IL,17
CA,6
MI,26
CA,6
IL,17
CO,8
HI,15
GA,13
FL,12
FL,12
FL,12
CA,6
IL,17
TX,48
CA,6
GA,13
NY,36
TX,48
TN,47
SD,46
AZ,4
KY,21
IL,17
HI,15
VA,51
MA,25
CA,6
HI,15
TN,47
NY,36
NY,36
MN,27
GA,13
IL,17
IL,17
TX,48
VA,51
NC,37
AZ,4
TX,48
GA,13
WI,55
MD,24
NC,37
MA,25
TX,48
CA,6
TX,48
TX,48
CT,9
AZ,4
GA,13
CA,6
FL,12
AZ,4
GA,13
TX,48
NY,36
CA,6
KY,21
FL,12
NC,37
FL,12
GA,13
CA,6
FL,12
LA,22
CA,6
CA,6
IL,17
CO,8
FL,12
NE,31
CO,8
TX,48
NV,32
LA,22
MI,26
NV,32
GA,13
NY,36
FL,12
AK,2
NJ,34
GA,13
TN,47
NV,32
MS,28
CA,6
WA,53
TX,48
FL,12
IL,17
TX,48
MO,29
IL,17
CA,6
TX,48
TN,47
TX,48
NY,36
OH,39
MD,24
IL,17
IL,17
PA,42
CO,8
NV,32
VA,51
GA,13
TX,48
TX,48
WI,55
FL,12
TN,47
CA,6
UT,49
NY,36
CO,8
MA,25
AZ,4
CO,8
TX,48
PA,42
CA,6
TX,48
TX,48
VT,50
CO,8
IL,17
PR,72
WV,54
GA,13
CO,8
AZ,4
CA,6
CA,6
FL,12
NY,36
GA,13
GA,13
CT,9
CA,6
VA,51
MN,27
OH,39
MI,26
HI,15
IL,17
TX,48
TX,48
CO,8
VA,51
VI,78
TX,48
TX,48
NH,33
FL,12
TN,47
GA,13
TX,48
WA,53
IL,17
VA,51
CO,8
FL,12
NC,37
FL,12
OH,39
TX,48
TX,48
SC,45
MO,29
CA,6
CA,6
HI,15
NV,32
NJ,34
HI,15
NY,36
VA,51
TX,48
KY,21
CA,6
MN,27
AZ,4
NC,37
AZ,4
FL,12
TX,48
NC,37
MD,24
CO,8
WA,53
GA,13
GA,13
MN,27
GA,13
HI,15
IL,17
CA,6
TX,48
TX,48
GA,13
FL,12
TX,48
CO,8
FL,12
CA,6
VA,51
NY,36
OH,39
AZ,4
CO,8
GA,13
CO,8
NJ,34
HI,15
CA,6
WI,55
NY,36
CO,8
TX,48
CA,6
MN,27
GA,13
NC,37
TN,47
MA,25
PA,42
AL,1
TX,48
MI,26
MA,25
AK,2
FL,12
CA,6
TX,48
TX,48
CA,6
IL,17
KY,21
FL,12
HI,15
WA,53
CO,8
VA,51
FL,12
CA,6
NJ,34
MD,24
PR,72
NY,36
CA,6
CA,6
FL,12
CA,6
OH,39
GA,13
IL,17
TX,48
IL,17
MD,24
TN,47
IL,17
IN,18
CA,6
PA,42
NY,36
CO,8
OH,39
AK,2
CO,8
AZ,4
CA,6
FL,12
OH,39
FL,12
CA,6
HI,15
GA,13
CA,6
MN,27
CT,9
OH,39
AZ,4
IN,18
ID,16
FL,12
TX,48
CA,6
CA,6
NY,36
TX,48
GA,13
TX,48
MT,30
MI,26
WA,53
TX,48
OR,41
IL,17
IA,19
NY,36
TX,48
NJ,34
CA,6
CA,6
HI,15
TX,48
NV,32
KY,21
IL,17
MO,29
MA,25
NC,37
CA,6
CA,6
GA,13
CA,6
IL,17
FL,12
CA,6
LA,22
IL,17
TX,48
CA,6
FL,12
NY,36
IL,17
CA,6
MI,26
CO,8
NC,37
FL,12
MI,26
GA,13
OH,39
IL,17
FL,12
MI,26
VA,51
CA,6
OR,41
FL,12
FL,12
NM,35
TX,48
CA,6
IL,17
NJ,34
WA,53
NV,32
TX,48
CO,8
FL,12
RI,44
CA,6
NC,37
MS,28
GA,13
NY,36
IL,17
MN,27
GA,13
CO,8
VA,51
SC,45
CA,6
IL,17
TX,48
TN,47
IL,17
NC,37
FL,12
GA,13
NV,32
NC,37
TX,48
HI,15
TX,48
MO,29
IL,17
IL,17
MD,24
WI,55
CA,6
NJ,34
MN,27
GA,13
MA,25
NY,36
MN,27
UT,49
CO,8
OK,40
GA,13
CA,6
TX,48
MN,27
CA,6
TX,48
IL,17
MD,24
TX,48
NV,32
CA,6
GA,13
NY,36
UT,49
FL,12
TX,48
FL,12
AK,2
GA,13
FL,12
GA,13
CA,6
MT,30
NV,32
TX,48
CA,6
GA,13
IL,17
VA,51
CA,6
UT,49
MD,24
FL,12
CA,6
AZ,4
PR,72
MO,29
TX,48
MI,26
TX,48
HI,15
CA,6
TX,48
GA,13
MI,26
VA,51
VA,51
GA,13
MI,26
CO,8
CO,8
NV,32
HI,15
GA,13
NV,32
OH,39
FL,12
GA,13
IL,17
MI,26
FL,12
FL,12
IN,18
GA,13
NJ,34
CA,6
TX,48
MD,24
NY,36
HI,15
FL,12
PA,42
MA,25
CA,6
CO,8
LA,22
NY,36
GA,13
NY,36
NC,37
36,New York
CO,8
CA,6
PA,42
NY,36
MA,25
CA,6
MO,29
OR,41
OK,40
MN,27
GA,13
CO,8
TN,47
VA,51
KS,20
VA,51
IL,17
OK,40
FL,12
NJ,34
NY,36
NY,36
CA,6
CA,6
MO,29
OH,39
NY,36
PA,42
TX,48
TX,48
HI,15
TX,48
GA,13
TX,48
HI,15
TX,48
34,New Jersey
CO,8
CO,8
CA,6
MO,29
UT,49
NC,37
IN,18
NY,36
IL,17
TX,48
WA,53
CT,9
MA,25
GA,13
VA,51
HI,15
FL,12
MD,24
PA,42
NV,32
NY,36
IL,17
NY,36
UT,49
TX,48
CA,6
IL,17
NC,37
WI,55
FL,12
GA,13
CO,8
CO,8
CA,6
FL,12
CA,6
VA,51
CO,8
HI,15
FL,12
NE,31
IL,17
IL,17
UT,49
MO,29
IL,17
WI,55
GA,13
ME,23
OH,39
WV,54
AZ,4
TX,48
TX,48
IL,17
AK,2
GA,13
FL,12
FL,12
NJ,34
OH,39
TX,48
KY,21
TX,48
KY,21
NJ,34
PA,42
GA,13
NC,37
GA,13
CO,8
NC,37
NC,37
CA,6
GA,13
VA,51
IL,17
TX,48
IL,17
AZ,4
NV,32
IL,17
FL,12
TX,48
CA,6
TX,48
FL,12
IL,17
FL,12
WA,53
CO,8
LA,22
GA,13
TX,48
TX,48
OR,41
OR,41
TX,48
NC,37
GA,13
TN,47
MA,25
CA,6
TX,48
UT,49
CO,8
VA,51
AZ,4
MN,27
TX,48
NC,37
TX,48
VA,51
CO,8
CA,6
TN,47
MN,27
OH,39
NJ,34
TX,48
ND,38
CA,6
