Order ID,Fulfilment,Sales Channel ,ship-service-level,currency,ship-country,fulfilled-by,Unnamed: 22
404-9764691-4274768,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6716310-3556302,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2538219-3097143,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7870008-5794702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8349129-1206720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1133544-9051522,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0961284-6584304,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6277923-0942701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6277923-0942701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6230735-6731568,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1980051-0373931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0023996-7926740,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1438193-5168324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5908278-0695504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5009130-3097102,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0106883-9317944,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7222830-5678727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0029835-3262778,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5555988-4050737,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5699197-8281964,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5833275-0393947,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5221998-8235501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3893506-5131543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3324138-4979540,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9745762-7590769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5374190-0617926,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8461087-0531520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4467591-4939543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4034712-2829115,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8041361-4809157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8041361-4809157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0600072-0959549,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2337966-2561112,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0583382-4832364,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1850325-6841103,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7536816-9283526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4631668-7249904,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4877407-0125154,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9656686-3364316,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7427829-4333130,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4834095-6056321,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5415214-7526719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3696167-2882702,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2106752-3128322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3514204-9295566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4571230-0082738,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9021200-1102751,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8568349-3990744,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8403895-0733125,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5900055-5321127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6035832-0193946,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0898660-2665953,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6801428-2176366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0750194-6508342,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1099068-5253924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0152467-5419506,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7097574-3577900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1424076-3841157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0291924-2984335,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4127343-5196345,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1273805-1076313,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1273805-1076313,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2338182-1024316,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3024374-5033102,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1925195-5315508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8327194-8539562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4064708-3722767,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1822111-7489104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2994007-4625158,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7760179-2980306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5638388-4779557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5638388-4779557,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2013281-7368322,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5461046-1493157,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5056760-4209947,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4393100-2267550,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5509725-0959522,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6742559-6321144,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8750494-9315526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4840731-1358745,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3112379-8705135,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4959240-4068311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4959240-4068311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8429866-1002746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7594938-2028353,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5854876-4442729,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5854876-4442729,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3917825-5552349,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8279971-8101900,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8469077-7545954,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1834722-4248320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1834722-4248320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7380700-0029922,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3777248-6996346,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3540444-9724362,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8367386-7360345,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7687484-1703526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3794341-0275503,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2802862-0297962,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6494918-1738759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6494918-1738759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9712960-1314722,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2187192-2697946,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7575848-0392334,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7575848-0392334,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1000611-9544306,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7382019-1430764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7382019-1430764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6942867-5719513,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8039563-4830746,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4211052-7253966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0163847-9096344,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7503469-6471553,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3728291-5536350,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0456042-2117944,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-2574930-9349101,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6432101-1062756,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7208110-9372340,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5472987-4856303,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-9205233-8584325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4783644-0053944,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3067736-4126700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3010880-5701127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7032335-4241103,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1511454-3817164,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9038650-5639509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4894814-6385139,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-4385583-5898758,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4221648-5601910,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2064486-8327508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7547835-6479548,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0015069-2840345,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6200365-8185905,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-8429250-5536301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8784392-4526712,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9287764-6550727,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5442474-4440363,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6217504-5317133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8849996-3842769,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5953483-0214739,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0832633-3319501,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-5389582-2784325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0560239-2619564,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3627107-1068347,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3668418-2266759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6776277-3594758,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6874804-4763559,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9572156-0847543,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5450280-9895554,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0071850-7233132,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5455332-7555562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8607007-7474718,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2390312-8726759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2167488-9837957,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2873806-3531536,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7709339-9372349,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1508766-0380352,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1068384-4440366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1068384-4440366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1068384-4440366,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-6155565-0301133,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5086800-2993917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5086800-2993917,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1611596-9804310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-1611596-9804310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1284747-7560311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-5619598-7226734,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6837499-8568323,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3753055-5395540,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8519337-9613122,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8519337-9613122,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0474114-1614750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8427360-6144360,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1114136-1321929,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3302946-8492352,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6164377-5264320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6164377-5264320,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6260824-4289966,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2727648-9501929,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7745713-8345128,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6078220-3112354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-2398832-2704353,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3947913-9353122,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4527397-2173907,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5353776-6228324,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1542987-8453124,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7843208-1146719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9115805-0361961,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4686513-4382719,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0503267-1193141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1365804-8028317,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0209118-1189155,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0202441-2410734,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6823420-4000310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7549923-1962760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4501335-0437139,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-2277973-7869119,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-1412568-3368351,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3131654-8797142,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-4633236-3570704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9219146-9803528,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-9006143-7117963,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7185319-7563531,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-6312802-1825968,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7240119-6609937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7240119-6609937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7240119-6609937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0084646-8488304,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-4678848-6361119,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9917803-8014708,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5461755-3328331,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-3849214-1953940,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7932023-9733138,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9984315-4900355,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-4502869-8223503,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6088770-7325169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6088770-7325169,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9264956-3342750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-8832746-4814713,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4913072-8341962,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0931103-9047504,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3209564-4435510,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3702265-9653938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0738518-6101937,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1253578-5158754,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7638422-8368303,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-4775472-2011526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-1349298-5970711,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9044852-0602701,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8236258-2436301,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-6244461-9485127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-7374279-2682759,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-8857285-2345121,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8157892-6865141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2275956-7806755,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2206308-4738732,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7429649-1041930,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3124883-6829141,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2196108-0365924,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7390734-9768325,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-8462608-6891553,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3646861-8989968,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3646861-8989968,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9334589-0182739,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6768741-6789916,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4908433-2578704,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-3887443-5749159,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5211190-1657902,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-7313021-7680321,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9632911-6532337,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-3216318-2991520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6478126-1346764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7195341-5489165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6499608-7251566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0444071-8214736,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-9533820-2293162,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7505336-1445116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4806162-5231533,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-8571710-0420310,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-5022371-4880337,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-9482375-7951508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-6987752-0812346,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-6240356-4989127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0410348-7346750,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2933503-0181938,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0668690-7768359,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5359516-5567516,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-9819705-7496313,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0129149-8453152,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-3159513-4078740,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0869065-7020352,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-5084078-2383526,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5774173-6896311,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-4821253-3207520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5339718-8611562,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4821129-1315545,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0058994-9416314,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8246887-6111523,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1304304-3349933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1495441-1153129,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-2629661-9195519,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-6577176-0910764,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7636613-6949958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8757866-5069168,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3405542-7434733,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7357986-6012363,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0250581-5506753,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-7849243-0536354,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-5650530-8672360,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7553060-9162703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7553060-9162703,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3950160-3035511,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-3687359-8022709,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7427582-6333940,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-0181636-2982760,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5995803-1764331,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1736313-7319521,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7158910-8445109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-7158910-8445109,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0554873-8993127,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-8552997-2185101,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0631546-6281116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-1210263-0076346,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-3898259-4979566,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0719567-5674700,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1881556-5699520,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-7383774-2604356,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-0179589-4894757,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-2454942-4121116,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-7883244-3525919,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1627818-0669942,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-2796430-2040331,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-1249143-4885958,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-5230277-9481922,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-0999327-2233927,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-0935072-6941114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-7278056-1245104,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-3785164-5032300,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-1648497-9893945,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-0987377-4823503,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-9527842-4376308,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-1321191-3685164,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-6712238-1690720,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
406-0755970-5513921,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
407-0630605-1117965,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-7551212-6641108,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-4372931-5831540,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6702267-8153935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-6702267-8153935,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-5919254-5357943,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
403-9173063-5709114,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-4209965-7728356,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-8604518-7003515,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
405-0125153-1729931,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-1615815-8943508,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5742636-1373165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
404-5742636-1373165,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
171-8905912-5157933,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
402-3776052-4985144,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
408-2719718-6299509,Merchant,Amazon.in,Standard,INR,IN,Easy Ship,False
