Fulfilment,Sales Channel ,ship-service-level,currency,ship-postal-code,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,500050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,799285,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,125050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,690528,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,744102,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,522213,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403509,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,570019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,535001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,175101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400068,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110065,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,734301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,321001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,501141,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,760002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,480001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,824127,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,759001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560064,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,425001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,425001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,562106,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400615,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,180002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400064,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,250001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,734101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,502319,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110018,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403720,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400701,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500073,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,795001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,795001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,422003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,695582,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400094,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641108,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641108,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,608001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,248001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,635112,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,402109,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411039,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,250004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,415605,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,845306,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110054,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,245304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,483501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,483501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,483501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,483501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,638012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,483501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,394210,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,363641,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421202,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,451001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,263632,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400088,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400080,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,800001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,243502,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600073,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,575006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,323307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673613,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201310,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641048,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,691333,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,121003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600114,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,788007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,534313,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,524003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,797112,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110054,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,248001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,507118,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500058,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,245304,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,620001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,462023,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,462023,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560048,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,501301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122505,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110095,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,414111,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,625012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,632002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,533401,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,334001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560064,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,205262,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,770016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,577501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,575015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,768001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,624101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,691507,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560048,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,415114,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,415114,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,141001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,141001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,277001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,273402,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,832104,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,515832,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,670012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,517501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,517501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,506132,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411057,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,673012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,233001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560084,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,795001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,390022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560035,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682036,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600116,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,533308,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,743144,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,733101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,535501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,627011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,627011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,627011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,627011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,855107,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,751021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,180003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,757037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,151203,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,782450,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411045,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401202,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201308,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,413512,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600042,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160062,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160062,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,695586,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411021,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700047,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,413004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421503,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700094,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,590003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560049,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641046,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641046,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,752026,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,506003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,711104,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,605008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,689505,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,689505,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400054,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,522006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,423301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500081,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403601,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403601,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,629171,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,531011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,177101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400053,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,765002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600095,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,121003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110091,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500061,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400015,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600014,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,160055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411038,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600100,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,625007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560025,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700156,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,695006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530032,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,741201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500072,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,144221,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,440030,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500092,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,803201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,482002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400076,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560045,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400610,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411046,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,233232,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110063,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,132103,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,284003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,495004,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,226012,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,250001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411040,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,305801,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,410203,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600066,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,412307,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411052,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,576105,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411028,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,671313,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,671313,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,827013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110035,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700016,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500035,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110059,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,302020,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401208,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,176310,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400607,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,244001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,523001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,301001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,530013,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110008,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560085,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,517501,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400706,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400052,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,388001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411041,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,362530,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,431122,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,121010,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,152123,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,680007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560079,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500055,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400706,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,380007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,122011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,284003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,474001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400075,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,421201,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,452001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560035,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110051,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,411033,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500060,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560029,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,641604,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,182101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,500039,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,392011,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600094,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,625007,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,518002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,518002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,248009,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,682037,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,575002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400065,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110078,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,700019,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560043,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600122,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560066,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,401303,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,221005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,422003,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403517,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,781022,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201017,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400604,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,831002,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,744101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201301,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560050,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,247001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,636006,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,334005,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,560067,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,403401,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,600056,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,422101,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,110034,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,400097,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,470001,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,389151,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,201305,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,635113,IN,Easy Ship,False
