Fulfilment,Sales Channel ,ship-service-level,currency,ship-city,ship-country,fulfilled-by,Unnamed: 22
Merchant,Amazon.in,Standard,INR,THOOTHUKKUDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DEOBAND,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HISAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALADHUNGI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Jaspur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUVANNAMALAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KURNOOL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SANGLI MIRAJ KUPWAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DOHAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kolazhy P.O; Thrissur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Shirwal,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Gurgaon,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NANDED WAGHALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Noida,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THRISSUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Irinjalakuda,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA WEST,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Shiggoun,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NANGAVALLI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ulundurpet,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ahmedabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SILIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SILIGURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHONGIR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Mumbai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Varanasi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thrissur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAGPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,INDORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOZHIKODE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DURGAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BETTIAH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BILIMORA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Margao,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOTHAGUDEM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thoothukudi,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,port blair,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,port blair,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMRAVATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MADHURAWADA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUCHERRY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KAPURTHALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Ernakulam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Triplicane;CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kota,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOTA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALYAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kolkata,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHIWANDI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VADODARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Virajpet,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Lucknow,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Haldwani,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHANDARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PEDDAPALLE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,tirur malappuram,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Kanchipuram district,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOZHIKODE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KHAMBHAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GUWAHATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Lakhisarai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HAPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KATHAURA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUPATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHERTHALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHERTHALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MANGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ANAKAPALLE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW TOWN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,District Raigadh,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Guwahati,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SECUNDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GWALIOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HODAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHAKIA chandaulu,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEYVELI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,METTUR DAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,METTUR DAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BERHAMPUR; Ganjam,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THURAIYUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SAHARANPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NADBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHARATPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GOPALGANJ,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,TIRUPATI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MAWANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AMRITSAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BRAHMAPURI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PILLAIARKUPPAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GORAKHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ALLAHABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Koyilandy; kozhikode,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Thane(W),IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BANGALORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ROORKEE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ONGOLE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUTHALAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,chennai,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MOHALI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JODHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VAKKOM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NAVI MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KAMPTEE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI VIRAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PONNANI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PATIALA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUDUKKOTTAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KURNOOL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JALANDHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SECUNDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SRINAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SRINAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Faridabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KARKAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HUZUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THANE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JAIPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MOHALI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VALLACHIRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHITTOOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Amruthahalli; Jakkur Post,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Amruthahalli; Jakkur Post,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GURUGRAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PERNEM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHANDAULI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Bhubaneswar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MYSURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Panchkula,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Panchkula,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Lucknow,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ILKAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BAREILLY,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Coimbatore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Coimbatore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MALDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHUNAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CURCHOREM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SIBSAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RANCHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BUDAUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GREATER NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BUDAUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI;Palghar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NOIDA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KHARDAHA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JODHPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NATHDWARA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KACHCHH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,LUCKNOW,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARIDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VASAI;Palghar,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,dehradun,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Haldwani,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RISHRA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JALANDHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AHMEDABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHITTOOR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUBANESWAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SRINAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VISAKHAPATNAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AURANGABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KALABURGI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAMPUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hydrabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,GHAZIABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHHAPRAULI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,VARANASI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BUDAUN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHOPAL,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MUMBAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HYDERABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,SURAT,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BANGALORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Naharlagun,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Naharlagun,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Pune,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Gudalur,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,CHENNAI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,JALANDHAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,FARRUKH NAGAR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,AURANGABAD,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,DULIAJAN,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,KOLKATA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,COIMBATORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HOSKOTE; Bangalore,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,RAIGARH,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,Hyderabad,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BELAGAVI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHUJ,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PHALODI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BHIWADI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,THIRUVANANTHAPURAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NEW DELHI,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,ARIYALUR,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,PUNE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NATTAKAM,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,HINDAUN city,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,MAWANA,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,NELLORE,IN,Easy Ship,False
Merchant,Amazon.in,Standard,INR,BENGALURU,IN,Easy Ship,False
