index,Order ID,Date,Style,SKU,ASIN,ship-city,ship-state
88185,408-0841588-3124332,2005/2/22,SET344,SET344-KR-NP-XXL,B09QJ48G25,NEW DELHI,DELHI
88186,402-2203636-8714756,2005/2/22,JNE3800,JNE3800-KR-A-XXXL,B09TH53Q68,BANGALORE,KARNATAKA
88189,407-9035070-7988322,2005/2/22,JNE3405,JNE3405-KR-M,B081WVMMCY,KADIPUR,UTTAR PRADESH
88192,407-9347955-5859560,2005/2/22,JNE3405,JNE3405-KR-M,B081WVMMCY,LUCKNOW,UTTAR PRADESH
88193,406-7024289-9654765,2005/2/22,JNE3373,JNE3373-KR-XXXL,B082W7MZVQ,Kakkanadu.Ernakulam,KERALA
88197,406-0063796-4718761,2005/2/22,SET320,SET320-KR-NP-XXXL,B09RKD5K4Z,KOLKATA,WEST BENGAL
88204,171-2729694-5817905,2005/2/22,JNE3405,JNE3405-KR-XS,B081XCMYXJ,BENGALURU,KARNATAKA
88218,171-5294356-3335543,2005/2/22,JNE3645,JNE3645-TP-N-S,B08ZHN6H5T,ALMORA,UTTARAKHAND
88231,405-8372669-0435553,2005/2/22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,PATNA,BIHAR
88242,171-7122562-3076303,2005/2/22,JNE3870,JNE3870-DR-XL,B09RK6BZYM,Ponda,GOA
88252,407-4017759-2839533,2005/2/22,J0341,J0341-DR-M,B099NQQ79L,ITAHAR,WEST BENGAL
88255,404-8086196-5237124,2005/2/22,J0348,J0348-SET-S,B09HNSNWRH,SIDHI,MADHYA PRADESH
88265,404-6081960-1633905,2005/2/22,JNE3798,JNE3798-KR-M,B09SDXTRS9,Pune,MAHARASHTRA
88266,408-2883305-2880322,2005/2/22,MEN5007,MEN5007-KR-XL,B08YYWG825,PIMPRI CHINCHWAD,MAHARASHTRA
88267,171-6612796-6982738,2005/2/22,J0215,J0215-BL-XL,B09KXXWH15,Bhiwandi,MAHARASHTRA
88294,405-8010866-2195550,2005/2/22,SET324,SET324-KR-NP-XS,B09NQ4DD29,pune,MAHARASHTRA
88311,171-2138812-5473930,2005/2/22,JNE3821,JNE3821-KR-XXL,B09LTZHZKM,NEW DELHI,DELHI
88318,171-2582820-2671510,2005/2/22,JNE3560,JNE3560-KR-L,B08PCW5HD7,DURGAPUR,WEST BENGAL
88320,408-4754347-8518742,2005/2/22,JNE3697,JNE3697-KR-XL,B098112V2V,NEW DELHI,DELHI
88324,408-7157624-8865920,2005/2/22,SET183,SET183-KR-DH-M,B08B3Z2YY3,WARANGAL,TELANGANA
88330,171-1500649-2989103,2005/2/22,SET257,SET257-KR-PP-XS,B0983GWPF1,SELAQUI,UTTARAKHAND
88334,406-4976560-3675560,2005/2/22,JNE3795,JNE3795-KR-XXL,B09HMT2BX4,CHENNAI,TAMIL NADU
88335,405-2926876-9808318,2005/2/22,J0341,J0341-DR-M,B099NQQ79L,BENGALURU,KARNATAKA
88336,407-2547212-6017958,2005/2/22,SET304,SET304-KR-DPT-S,B09K3JVNR1,Bhubaneswar,ODISHA
88341,406-6224322-2049157,2005/2/22,JNE3468,JNE3468-KR-XXXL,B08RP4JJPD,MUMBAI,MAHARASHTRA
88345,402-2422420-2410707,2005/2/22,JNE3790,JNE3790-KR-XXXL,B09KXPYTCZ,HYDERABAD,TELANGANA
88347,404-8606504-8859534,2005/2/22,NW014,NW014-ST-SR-XXXL,B0928ZT74Y,HARIDWAR,UTTARAKHAND
88348,404-8606504-8859534,2005/2/22,NW005,NW005-ST-PJ-XXXL,B0922RYWBL,HARIDWAR,UTTARAKHAND
88354,407-4204454-1433137,2005/2/22,JNE3797,JNE3797-KR-S,B09SDYQ3WG,BIKANER,RAJASTHAN
88356,405-8095076-6603521,2005/2/22,SET291,SET291-KR-PP-XXXL,B099NFZJVC,NEW TOWN,WEST BENGAL
88366,402-3630727-2694765,2005/2/22,SET378,SET378-KR-NP-L,B09RKF1CFD,BENGALURU,KARNATAKA
88368,171-3771749-0559551,2005/2/22,SET233,SET233-KR-PP-M,B08MXFT72L,NAVI MUMBAI,MAHARASHTRA
88369,404-5682661-2382762,2005/2/22,JNE3721,JNE3721-KR-S,B099FC46Q8,CHENNAI,TAMIL NADU
88373,171-8009798-7330730,2005/2/22,JNE3710,JNE3710-DR-XL,B091T5FWQC,NEW DELHI,DELHI
88377,407-4298798-4457932,2005/2/22,JNE3818,JNE3818-KR-M,B09LV1K1PD,LUCKNOW,UTTAR PRADESH
88385,405-3610680-8843549,2005/2/22,JNE3800,JNE3800-KR-A-XL,B09TH33GBM,HYDERABAD,TELANGANA
88387,403-7597979-5150715,2005/2/22,JNE3484,JNE3484-KR-XL,B08W9KCKQD,GHAZIABAD,UTTAR PRADESH
88399,404-8435441-4385913,2005/2/22,JNE3522,JNE3522-KR-M,B08W9PXHK5,JAGTIAL,TELANGANA
88403,407-8064282-1003519,2005/2/22,JNE3758,JNE3758-KR-S,B099NMFWBG,PUDUCHERRY,PUDUCHERRY
88406,407-1259453-3200300,2005/2/22,J0119,J0119-TP-L,B08RYQQD6Z,BENGALURU,KARNATAKA
88411,407-9710966-4985948,2005/2/22,SET306,SET306-KR-PP-XXXL,B09KRS6GPP,HASSAN,KARNATAKA
88412,407-9710966-4985948,2005/2/22,SET332,SET332-KR-PP-XXXL,B09NQ56TWR,HASSAN,KARNATAKA
88424,408-0664820-3634703,2005/2/22,SET183,SET183-KR-DH-S,B08B3Z38TJ,MUMBAI,MAHARASHTRA
88433,406-1055701-8661127,2005/2/22,SET331,SET331-KR-NP-XS,B09NQ54RRT,PUNE,MAHARASHTRA
88440,404-6703026-0217128,2005/2/22,SET355,SET355-KR-PP-M,B09RKDPHFP,HYDERABAD,TELANGANA
88442,402-7572338-0769149,2005/2/22,J0401,J0401-DR-XS,B09SDXYWYN,MUMBAI,MAHARASHTRA
88444,404-5884733-3854714,2005/2/22,J0332,J0332-DR-XXXL,B09LM6BZD7,BENGALURU,KARNATAKA
88454,405-0962575-1307539,2005/2/22,JNE3720,JNE3720-KR-S,B099NNG899,Pune,MAHARASHTRA
88456,403-3762662-7309133,2005/2/22,JNE3659,JNE3659-TP-N-XL,B08ZHZWF2N,JAIPUR,RAJASTHAN
88459,404-0902189-5449944,2005/2/22,NW024,NW024-TP-PJ-XL,B099NRSBJJ,GHAZIABAD,UTTAR PRADESH
88460,404-0902189-5449944,2005/2/22,NW024,NW024-TP-PJ-XXL,B099NR3RSQ,GHAZIABAD,UTTAR PRADESH
88461,407-3716844-2697969,2005/2/22,SET319,SET319-KR-NP-XL,B09KXVPJ7M,FARIDABAD,HARYANA
88462,407-3716844-2697969,2005/2/22,J0245,J0245-SKD-L,B0925XX478,FARIDABAD,HARYANA
88463,407-3716844-2697969,2005/2/22,SET303,SET303-KR-NP-XL,B09K3F7D9H,FARIDABAD,HARYANA
88470,404-4874925-1740367,2005/2/22,JNE3365,JNE3365-KR-1052-A-XXXL,B07WP5HGBG,Kollumangudi,TAMIL NADU
88488,408-4957480-1067565,2005/2/22,J0285,J0285-SKD-M,B08QGNW2H8,VIJAYAWADA,ANDHRA PRADESH
88489,406-6781435-4746729,2005/2/22,JNE3405,JNE3405-KR-M,B081WVMMCY,RAIPUR,CHHATTISGARH
88491,403-1238158-8134760,2005/2/22,JNE3471,JNE3471-KR-XS,B08HHJPRJC,Thrissur,KERALA
88502,406-4823238-5865152,2005/2/22,JNE3680,JNE3680-TU-M,B09438FK2J,SURAT,Gujarat
88504,171-1164053-2984344,2005/2/22,J0341,J0341-DR-M,B099NQQ79L,HIRIYUR,KARNATAKA
88513,408-2156999-8383539,2005/2/22,SET132,SET132-KR-NP-XL,B07VRCLKW6,MANGALURU,KARNATAKA
88515,405-0033158-4813907,2005/2/22,J0096,J0096-KR-L,B089G31L36,GURUGRAM,HARYANA
88521,171-0984577-6517944,2005/2/22,SET156,SET156-KR-NP-XXL,B082Z3LQ96,TIRUR,KERALA
88525,402-2568835-6318758,2005/2/22,SET291,SET291-KR-PP-XXXL,B099NFZJVC,CHENNAI,TAMIL NADU
88527,405-0362667-7602710,2005/2/22,JNE3363,JNE3363-KR-1032-XXXL,B07T1XDM5P,THANE WEST,MAHARASHTRA
88532,404-7672072-5954713,2005/2/22,J0295,J0295-DR-XXXL,B099NQHLYL,MUMBAI,MAHARASHTRA
88533,404-7672072-5954713,2005/2/22,J0306,J0306-DR-XXXL,B099NQSQ8K,MUMBAI,MAHARASHTRA
88534,407-6963137-4679561,2005/2/22,J0339,J0339-DR-XXL,B0982ZRDSY,PUNE,MAHARASHTRA
88538,403-3630510-1237139,2005/2/22,JNE3702,JNE3702-KR-XXXL,B093ZRBGR9,KOLKATA,WEST BENGAL
88543,405-2610327-5181931,2005/2/22,JNE3365,JNE3365-KR-1052-A-L,B07WP5GQKV,KURNOOL,ANDHRA PRADESH
88545,171-9489218-3595529,2005/2/22,JNE3618,JNE3618-KR-L,B091Q84CBF,RAJAHMUNDRY,ANDHRA PRADESH
88547,405-0533363-7303548,2005/2/22,JNE3660,JNE3660-TP-N-XXL,B08ZJFBFBL,MUMBAI,MAHARASHTRA
88548,402-5137652-9606758,2005/2/22,JNE3773,JNE3773-KR-XXL,B09K3ZC16X,KAKKALUR,TAMIL NADU
88550,408-3174078-2358746,2005/2/22,JNE3674,JNE3674-TU-XXXL,B09435CZV7,KUMARAPURAM,KERALA
88551,408-3174078-2358746,2005/2/22,JNE3630,JNE3630-KR-XXXL,B09CT4QFXS,KUMARAPURAM,KERALA
88552,171-1338115-5436341,2005/2/22,JNE3579,JNE3579-KR-XL,B08QGMKVDN,GHAZIABAD,UTTAR PRADESH
88554,406-6415602-0811507,2005/2/22,J0134,J0134-SET-XL,B08N4RFHNM,TIRUPATI,ANDHRA PRADESH
88558,405-1067185-6993946,2005/2/22,SET218,SET218-KR-NP-XXL,B08B3ZF882,GWALIOR,MADHYA PRADESH
88559,405-1067185-6993946,2005/2/22,JNE3423,JNE3423-KR-XXL,B081X5N76H,GWALIOR,MADHYA PRADESH
88560,406-1403061-9757105,2005/2/22,JNE1525,JNE1525-KR-UDF19BLACK-M,B01MZGYNRV,IRIKKUR,KERALA
88564,403-2306839-8473108,2005/2/22,JNE3068,JNE3068-KR-A-XXL,B07H7DD9D5,Mangaluru,KARNATAKA
88582,407-7355309-9769142,2005/2/22,JNE3743,JNE3743-TP-XXL,B09871DFVT,hyderabad,TELANGANA
88587,405-9464224-2013962,2005/2/22,JNE3654,JNE3654-TP-L,B09B3GS5CM,BHUBANESWAR,ODISHA
88598,406-7958552-9136368,2005/2/22,SET233,SET233-KR-PP-XS,B09HMVC7D1,BHUBANESWAR,ODISHA
88599,407-7434018-2614764,2005/2/22,PJNE3368,PJNE3368-KR-6XL,B09PY99SVJ,GHAZIABAD,UTTAR PRADESH
88604,403-4608904-6139518,2005/2/22,JNE3440,JNE3440-KR-N-XL,B081WPK66G,Kolkata,WEST BENGAL
88607,404-4117828-2379530,2005/2/22,J0096,J0096-KR-M,B089G1HM97,Saifai Etawah,UTTAR PRADESH
88611,405-8855093-4157115,2005/2/22,JNE3833,JNE3833-KR-XXXL,B09PDG9M5J,NAGPUR,MAHARASHTRA
88612,408-2177727-1613154,2005/2/22,J0148,J0148-SET-XL,B0929CTSR8,NEW DELHI,DELHI
88613,402-9289095-5625954,2005/2/22,JNE3722,JNE3722-KR-L,B09BQBB47Y,COIMBATORE,TAMIL NADU
88614,402-9289095-5625954,2005/2/22,JNE3720,JNE3720-KR-XL,B099F9N2F3,COIMBATORE,TAMIL NADU
88627,407-8967721-3613963,2005/2/22,JNE3476,JNE3476-KR-XL,B08B3YSLXV,NEW DELHI,DELHI
88628,407-8967721-3613963,2005/2/22,JNE3518,JNE3518-KR-XL,B08XW66LTH,NEW DELHI,DELHI
88631,403-7555959-6278739,2005/2/22,SET250,SET250-KR-SHA-XL,B08WHZ3SRC,DASUYA,PUNJAB
88634,403-0387916-6414756,2005/2/22,JNE3468,JNE3468-KR-XL,B08RP67NGB,MUMBAI,MAHARASHTRA
88635,405-8947940-2845113,2005/2/22,J0212,J0212-DR-XXXL,B0982Z25ZX,NAVI MUMBAI,MAHARASHTRA
88636,405-8947940-2845113,2005/2/22,J0210,J0210-DR-XXXL,B0982ZW7TQ,NAVI MUMBAI,MAHARASHTRA
88638,406-2558937-3460361,2005/2/22,JNE3875,JNE3875-KR-L,B09YYKZKXG,GURUGRAM,HARYANA
88641,402-8219660-0033924,2005/2/22,J0341,J0341-DR-M,B099NQQ79L,KOLHAPUR,MAHARASHTRA
88646,407-4802590-3993140,2005/2/22,SET342,SET342-KR-NP-N-XXXL,B09Q194BM1,GUWAHATI,ASSAM
88650,402-5844002-6016300,2005/2/22,SET321,SET321-KR-DPT-M,B09KXW37V8,CHENNAI,TAMIL NADU
88651,402-5844002-6016300,2005/2/22,SET304,SET304-KR-DPT-S,B09K3JVNR1,CHENNAI,TAMIL NADU
88662,171-4705380-5741919,2005/2/22,SET366,SET366-KR-NP-S,B09QJ577FG,MATHURA,UTTAR PRADESH
88663,402-6733804-0146715,2005/2/22,JNE1951,JNE1951-KR-155-XL,B071YXDT73,HARIDWAR,UTTARAKHAND
88672,404-0689776-9445100,2005/2/22,SET358,SET358-KR-NP-XXXL,B09QJMPVPD,MURWARA KATNI,MADHYA PRADESH
88690,171-4142404-0182710,2005/2/22,J0295,J0295-DR-XXL,B099NSGTJ9,THANE,MAHARASHTRA
88691,404-3402146-0153934,2005/2/22,J0385,J0385-KR-XXL,B09YYKD7P3,JALNA,MAHARASHTRA
88692,171-3520778-3508322,2005/2/22,J0085,J0085-TP-S,B092CVW5H3,CHENNAI,TAMIL NADU
88696,171-3962620-2517944,2005/2/22,JNE3790,JNE3790-KR-XXXL,B09KXPYTCZ,KALYANDURG,ANDHRA PRADESH
88699,406-7431013-6606700,2005/2/22,SET385,SET385-KR-NP-L,B09K3Z4GHN,Dibrugarh,ASSAM
88710,403-1408546-0728361,2005/2/22,SET183,SET183-KR-DH-M,B08B3Z2YY3,HYDERABAD,TELANGANA
88736,407-0605193-7444341,2005/2/22,J0297,J0297-TP-XL,B099S7P9S7,Rohtak,HARYANA
88746,407-3716586-0268342,2005/2/22,SET348,SET348-KR-NP-XXL,B09QJ4KBJ8,MUMBAI,MAHARASHTRA
88760,171-5397972-9613948,2005/2/22,JNE3822,JNE3822-KR-XL,B09LTYN4SC,KOLKATA,WEST BENGAL
88762,403-4321648-1971551,2005/2/22,SET345,SET345-KR-NP-M,B09KXV4BN8,VYARA,Gujarat
88764,402-4835606-0671546,2005/2/22,SET183,SET183-KR-DH-M,B08B3Z2YY3,SURAT,Gujarat
88768,403-4205464-9846754,2005/2/22,J0096,J0096-KR-M,B089G1HM97,GUNTUR district,ANDHRA PRADESH
88770,403-3324326-6622748,2005/2/22,JNE3800,JNE3800-KR-XXL,B09SDYNZQ5,GURUGRAM,HARYANA
88775,171-7808393-3921165,2005/2/22,JNE3703,JNE3703-KR-XL,B099NNYQ1K,Bangalore,KARNATAKA
88779,403-3784647-9941942,2005/2/22,JNE3554,JNE3554-KR-XL,B08MXCFKT6,PUNE,MAHARASHTRA
88782,404-5070294-8456359,2005/2/22,JNE2100,JNE2100-KR-144-S,B078Q2PWX9,BENGALURU,KARNATAKA
88783,408-4614250-7882754,2005/2/22,BTM040,BTM040-PP-XXXL,B08KRQP3YL,HYDERABAD,TELANGANA
88785,404-0321545-4690754,2005/2/22,SET374,SET374-KR-NP-XL,B09NDMP4XK,PILICODE,KERALA
88788,171-5294833-1924356,2005/2/22,JNE3805,JNE3805-KR-M,B09K3TFNR8,PATNA,BIHAR
88796,171-1428766-3891502,2005/2/22,SET345,SET345-KR-NP-L,B09KXT4VG7,NELLORE,ANDHRA PRADESH
88804,403-5491188-8228334,2005/2/22,JNE2014,JNE2014-KR-178-L,B0783Q5HMF,BENGALURU,KARNATAKA
88809,408-9723096-6073963,2005/2/22,JNE3546,JNE3546-KR-S,B08HHJPWBS,FARIDABAD,HARYANA
88811,404-6266581-1537925,2005/2/22,J0339,J0339-DR-XXL,B0982ZRDSY,NAVI MUMBAI,MAHARASHTRA
88815,407-2601251-5499551,2005/2/22,JNE3373,JNE3373-KR-XXL,B082W8RWN1,HYDERABAD,TELANGANA
88816,403-6477184-5514704,2005/2/22,PJNE3068,PJNE3068-KR-6XL,B09M76SVFW,Punalur,KERALA
88823,171-3900298-2501137,2005/2/22,JNE3454,JNE3454-KR-S,B08B3Y713K,REWA,MADHYA PRADESH
88825,403-8634407-4552356,2005/2/22,SET304,SET304-KR-DPT-S,B09K3JVNR1,BENGALURU,KARNATAKA
88826,406-4711789-4132367,2005/2/22,JNE3821,JNE3821-KR-S,B09LTZBQX2,CHITTUR,KERALA
88828,406-9254944-6880310,2005/2/22,JNE3484,JNE3484-KR-XL,B08W9KCKQD,KALYAN,MAHARASHTRA
88835,406-6113644-7607558,2005/2/22,JNE3468,JNE3468-KR-XL,B08RP67NGB,PUNE,MAHARASHTRA
88839,171-8046749-5386730,2005/2/22,J0011,J0011-LCD-M,B08B3YNJG5,BETTIAH,BIHAR
88845,407-9159797-4898752,2005/2/22,JNE3291,JNE3291-KR-XXXL,B07R5XKXL4,BENGALURU,KARNATAKA
88855,404-6556400-5606727,2005/2/22,SET220,SET220-KR-PP-XXL,B08MXF2ZD5,HYDERABAD,TELANGANA
88880,407-8513840-4537135,2005/2/22,SET383,SET383-KR-NP-XXXL,B09K3KMF92,AHMEDABAD,Gujarat
88893,408-4676368-9335546,2005/2/22,SET264,SET264-KR-NP-L,B08YNFKKGY,VADODARA,Gujarat
88899,402-4958103-2231546,2005/2/22,JNE3787,JNE3787-KR-XS,B09RKDTPRF,NEW DELHI,DELHI
88901,403-1023660-5750746,2005/2/22,SET355,SET355-KR-PP-XXL,B09RKD8HQJ,MERTA CITY,RAJASTHAN
88911,408-9500903-8661112,2005/2/22,NW034,NW034-TP-PJ-S,B09M766H3H,BHARUCH,Gujarat
88919,403-5333653-4653113,2005/2/22,SET183,SET183-KR-DH-L,B08B3YV7L2,SAMBRA,KARNATAKA
88921,171-4990165-9536301,2005/2/22,JNE3405,JNE3405-KR-XS,B081XCMYXJ,BENGALURU,KARNATAKA
88926,402-1519305-2955501,2005/2/22,JNE3440,JNE3440-KR-N-XL,B081WPK66G,KALYAN,MAHARASHTRA
88934,171-2680418-0912314,2005/2/22,BL057,BL057-65BLACK-A,B07D36SKBD,KOLKATA,WEST BENGAL
88936,171-8651532-3281139,2005/2/22,SET396,SET396-KR-PP-XL,B09TH6YPPJ,RAISEN,MADHYA PRADESH
88939,171-4919080-3550755,2005/2/22,SET363,SET363-KR-NP-L,B09TH68L97,RAISEN,MADHYA PRADESH
88946,402-8363899-2333144,2005/2/22,JNE3627,JNE3627-KR-L,B08W1SP4PR,SINDHNUR,KARNATAKA
88947,402-8363899-2333144,2005/2/22,JNE3785,JNE3785-KR-L,B09K3T318L,SINDHNUR,KARNATAKA
88956,403-7547915-0706730,2005/2/22,JNE3654,JNE3654-TP-M,B09B3HRDLP,BENGALURU,KARNATAKA
88960,406-7869285-2715534,2005/2/22,MEN5015,MEN5015-KR-M,B08YYVC3WB,ANAND,Gujarat
88967,404-6360956-7673965,2005/2/22,MEN5004,MEN5004-KR-S,B08YZ175BR,CHENNAI,TAMIL NADU
88986,406-1956380-1701945,2005/2/22,JNE3652,JNE3652-TP-N-L,B08ZHKRV5F,MUMBAI,MAHARASHTRA
88989,404-9999233-8594715,2005/2/22,SET138,SET138-KR-PP-XS,B082Z3S2WD,PANCHKULA,HARYANA
88990,404-9999233-8594715,2005/2/22,JNE3714,JNE3714-KR-XS,B099F9SKHN,PANCHKULA,HARYANA
89008,403-5693273-7864315,2005/2/22,J0372,J0372-SKD-XL,B09K3SYX8M,BENGALURU,KARNATAKA
89019,404-5698293-4437969,2005/2/22,J0339,J0339-DR-XXL,B0982ZRDSY,VIRAJPETE,KARNATAKA
89024,402-2405343-4469957,2005/2/22,JNE3638,JNE3638-KR-XXXL,B09812MM2Q,PUNE,MAHARASHTRA
89030,406-8229798-4111556,2005/2/22,PJNE3068,PJNE3068-KR-4XL,B09M75YGQF,LUCKNOW,UTTAR PRADESH
89033,406-7295496-0987557,2005/2/22,JNE3668,JNE3668-TP-N-M,B08ZHNDV5P,MASAURHI,BIHAR
89041,405-2708927-5381962,2005/2/22,J0096,J0096-KR-L,B089G31L36,GURUGRAM,HARYANA
89046,408-3791327-3033104,2005/2/22,SET363,SET363-KR-NP-L,B09TH68L97,SOLAPUR,MAHARASHTRA
89051,408-4928725-0843557,2005/2/22,NW030,NW030-TP-PJ-XL,B09G2STB6H,RAJKOT,Gujarat
89053,402-9950962-3855551,2005/2/22,JNE3805,JNE3805-KR-XXL,B09K3ZR9ZG,UDAIPUR,RAJASTHAN
89054,402-9950962-3855551,2005/2/22,JNE3735,JNE3735-KR-XXXL,B09LV1Q3DT,UDAIPUR,RAJASTHAN
89068,171-0280354-2806730,2005/2/22,MEN5027,MEN5027-KR-L,B08YYRKNC7,NEW DELHI,DELHI
89072,407-0162651-3660310,2005/2/22,JNE3801,JNE3801-KR-XXL,B09SDZ4XRT,BOISAR,MAHARASHTRA
89073,407-0162651-3660310,2005/2/22,JNE3798,JNE3798-KR-XL,B09SDXG1CP,BOISAR,MAHARASHTRA
89082,171-8992162-0999510,2005/2/22,SET317,SET317-KR-PP-M,B09RKDH9X6,SAGAR,KARNATAKA
89085,171-0277041-7029129,2005/2/22,J0234,J0234-SKD-XXXL,B08WJ1VNCH,Bengaluru,KARNATAKA
89089,402-4206498-2782707,2005/2/22,JNE3764,JNE3764-KR-L,B09K3T5QR5,Thane East,MAHARASHTRA
89094,408-5852247-4303556,2005/2/22,JNE3757,JNE3757-KR-XL,B099F9QW3K,KOLHAPUR,MAHARASHTRA
89095,408-5852247-4303556,2005/2/22,JNE3618,JNE3618-KR-L,B091Q84CBF,KOLHAPUR,MAHARASHTRA
89100,405-3720963-4857130,2005/2/22,SET291,SET291-KR-PP-XL,B099NJV9X7,NOIDA,UTTAR PRADESH
89102,405-9009633-4122762,2005/2/22,SET405,SET405-KR-NP-S,B09QJ35SR5,CHANDRAPUR,MAHARASHTRA
89105,406-7866111-3798727,2005/2/22,SET363,SET363-KR-NP-L,B09TH68L97,KOZHIKODE,KERALA
89109,405-8770346-9181138,2005/2/22,SET390,SET390-KR-NP-XL,B09RKDMS1M,BARMER,RAJASTHAN
89116,408-1292089-3241152,2005/2/22,J0189,J0189-TP-XL,B08N4TVYBJ,KORAPUT,ODISHA
89119,406-3803679-4987501,2005/2/22,JNE3571,JNE3571-KR-XXL,B08MXCJC5Z,TALEGAON DABHADE,MAHARASHTRA
89129,404-0203922-6285918,2005/2/22,JNE3567,JNE3567-KR-XL,B08KRTXC2Y,VISAKHAPATNAM,ANDHRA PRADESH
89130,406-4322224-1491516,2005/2/22,JNE3863,JNE3863-TU-L,B09RMSZ7S6,HIRMI,CHHATTISGARH
89132,404-8268273-6473126,2005/2/22,J0013,J0013-SKD-XXL,B08CMRGFFJ,VENKETRAIPUR,ODISHA
89137,408-7467527-3772317,2005/2/22,JNE2100,JNE2100-KR-144-M,B078Q3C6QS,MUMBAI,MAHARASHTRA
89138,408-7467527-3772317,2005/2/22,JNE3270,JNE3270-KR-M,B07R529SS6,MUMBAI,MAHARASHTRA
89139,408-7467527-3772317,2005/2/22,JNE3619,JNE3619-KR-M,B091Q8446G,MUMBAI,MAHARASHTRA
89142,407-8638030-8775557,2005/2/22,JNE3294,JNE3294-KR-XL,B07R3KS3DN,VIJAYAWADA,ANDHRA PRADESH
89143,407-8638030-8775557,2005/2/22,JNE3369,JNE3369-KR-XL,B081WRV647,VIJAYAWADA,ANDHRA PRADESH
89144,407-8638030-8775557,2005/2/22,JNE3368,JNE3368-KR-XL,B081X921QM,VIJAYAWADA,ANDHRA PRADESH
89145,407-8638030-8775557,2005/2/22,JNE3252,JNE3252-KR-XL,B07R51PS5L,VIJAYAWADA,ANDHRA PRADESH
89146,407-8638030-8775557,2005/2/22,JNE3607,JNE3607-KR-XL,B08TGZCN3N,VIJAYAWADA,ANDHRA PRADESH
89149,407-0106748-4012326,2005/2/22,JNE3440,JNE3440-KR-N-XL,B081WPK66G,MARATHAKKARA; Thrissur,KERALA
89159,402-5833787-2173960,2005/2/22,JNE3801,JNE3801-KR-XXXL,B09SDYSR1F,SAMALKHA,HARYANA
89164,405-9377644-3184319,2005/2/22,JNE3801,JNE3801-KR-XXL,B09SDZ4XRT,HYDERABAD,TELANGANA
89171,171-5796120-3512340,2005/2/22,JNE3265,JNE3265-KR-XXL,B07R51NJC2,HYDERABAD,TELANGANA
89173,403-1533149-0895536,2005/2/22,JNE3675,JNE3675-TU-L,B09432M4NC,PUNE,MAHARASHTRA
89176,402-6147374-0087557,2005/2/22,SET332,SET332-KR-PP-M,B09NQ4SBZ4,GURUGRAM,HARYANA
89186,408-2687385-2862739,2005/2/22,JNE3440,JNE3440-KR-N-XL,B081WPK66G,Kolkata,WEST BENGAL
89188,403-8867311-8747506,2005/2/22,SET405,SET405-KR-NP-XXXL,B09QJ3QCXF,VADODARA,Gujarat
89189,402-2490566-5403543,2005/1/22,SET183,SET183-KR-DH-M,B08B3Z2YY3,Chennai,TAMIL NADU
89192,404-8805559-6020304,2005/1/22,JNE3722,JNE3722-KR-L,B09BQBB47Y,EAST GODAVARI,ANDHRA PRADESH
89203,403-1056993-1600346,2005/1/22,SET363,SET363-KR-NP-M,B09TH8L9PW,HYDERABAD,TELANGANA
89205,404-9131335-2242743,2005/1/22,J0003,J0003-SET-XS,B0894WW15B,GANJAM,ODISHA
89209,403-8898278-4615521,2005/1/22,JNE3373,JNE3373-KR-XXL,B082W8RWN1,CHENNAI,TAMIL NADU
89224,403-0959120-2353131,2005/1/22,SET182,SET182-KR-DH-S,B085HRGBDN,NOIDA,UTTAR PRADESH
89225,403-0959120-2353131,2005/1/22,J0003,J0003-SET-S,B0894X27FC,NOIDA,UTTAR PRADESH
89226,408-3472440-9825134,2005/1/22,SET268,SET268-KR-NP-XL,B08XQBF1G4,VIJAYAWADA,ANDHRA PRADESH
89227,408-3472440-9825134,2005/1/22,SET325,SET325-KR-NP-XL,B09K3QSXVJ,VIJAYAWADA,ANDHRA PRADESH
89283,407-1263970-1869918,2005/1/22,J0373,J0373-KR-M,B09KXR4JZB,NEW DELHI,DELHI
89284,407-1263970-1869918,2005/1/22,JNE3863,JNE3863-TU-M,B09RMP7GCC,NEW DELHI,DELHI
89285,407-1263970-1869918,2005/1/22,SET209,SET209-KR-PP-M,B099WY7W99,NEW DELHI,DELHI
89304,171-5885037-7599535,2005/1/22,JNE3608,JNE3608-KR-L,B08TH4MQD2,NAGAMALAIPUDUKOTTAI,TAMIL NADU
89318,171-2331918-5265132,2005/1/22,J0301,J0301-TP-XL,B099S87FTK,COIMBATORE,TAMIL NADU
89349,407-3165207-8166719,2005/1/22,J0003,J0003-SET-S,B0894X27FC,NEW DELHI,DELHI
89352,402-0371123-4207552,2005/1/22,JNE3405,JNE3405-KR-S,B081WX4G4Q,PUNE,MAHARASHTRA
89364,171-8240300-1857958,2005/1/22,SET286,SET286-KR-NP-XL,B099NGZGRJ,SECUNDERABAD,TELANGANA
89370,406-9405257-9625156,2005/1/22,SET324,SET324-KR-NP-XL,B09NQ4QS13,NAVI MUMBAI,MAHARASHTRA
89372,408-9221528-0097925,2005/1/22,SET343,SET343-KR-NP-XL,B09NDLRSXQ,MUMBAI,MAHARASHTRA
89376,408-5084524-0745113,2005/1/22,J0285,J0285-SKD-S,B08QGJ32WW,GORAKHPUR,UTTAR PRADESH
89377,405-5913565-3410751,2005/1/22,JNE3800,JNE3800-KR-L,B09SDXWNPZ,RATLAM,MADHYA PRADESH
