index,Order ID,Date,SKU,ASIN,ship-city
75445,403-1284747-7560311,2005/10/22,JNE2205-KR-467-A-S,B07BL1ZXD9,CHHAPRAULI
75446,405-5619598-7226734,2005/10/22,J0164-DR-M,B08QGMPGKT,VARANASI
75449,406-6837499-8568323,2005/10/22,SET357-KR-NP-S,B09Y3GBB15,BUDAUN
75452,404-3753055-5395540,2005/10/22,JNE3785-KR-XXL,B09K3XNZNX,BHOPAL
75454,408-8519337-9613122,2005/10/22,SET300-KR-NP-XXL,B09KXTQJW3,MUMBAI
75455,408-8519337-9613122,2005/10/22,J0372-SKD-XXL,B09K3G69WJ,MUMBAI
75457,407-0474114-1614750,2005/10/22,J0103-SKD-XXXL,B08VWRSTXS,HYDERABAD
75467,405-8427360-6144360,2005/10/22,JNE3765-KR-S,B09K3T469Z,PUNE
75470,406-1114136-1321929,2005/10/22,J0341-DR-XXL,B099NR3NXY,SURAT
75471,407-3302946-8492352,2005/10/22,JNE3405-KR-XXXL,B081WZ4T3V,BANGALORE
75477,408-6164377-5264320,2005/10/22,J0244-SKD-L,B0925WM8Z6,Naharlagun
75478,408-6164377-5264320,2005/10/22,J0127-SKD-L,B08QGKDCNW,Naharlagun
75483,171-6260824-4289966,2005/10/22,J0164-DR-XXL,B08QGNJVKR,Pune
75487,403-2727648-9501929,2005/10/22,J0010-LCD-XL,B08BJRSXYV,BENGALURU
75489,408-7745713-8345128,2005/10/22,J0341-DR-XXL,B099NR3NXY,Gudalur
75494,408-6078220-3112354,2005/10/22,J0219-BL-XL,B09PBVTDCM,CHENNAI
75496,404-2398832-2704353,2005/10/22,SET386-KR-NP-XXL,B09K3LL5SD,JALANDHAR
75501,406-3947913-9353122,2005/10/22,J0108-SKD-M,B08TZTCG89,FARRUKH NAGAR
75506,407-4527397-2173907,2005/10/22,JNE3798-KR-A-M,B09TH54761,AURANGABAD
75508,403-5353776-6228324,2005/10/22,J0118-TP-XL,B08N4RDVZP,KOLKATA
75509,405-1542987-8453124,2005/10/22,J0127-SKD-L,B08QGKDCNW,DULIAJAN
75510,406-7843208-1146719,2005/10/22,JNE3797-KR-XS,B09SDY9SQ6,KOLKATA
75513,408-9115805-0361961,2005/10/22,JNE3659-TP-N-L,B08ZHT1PKK,COIMBATORE
75519,408-4686513-4382719,2005/10/22,JNE3798-KR-XXL,B09SDZF54G,HOSKOTE; Bangalore
75521,171-0503267-1193141,2005/10/22,JNE3781-KR-XXXL,B09K3WFS32,NEW DELHI
75526,404-1365804-8028317,2005/10/22,SET355-KR-PP-XS,B09RKDQHR3,RAIGARH
75528,403-0209118-1189155,2005/10/22,J0041-SET-M,B089G2L483,NEW DELHI
75531,405-0202441-2410734,2005/10/22,SET257-KR-PP-S,B0983FN98F,Hyderabad
75532,406-6823420-4000310,2005/10/22,JNE3800-KR-XL,B09SDYWXDS,BELAGAVI
75536,407-7549923-1962760,2005/10/22,J0341-DR-XXL,B099NR3NXY,BHUJ
75539,406-4501335-0437139,2005/10/22,SET278-KR-NP-XS,B0983DSS8R,PHALODI
75540,402-2277973-7869119,2005/10/22,J0097-KR-M,B08BJT3PSM,BHIWADI
75544,406-1412568-3368351,2005/10/22,JNE1906-KR-031-XL,B06Y59MV5R,THIRUVANANTHAPURAM
75551,171-3131654-8797142,2005/10/22,JNE3609-KR-L,B08W28FD2K,NEW DELHI
75559,408-4633236-3570704,2005/10/22,SET264-KR-NP-L,B08YNFKKGY,ARIYALUR
75562,408-9219146-9803528,2005/10/22,JNE3797-KR-L,B09SDXFFQ1,PUNE
75563,404-9006143-7117963,2005/10/22,PJNE3373-KR-N-5XL,B09LD35DZ3,NATTAKAM
75566,403-7185319-7563531,2005/10/22,SET183-KR-DH-M,B08B3Z2YY3,HINDAUN city
75568,402-6312802-1825968,2005/10/22,JNE3364-KR-1051-A-S,B07WT53CQZ,MAWANA
75571,406-7240119-6609937,2005/10/22,JNE1906-KR-031-XXXL,B07H6HKBLD,NELLORE
75572,406-7240119-6609937,2005/10/22,JNE1906-KR-031-M,B06Y5RHMBJ,NELLORE
75573,406-7240119-6609937,2005/10/22,JNE1906-KR-031-S,B06Y5CCJ89,NELLORE
75576,405-0084646-8488304,2005/10/22,JNE3797-KR-S,B09SDYQ3WG,BENGALURU
75577,406-4678848-6361119,2005/10/22,JNE3803-KR-M,B09K3TMCKY,KOTHAMANGALAM
75581,402-9917803-8014708,2005/10/22,J0353-KR-M,B098124TF1,MATHURA
75583,408-5461755-3328331,2005/10/22,JNE3735-KR-XXL,B09LTZV6GM,Mumbai
75585,405-3849214-1953940,2005/10/22,SET356-KR-NP-XXL,B09QJ3RNNY,DURG
75587,406-7932023-9733138,2005/10/22,SET186-KR-DH-S,B08B3Z86XY,Dhule
75589,408-9984315-4900355,2005/10/22,SET389-KR-NP-XXL,B09KXTVXM9,HIMMATNAGAR
75593,404-4502869-8223503,2005/10/22,JNE3501-KR-XXL,B08MYS9MN7,Madipakam CHENNAI
75595,406-6088770-7325169,2005/10/22,JNE3659-TP-N-L,B08ZHT1PKK,LUCKNOW
75596,406-6088770-7325169,2005/10/22,J0088-TP-L,B092D2B8N4,LUCKNOW
75598,408-9264956-3342750,2005/10/22,J0373-KR-M,B09KXR4JZB,BENGALURU
75607,407-8832746-4814713,2005/10/22,SET351-KR-NP-XXXL,B09KXT1W6B,MUMBAI
75611,171-4913072-8341962,2005/10/22,JNE3364-KR-1051-A-XXL,B07WW51DFC,UMBERGAON
75612,403-0931103-9047504,2005/10/22,SET183-KR-DH-M,B08B3Z2YY3,CHITTOOR
75615,407-3209564-4435510,2005/10/22,NW028-TP-PJ-L,B0922SGMFS,NEW TOWN
75618,406-3702265-9653938,2005/10/22,J0095-SET-XXL,B08CMMN974,SHEVGAON
75619,407-0738518-6101937,2005/10/22,JNE3440-KR-N-XS,B09HMY3YLT,Ettumanoor;Kottayam
75623,407-1253578-5158754,2005/10/22,JNE3609-KR-XS,B08W1PD48Y,Varapuzha
75624,171-7638422-8368303,2005/10/22,SET357-KR-NP-XXL,B09Y3H5PY8,HYDERABAD
75626,407-4775472-2011526,2005/10/22,JNE1906-KR-031-S,B06Y5CCJ89,NOIDA
75628,171-1349298-5970711,2005/10/22,SET357-KR-NP-M,B09Y3MWCDM,SAGAR
75631,402-9044852-0602701,2005/10/22,JNE3510-KR-M,B08WPR5MCB,MUMBAI
75636,405-8236258-2436301,2005/10/22,J0142-KR-L,B08QGJ4YT1,KOLKATA
75637,405-6244461-9485127,2005/10/22,NW005-ST-PJ-XS,B0922SDB6D,UDAIPUR
75639,408-7374279-2682759,2005/10/22,MEN5013-KR-XL,B08YYSPGH6,BIKRAMGANJ
75642,404-8857285-2345121,2005/10/22,SET183-KR-DH-M,B08B3Z2YY3,Ahmedabad
75646,171-8157892-6865141,2005/10/22,J0230-SKD-M,B08XNJG8B1,Mumbai
75647,408-2275956-7806755,2005/10/22,J0095-SET-XXL,B08CMMN974,GURUGRAM
75648,408-2206308-4738732,2005/10/22,JNE3781-KR-XXXL,B09K3WFS32,delhi
75653,171-7429649-1041930,2005/10/22,JNE3467-KR-S,B08CDQ3M4V,CHENNAI
75654,407-3124883-6829141,2005/10/22,J0137-SET-L,B091Z737NX,DEHRADUN
75658,408-2196108-0365924,2005/10/22,JNE3905-DR-L,B09YYQV9JG,GURUGRAM
75662,405-7390734-9768325,2005/10/22,JNE3798-KR-XL,B09SDXG1CP,Thiruvananthapuram
75663,406-8462608-6891553,2005/10/22,J0134-SET-S,B08N4QQDNL,CHITTOOR
75667,407-3646861-8989968,2005/10/22,JNE3797-KR-M,B09SDY8DCT,MALAPPURAM
75668,407-3646861-8989968,2005/10/22,JNE3798-KR-A-M,B09TH54761,MALAPPURAM
75671,408-9334589-0182739,2005/10/22,JNE3642-TP-XXL,B09434XSZF,GURUGRAM
75676,171-6768741-6789916,2005/10/22,MEN5004-KR-L,B08YZ19DL9,MUMBAI
75678,403-4908433-2578704,2005/10/22,J0306-DR-L,B099NPNDHW,NOIDA
75681,406-3887443-5749159,2005/10/22,SET203-KR-DPT-L,B08MYV6C3Y,CHENNAI
75683,171-5211190-1657902,2005/10/22,SET385-KR-NP-M,B09K3V84KC,VANIYAMKULAM II
75685,406-7313021-7680321,2005/10/22,JNE2305-KR-533-L,B07GRSCXCP,GHAZIABAD
75690,402-9632911-6532337,2005/10/22,JNE3364-KR-1051-A-L,B07WP5G7MK,PONNANI
75694,404-3216318-2991520,2005/10/22,JNE3364-KR-1051-A-M,B07WP5HXW3,AHMEDABAD
75695,406-6478126-1346764,2005/10/22,J0041-SET-S,B089G1JQCK,BENGALURU
75698,403-7195341-5489165,2005/10/22,JNE3797-KR-XL,B09SDXRYBG,ANTAH
75701,408-6499608-7251566,2005/10/22,NW012-TP-PJ-L,B0922V9HP7,GURUGRAM
75706,403-0444071-8214736,2005/10/22,SET199-KR-NP-XXXL,B08WS3J6YK,KOLKATA
75708,402-9533820-2293162,2005/10/22,SET343-KR-NP-XXXL,B09NDL4F2Y,Ahmedabad
75709,171-7505336-1445116,2005/10/22,SET145-KR-NP-L,B0822SX9WB,KESKAL
75711,405-4806162-5231533,2005/10/22,J0353-KR-XL,B098124BPM,MUMBAI
75712,405-8571710-0420310,2005/10/22,SET402-KR-NP-M,B09VC5F9KB,BHOPAL
75717,402-5022371-4880337,2005/10/22,SET188-KR-NP-S,B08KRV7P6S,BENGALURU
75718,407-9482375-7951508,2005/10/22,SET184-KR-PP-XL,B08W8DJG7F,SEONI
75725,407-6987752-0812346,2005/10/22,BTM038-PP-S,B08KRXD9ZS,MOHALI
75729,406-6240356-4989127,2005/10/22,JNE3797-KR-S,B09SDYQ3WG,MUMBAI
75737,405-0410348-7346750,2005/10/22,JNE3793-KR-XXXL,B09NQ7PCW9,BENGALURU
75739,171-2933503-0181938,2005/10/22,JNE3800-KR-A-S,B09TH5VZK6,vellore
75741,406-0668690-7768359,2005/10/22,J0003-SET-L,B0894Y4PNG,KOLKATA
75742,171-5359516-5567516,2005/10/22,J0095-SET-XS,B08CMF24KH,BHILAI
75743,408-9819705-7496313,2005/10/22,JNE3160-KR-G-L,B07K3R51CL,GUNTUR
75746,407-0129149-8453152,2005/10/22,SET339-KR-NP-L,B09RT3BBJZ,THIRUVANANTHAPURAM
75749,403-3159513-4078740,2005/10/22,JNE3805-KR-S,B09K3T9XRW,ASANSOL
75753,406-0869065-7020352,2005/10/22,J0164-DR-M,B08QGMPGKT,NEW DELHI
75756,171-5084078-2383526,2005/10/22,JNE3449-KR-L,B08BFQBFX3,ULLAL
75757,404-5774173-6896311,2005/10/22,SET233-KR-PP-XXL,B08MXBX6B7,KUNDLI INDUSTRIAL AREA
75758,405-4821253-3207520,2005/10/22,J0179-KR-XXL,B08N1BFLWX,Mumbai
75762,408-5339718-8611562,2005/10/22,J0341-DR-XXXL,B099NSQP4Z,KAKINADA
75767,171-4821129-1315545,2005/10/22,SET350-KR-NP-XL,B09RKD2Z9R,Dist - DIBRUGARH
75769,405-0058994-9416314,2005/10/22,SET075-KR-DH-XXXL,B07TD8SX5Y,LUDHIANA
75772,171-8246887-6111523,2005/10/22,NW030-TP-PJ-M,B09G2R6Y8J,MORADABAD
75774,405-1304304-3349933,2005/10/22,SET233-KR-PP-L,B08MXF6MZF,IMPHAL
75778,408-1495441-1153129,2005/10/22,JNE1906-KR-031-XL,B06Y59MV5R,Kanpur
75784,407-2629661-9195519,2005/10/22,MEN5021-KR-M,B08YYQRS7M,KALYAN
75799,171-6577176-0910764,2005/10/22,SET345-KR-NP-L,B09KXT4VG7,GHAZIABAD
75800,402-7636613-6949958,2005/10/22,J0215-BL-L,B09KXWWDL3,MUMBAI
75811,408-8757866-5069168,2005/10/22,J0301-TP-XXXL,B099S9P2FK,GURUGRAM
75813,408-3405542-7434733,2005/10/22,JNE3261-KR-XXXL,B07R5WN6NZ,NS Rd 10; JVPDS; Vile Parle (W) Mumbai
75814,403-7357986-6012363,2005/10/22,JNE3803-KR-S,B09K3ZQCF9,KOLHAPUR
75816,404-0250581-5506753,2005/10/22,J0139-KR-S,B091XPLK72,SONIPAT
75817,404-7849243-0536354,2005/10/22,J0108-SKD-M,B08TZTCG89,KORBA
75818,408-5650530-8672360,2005/10/22,SET281-KR-PP-M,B0983FLKZR,KANPUR
75820,403-7553060-9162703,2005/10/22,JNE3364-KR-1051-A-XXXL,B07WW89977,GANDHINAGAR
75821,403-7553060-9162703,2005/10/22,JNE2291-KR-602-XXXL,B07HYS3P54,GANDHINAGAR
75826,402-3950160-3035511,2005/10/22,J0152-DR-XL,B08TZXZ1L4,ERNAKULAM
75828,171-3687359-8022709,2005/10/22,J0034-SET-M,B089G1V1G3,RAIPUR
75831,407-7427582-6333940,2005/10/22,SET400-KR-NP-L,B09W644VYK,TUMKUR
75835,402-0181636-2982760,2005/10/22,JNE3803-KR-XXL,B09K3WVVMJ,KOLKATA
75836,403-5995803-1764331,2005/10/22,JNE3798-KR-A-XL,B09TH586J3,GURUGRAM
75837,407-1736313-7319521,2005/10/22,J0341-DR-XXXL,B099NSQP4Z,BENGALURU
75846,403-7158910-8445109,2005/10/22,JNE3608-KR-L,B08TH4MQD2,VELUR
75847,403-7158910-8445109,2005/10/22,JNE3369-KR-L,B081X25SZB,VELUR
75854,404-0554873-8993127,2005/10/22,JNE3619-KR-M,B091Q8446G,HALDIA
75855,402-8552997-2185101,2005/10/22,JNE3487-KR-L,B08RP29G54,chennai
75856,403-0631546-6281116,2005/10/22,SET183-KR-DH-M,B08B3Z2YY3,PUNE
75858,405-1210263-0076346,2005/10/22,SET330-KR-PP-XS,B09SDYW5QQ,HYDERABAD
75863,408-3898259-4979566,2005/10/22,SET377-KR-NP-XS,B09TZV58PW,GARULIA
75865,406-0719567-5674700,2005/10/22,J0118-TP-XXXL,B08N43MK22,Pondicherry
75866,408-1881556-5699520,2005/10/22,J0011-LCD-S,B08B3YXQJ2,HYDERABAD
75868,402-7383774-2604356,2005/10/22,SET374-KR-NP-M,B09NDKJKPN,GUDIYATHAM
75870,408-0179589-4894757,2005/10/22,JNE3803-KR-S,B09K3ZQCF9,BIRPUR
75872,171-2454942-4121116,2005/10/22,SET197-KR-NP-XXXL,B08B3ZKPDZ,Bengaluru
75876,407-7883244-3525919,2005/10/22,JNE3359-KR-S,B07ZYPF8SV,BENGALURU
75885,403-1627818-0669942,2005/10/22,JNE3800-KR-A-XL,B09TH33GBM,Kolkata
75889,403-2796430-2040331,2005/10/22,SET331-KR-NP-L,B09NQ4XYV9,Old DELHI
75892,407-1249143-4885958,2005/10/22,SET282-KR-PP-M,B09CTCDDQ4,ARIYALUR
75893,407-5230277-9481922,2005/10/22,JNE3721-KR-M,B099FC9KR1,NEW DELHI
75897,171-0999327-2233927,2005/10/22,JNE3674-TU-M,B094368WZ8,ERNAKULAM
75900,403-0935072-6941114,2005/10/22,JNE3487-KR-L,B08RP29G54,UDAIPUR
75901,171-7278056-1245104,2005/10/22,J0164-DR-M,B08QGMPGKT,GAYA
75904,407-3785164-5032300,2005/10/22,JNE3797-KR-A-XL,B09TH3H2DP,Kakkodi; kozhikode
75909,403-1648497-9893945,2005/10/22,JNE3905-DR-L,B09YYQV9JG,SOUTH GOA
75911,404-0987377-4823503,2005/10/22,JNE3797-KR-A-XXL,B09TH3MNW7,CHUMUKEDIMA
75912,406-9527842-4376308,2005/10/22,JNE3902-KR-M,B09YYLFLDH,Pune
75917,408-1321191-3685164,2005/10/22,JNE3759-KR-XXL,B099FC1CGC,BENGALURU
75918,408-6712238-1690720,2005/10/22,JNE3364-KR-1051-A-XL,B07WT55S56,NEW DELHI
75921,406-0755970-5513921,2005/10/22,SET433-KR-NP-XXXL,B09TH8T4GM,Kathor
75927,407-0630605-1117965,2005/10/22,JNE3465-KR-XXL,B08BFT4ZKX,DOWLESWARAM
75930,405-7551212-6641108,2005/10/22,J0003-SET-XXL,B0894XKVH3,ERNAKULAM
75935,403-4372931-5831540,2005/10/22,SET304-KR-DPT-XL,B09K3HVZ83,BARIPADA
75941,404-6702267-8153935,2005/10/22,MEN5018-KR-S,B08YZ2V39J,NAGPUR
75942,404-6702267-8153935,2005/10/22,MEN5012-KR-S,B08YZ18YTZ,NAGPUR
75943,403-5919254-5357943,2005/9/22,JNE3703-KR-L,B099NMK3ZV,KAPURTHALA
75944,403-9173063-5709114,2005/9/22,JNE3607-KR-M,B08TGN7N1L,LUCKNOW
75945,171-4209965-7728356,2005/9/22,J0117-TP-XL,B08N4H7B3Y,HYDERABAD
75946,408-8604518-7003515,2005/9/22,J0354-KR-M,B098116JZS,GHAZIABAD
75951,405-0125153-1729931,2005/9/22,SET386-KR-NP-XS,B09K3BVR23,Colachal; Kanya Kumari District
75952,404-1615815-8943508,2005/9/22,JNE3721-KR-XL,B099FDMD6T,NEW DELHI
75953,404-5742636-1373165,2005/9/22,SET401-KR-NP-XXXL,B09VC71N98,DHARIWAL
75954,404-5742636-1373165,2005/9/22,SET400-KR-NP-XXXL,B09W62SX2P,DHARIWAL
75964,171-8905912-5157933,2005/9/22,JNE3500-KR-XXXL,B09811J2R4,CHENNAI
75965,402-3776052-4985144,2005/9/22,JNE3797-KR-XXXL,B09SDY4VDC,MUMBAI
75966,408-2719718-6299509,2005/9/22,SET197-KR-NP-XXXL,B08B3ZKPDZ,CHENNAI
75967,408-2719718-6299509,2005/9/22,J0009-SKD-XXXL,B0894VM6TP,CHENNAI
75969,405-5747393-5873141,2005/9/22,SET145-KR-NP-M,B0822TVYZ1,CHENNAI
75971,407-6657336-4161132,2005/9/22,JNE1408-KR-UDF19-A-XXL,B0743FD3GJ,Ramapuram
75972,406-3846363-0789121,2005/9/22,JNE3758-KR-M,B099FD4Y3L,AURANGABAD
75973,406-3846363-0789121,2005/9/22,JNE3730-KR-M,B09HMK3P9S,AURANGABAD
75975,407-3177147-8829968,2005/9/22,JNE3800-KR-XL,B09SDYWXDS,BENGALURU
75979,407-3327251-5529919,2005/9/22,J0096-KR-XL,B089G2K69F,SIDCUL HARIDWAR
75980,403-3958393-8638734,2005/9/22,SET200-KR-NP-A-XXL,B08L93NCRY,KANGRA
75988,407-8283475-6606712,2005/9/22,JNE3721-KR-XL,B099FDMD6T,BENGALURU
75989,406-4221286-5119564,2005/9/22,JNE3751-KR-XXXL,B09KXQ1919,NEW DELHI
75994,404-9582454-7301935,2005/9/22,SET184-KR-PP-XXXL,B08W98B8ZN,GUWAHATI
75995,404-9582454-7301935,2005/9/22,SET184-KR-PP-XXL,B08W8KNCDH,GUWAHATI
76003,404-6897657-8985939,2005/9/22,JNE3797-KR-A-L,B09TH2ZFSY,PATHANAMTHITTA
76006,402-2852126-2831504,2005/9/22,J0216-BL-M,B09PBVS95G,PALAMANER
76010,403-3468035-0792328,2005/9/22,J0117-TP-XL,B08N4H7B3Y,NEW DELHI
76015,171-1789470-0509104,2005/9/22,SET401-KR-NP-L,B09VC5ZGD8,KOLKATA
76016,403-5882026-3037909,2005/9/22,JNE3334-KR-M,B07S8WG31H,BALLY
76017,403-7867864-2895563,2005/9/22,JNE1525-KR-UDF19BLACK-L,B01MSEK1O5,VISAKHAPATNAM
76018,403-7867864-2895563,2005/9/22,JNE3618-KR-L,B091Q84CBF,VISAKHAPATNAM
76022,403-9280808-0822765,2005/9/22,JNE3797-KR-L,B09SDXFFQ1,hyderabad
76027,406-9072913-5593138,2005/9/22,JNE3265-KR-XL,B07R5WRWSH,VASCO DA GAMA
76028,406-9072913-5593138,2005/9/22,JNE3251-KR-XL,B07WF6K53C,VASCO DA GAMA
76030,408-1350351-6072347,2005/9/22,JNE3251-KR-M,B07W8G8K5W,HYDERABAD
76032,171-0594228-6649103,2005/9/22,JNE3798-KR-XS,B09SDY7MHD,PONDA
76035,402-7057123-3360335,2005/9/22,JNE3797-KR-XS,B09SDY9SQ6,PUNE
76039,171-1723948-8693166,2005/9/22,J0011-LCD-S,B08B3YXQJ2,RAIPUR
76042,405-6581427-4271527,2005/9/22,J0011-LCD-XXL,B08B3YDP12,INDORE
76043,402-3192620-0275521,2005/9/22,J0349-SET-S,B099NJ4XRB,BOLPUR
76044,402-6194259-6456314,2005/9/22,JNE3364-KR-1051-A-XXL,B07WW51DFC,BENGALURU
76046,408-6709698-8874714,2005/9/22,NW020-ST-SR-XL,B099NNVBWM,THANE
76048,408-6648769-0772360,2005/9/22,JNE3739-KR-XL,B099FD3RH8,CHENNAI
76050,405-2291015-1363548,2005/9/22,SET330-KR-PP-L,B09SDXL6QC,MUMBAI
76053,171-4244542-6621121,2005/9/22,J0217-BL-S,B09KXW47QT,Bangalore
76061,405-1744399-1398751,2005/9/22,SET328-KR-NP-XS,B09K3QJ389,MORADABAD
76062,403-6978334-4266730,2005/9/22,J0217-BL-M,B09KXVVR34,RANCHI
76064,406-1705535-2593962,2005/9/22,JNE3798-KR-XL,B09SDXG1CP,THIRUVANANTHAPURAM
76078,405-6210579-3378752,2005/9/22,JNE3865-TP-L,B09TZSN6PK,CHANDIGARH
76080,407-4355440-7060332,2005/9/22,SET268-KR-NP-S,B08XQ98B2Q,Kochi
76081,407-4355440-7060332,2005/9/22,JNE3607-KR-M,B08TGN7N1L,Kochi
76084,171-3338833-8381939,2005/9/22,J0341-DR-XXL,B099NR3NXY,CHENNAI
76087,403-6150121-0249956,2005/9/22,SET325-KR-NP-M,B09K3JW9KT,Mumbai
76088,405-8559960-9915523,2005/9/22,SET217-KR-PP-S,B0899Z4589,BENGALURU
76089,405-8126275-1380327,2005/9/22,JNE3612-KR-XL,B091Q8L39S,Jamshedpur
76090,405-8126275-1380327,2005/9/22,JNE3614-KR-XL,B097ZZHBTC,Jamshedpur
76110,406-7687775-1673125,2005/9/22,JNE3797-KR-L,B09SDXFFQ1,AHMEDABAD
76115,404-9136886-2580311,2005/9/22,PJNE3445-KR-N-6XL,B09LD4V2B7,MUMBAI
76116,406-1029079-6853955,2005/9/22,MEN5002-KR-XXXL,B08YZ2HJFW,NEW DELHI
76118,405-9806427-1735519,2005/9/22,J0002-SKD-M,B0894YWSQN,MUNDLAMURU
76119,171-1028913-9155519,2005/9/22,SET345-KR-NP-S,B09KXV6T8Q,BHUBANESWAR
76125,408-5179122-2081164,2005/9/22,JNE3543-KR-L,B08HK4WHNK,Kota
76126,404-3048539-7113144,2005/9/22,JNE3797-KR-S,B09SDYQ3WG,Kakkanad
76132,407-1526658-7030762,2005/9/22,SET203-KR-DPT-XL,B08MYRR1ZW,GANJ DUNDWARA
76139,408-5765822-7308333,2005/9/22,JNE3797-KR-A-S,B09TH4H7T2,GANGANAGAR
76141,404-5483152-1985908,2005/9/22,JNE3522-KR-XS,B08W9PLWHQ,NAVI MUMBAI
76145,406-0758323-7749101,2005/9/22,NW038-ST-SR-L,B09B78BCGH,NEW DELHI
76146,406-0758323-7749101,2005/9/22,NW016-ST-SR-S,B099NQKVD6,NEW DELHI
76147,405-6387989-6724343,2005/9/22,JNE3515-KR-L,B09811SPB4,HYDERABAD
76148,405-6387989-6724343,2005/9/22,JNE3368-KR-L,B081X4S825,HYDERABAD
76150,404-7444377-9154708,2005/9/22,PJNE3368-KR-5XL,B09PYKDYZ3,NEW DELHI
76152,405-5846530-8515544,2005/9/22,JNE3797-KR-L,B09SDXFFQ1,AHMEDABAD
76153,405-5846530-8515544,2005/9/22,SET058-KR-NP-L,B07R487XRD,AHMEDABAD
76154,405-0812624-2201111,2005/9/22,JNE2014-KR-178-L,B0783Q5HMF,Thiruvalla
76163,407-4239638-3294716,2005/9/22,JNE3560-KR-XXL,B08PCRPSKP,GWALIOR
76165,171-6488945-6824368,2005/9/22,JNE3797-KR-XS,B09SDY9SQ6,kottaym
76166,408-8046186-1216340,2005/9/22,J0003-SET-M,B0894XH3LN,NEW DELHI
76172,171-8215922-7344319,2005/9/22,J0341-DR-XS,B099NS55L1,HYDERABAD
76179,403-4438603-1230728,2005/9/22,JNE3368-KR-XXXL,B0828PD16L,CHAPRA
76180,407-8214811-0129111,2005/9/22,J0240-SKD-XL,B0925VPZTV,KURUKSHETRA
76183,404-4615410-4397149,2005/9/22,SET341-KR-NP-XL,B09NPX3HG3,PATNA
76191,403-3925434-5819567,2005/9/22,JNE3797-KR-M,B09SDY8DCT,Visakhapatnam
76192,406-0560278-1263511,2005/9/22,JNE3487-KR-M,B08RP2Y81T,CHENNAI
76200,404-8523103-9433955,2005/9/22,J0011-LCD-S,B08B3YXQJ2,SURAT
76201,404-7059954-8414767,2005/9/22,JNE3607-KR-XL,B08TGZCN3N,CHENNAI
76204,403-0089167-2021917,2005/9/22,JNE3261-KR-S,B07R41PW8D,JODHPUR
76209,403-6812730-6391554,2005/9/22,SET383-KR-NP-S,B09K3N11KK,HYDERABAD
76210,407-4903730-4441950,2005/9/22,SET278-KR-NP-XL,B0983GGFYD,BENGALURU
76212,405-7416365-8529938,2005/9/22,SET217-KR-PP-XL,B0899Y6NVG,MAUNATH BHANJAN
76215,408-9951608-2217132,2005/9/22,JNE1906-KR-031-XXL,B06Y57CT5J,jalgaon
76218,171-4090536-1858711,2005/9/22,SET383-KR-NP-L,B09K3PDMBM,KANPUR
76219,404-9708125-6737113,2005/9/22,PJNE2199-KR-N-6XL,B09LD4J4NP,CHENNAI
76223,408-7158425-6733157,2005/9/22,SET172-KR-PP-B-XL,B0822W6T1C,PUNE
76226,403-5029793-4694721,2005/9/22,JNE3691-TU-L,B0986VTQL7,NEW DELHI
76229,407-9476839-9583507,2005/9/22,JNE3804-KR-XL,B09K3ZC3LK,CHENNAI
76232,404-6154939-7679526,2005/9/22,J0095-SET-XL,B08CMN1K86,PALAKKAD
76233,403-4986157-7412352,2005/9/22,SET389-KR-NP-XL,B09KXW4WQC,HINDALCO INDUSTRIES LTD
76236,406-5423548-0465145,2005/9/22,JNE3797-KR-S,B09SDYQ3WG,MUMBAI
76237,404-4363734-4870752,2005/9/22,JNE3752-KR-XXXL,B09K3Z6TT3,UTHUKKOTTAI
76238,406-0647374-7102744,2005/9/22,J0336-TP-L,B0986XZG4D,UMRETH
76239,403-2106807-9203501,2005/9/22,J0236-SKD-XXXL,B08ZYPCX6Y,LUCKNOW
76244,171-9957915-7299528,2005/9/22,J0345-SET-L,B099NHRRMT,MUMBAI
76247,407-3896069-2445953,2005/9/22,JNE3797-KR-L,B09SDXFFQ1,KANNUR
76258,407-8651722-6762701,2005/9/22,J0117-TP-XXXL,B08N498WCX,SHAHJAHANPUR
76264,171-6608809-5861134,2005/9/22,JNE3384-KR-M,B084KYYXR3,UDUPI
76265,405-9313492-6442749,2005/9/22,J0230-SKD-M,B08XNJG8B1,BENGALURU
76268,408-3111050-4888303,2005/9/22,JNE1906-KR-031-M,B06Y5RHMBJ,VIJAYAWADA
76274,408-0664699-0552367,2005/9/22,J0041-SET-M,B089G2L483,TIRUNELVELI
76275,405-6803712-3005112,2005/9/22,J0003-SET-XXL,B0894XKVH3,NASHIK
76276,402-5289778-0539532,2005/9/22,JNE3660-TP-N-S,B08ZHFVV6F,Pune
76277,402-5289778-0539532,2005/9/22,JNE3662-TP-S,B0986YM94G,Pune
76279,402-1194946-2929928,2005/9/22,JNE3369-KR-M,B081WT2JNL,Chickballapur
76284,407-1709042-4101142,2005/9/22,SET400-KR-NP-L,B09W644VYK,NEW DELHI
76286,405-1314664-9172309,2005/9/22,JNE3368-KR-XXXL,B0828PD16L,MANGALAGIRI
76287,405-0428315-0136337,2005/9/22,J0003-SET-M,B0894XH3LN,THANE
76290,408-9882989-0054749,2005/9/22,JNE3160-KR-G-XL,B07K4C1KTB,BENGALURU
76291,171-8485121-9879557,2005/9/22,JNE3797-KR-L,B09SDXFFQ1,KOLLAM
76294,407-2978120-6398746,2005/9/22,SET199-KR-NP-XXL,B08WRHJ2LQ,SHAHDOL
