index,Order ID,Style,ship-state,ship-postal-code
80607,403-4449580-0883536,SET355,RAJASTHAN,302031
80611,406-4081609-0600339,JNE3800,KARNATAKA,560036
80612,405-7850871-5627507,SET344,KARNATAKA,560077
80613,405-4703761-9065123,JNE3800,MAHARASHTRA,421306
80614,405-4703761-9065123,JNE3797,MAHARASHTRA,421306
80615,402-9092820-1636324,PJNE3252,TELANGANA,500029
80616,402-9092820-1636324,PJNE3291,TELANGANA,500029
80622,402-3600366-5868308,SET304,MAHARASHTRA,401107
80624,408-5214648-4077162,JNE3797,TAMIL NADU,600112
80627,402-7949489-9524323,SET278,TELANGANA,500092
80629,406-7972337-3959555,MEN5003,TAMIL NADU,600044
80631,403-2592648-9478756,JNE3797,Gujarat,380058
80636,407-6921333-5429938,JNE3797,KERALA,695009
80637,406-0394104-9301168,JNE3797,KERALA,678731
80638,171-5182682-6329952,JNE3797,DELHI,110019
80642,404-9779420-9157938,JNE3619,MAHARASHTRA,400606
80648,404-7677755-8193935,JNE3543,MAHARASHTRA,400604
80649,407-4141674-5649157,JNE3794,UTTARAKHAND,248001
80650,402-5027988-4948310,JNE3797,KARNATAKA,560082
80653,403-1067288-8769914,MEN5027,TAMIL NADU,641046
80654,403-4343551-8573963,NW004,TAMIL NADU,629002
80660,408-5834655-3346731,SET278,SIKKIM,737101
80663,406-6817077-6399550,NW001,PUNJAB,152116
80664,403-7506730-5685903,JNE3504,KARNATAKA,575020
80668,171-0078351-4822722,JNE3797,KERALA,695562
80669,405-2085848-4037107,SET192,MAHARASHTRA,400077
80677,404-6217257-6182715,JNE3865,HARYANA,131001
80682,403-1566403-9521958,J0230,MAHARASHTRA,400607
80695,407-5139351-8273952,SET383,DELHI,110092
80698,404-0237690-5728321,JNE3879,TELANGANA,500010
80700,408-2314619-3607534,JNE3838,TELANGANA,500053
80712,405-9095787-8781909,SET389,MAHARASHTRA,400092
80717,405-7336907-6793938,SET282,WEST BENGAL,700124
80722,403-4165554-3908355,SET184,RAJASTHAN,307001
80726,404-3636009-9668331,SET233,ASSAM,781026
80727,402-9649495-9645947,SET377,DELHI,110023
80728,407-5978046-1252339,SET389,DELHI,110068
80734,403-3890562-7454741,JNE3797,MAHARASHTRA,411057
80736,403-9757968-6459532,J0295,UTTAR PRADESH,208014
80746,405-8880312-2865120,J0341,MAHARASHTRA,400018
80748,405-1107918-7784305,SET220,KARNATAKA,560103
80749,405-1107918-7784305,SET376,KARNATAKA,560103
80752,403-3505936-0316305,JNE3618,KARNATAKA,560043
80754,408-5909356-9839505,SET233,Gujarat,370110
80759,404-4540583-8175555,SET183,BIHAR,843314
80767,406-4747443-5220357,J0349,RAJASTHAN,302011
80771,408-8950471-5205954,SET324,MAHARASHTRA,415002
80773,406-9400202-2932362,JNE3881,KERALA,691525
80779,405-5987672-1755518,SET377,JHARKHAND,835221
80780,408-3617541-6697904,JNE3784,UTTAR PRADESH,201306
80782,402-0378405-8275517,J0301,UTTARAKHAND,263145
80784,408-2036090-6517144,JNE3721,TELANGANA,502325
80785,404-7025915-2229109,SET377,BIHAR,800013
80788,405-9178485-8480314,NW020,TAMIL NADU,600073
80791,407-0778389-2868319,J0301,UTTARAKHAND,248001
80792,402-3779012-1538745,JNE3784,KARNATAKA,581320
80806,404-5358165-2331528,SET363,PUNJAB,140301
80808,407-3952115-1989919,PJNE3291,UTTAR PRADESH,201301
80817,171-9875158-5651568,SET398,ANDHRA PRADESH,530048
80818,402-0293505-5422746,SET383,DELHI,110015
80821,171-8690542-4357902,J0041,KERALA,673304
80824,407-3086884-1159527,SET389,DELHI,110063
80835,406-5286219-0471540,J0343,KARNATAKA,580031
80838,407-6502708-0516367,SET397,UTTAR PRADESH,226010
80840,403-9762819-4930763,J0338,TELANGANA,500013
80850,408-7028793-0462726,SET217,KARNATAKA,560091
80851,408-7028793-0462726,SET233,KARNATAKA,560091
80854,406-9054467-7883536,J0013,MAHARASHTRA,422101
80856,171-3783940-5921943,SET324,PUDUCHERRY,605008
80858,402-6588446-9427557,JNE3476,MAHARASHTRA,411027
80859,408-9545609-9228341,JNE3389,ODISHA,751009
80866,405-4573592-3609154,SET324,HARYANA,122017
80875,402-5403434-9329913,SET288,DELHI,110085
80880,407-3460656-8845110,J0341,KERALA,673008
80884,405-7776498-3574748,JNE3795,TAMIL NADU,600001
80887,408-8894338-9721900,SET363,MADHYA PRADESH,462043
80888,403-9331461-7409965,JNE3408,TELANGANA,500026
80896,408-9918562-7140336,JNE3722,KARNATAKA,571201
80898,405-2201511-0296325,JNE3805,MAHARASHTRA,400088
80901,408-6665395-5475569,J0085,Gujarat,380013
80902,403-1404586-2145114,J0230,UTTAR PRADESH,271001
80906,171-3612286-5913918,J0245,KARNATAKA,560085
80911,406-2233634-3729902,JNE3712,GOA,403507
80920,402-4982923-7517150,SET217,TELANGANA,500010
80923,407-2231323-7003566,PJNE3068,TAMIL NADU,600004
80927,406-4347582-6654713,J0354,UTTAR PRADESH,201307
80936,404-2129365-7308368,SET278,UTTAR PRADESH,241124
80957,404-4084900-9638742,SET145,MADHYA PRADESH,482001
80958,404-4084900-9638742,SET402,MADHYA PRADESH,482001
80961,403-5572993-5560320,JNE3739,TAMIL NADU,635109
80964,406-3653513-4311507,NW001,HIMACHAL PRADESH,171005
80965,404-5567750-0125954,SET278,ANDHRA PRADESH,522005
80968,406-8894405-4219512,SET145,BIHAR,812005
80977,406-1250329-2648314,JNE3795,KARNATAKA,560083
80992,408-0746547-8018730,JNE3703,Gujarat,380015
80993,405-9151025-6338701,SET110,TAMIL NADU,600072
81003,171-4685139-9181948,J0301,RAJASTHAN,302019
81007,402-3300319-2002747,SET183,BIHAR,848207
81014,406-9741993-4071565,J0011,BIHAR,843302
81018,403-0896901-6269156,JNE3800,KERALA,673580
81019,408-6854622-2144336,SET282,UTTAR PRADESH,245207
81032,405-5940149-0396342,SET240,WEST BENGAL,700102
81037,171-7063664-9062715,SET316,MAHARASHTRA,400059
81038,406-9421722-9233918,JNE3449,TELANGANA,507115
81039,406-9421722-9233918,JNE3501,TELANGANA,507115
81040,408-7050599-2788361,J0283,BIHAR,847302
81041,406-0344506-7388360,SET350,UTTAR PRADESH,242001
81042,406-2263214-2487567,JNE3800,KERALA,678731
81043,406-2263214-2487567,JNE3801,KERALA,678731
81054,406-8562061-5019537,JNE3838,DELHI,110052
81056,404-9594478-1857122,JNE3160,MAHARASHTRA,422403
81062,406-9921183-1684353,J0340,UTTARAKHAND,263148
81067,406-5107060-8957965,J0349,KARNATAKA,560003
81070,408-1913263-1429915,MEN5025,RAJASTHAN,305003
81072,408-7001581-1400336,J0134,KERALA,695504
81073,408-7001581-1400336,SET355,KERALA,695504
81075,406-2011656-2352344,JNE3749,MAHARASHTRA,400018
81076,406-2011656-2352344,JNE3800,MAHARASHTRA,400018
81080,405-6642403-8431549,SET363,ASSAM,782402
81081,405-7846993-7588333,JNE3752,TELANGANA,500078
81085,171-8740944-1939561,SET363,UTTARAKHAND,248001
81090,408-8531643-7873934,JNE3368,MAHARASHTRA,421202
81091,406-0747541-3677115,JNE3619,TELANGANA,500072
81093,407-8667148-9747530,JNE3800,KERALA,695009
81094,171-7640718-7261102,J0415,WEST BENGAL,700040
81104,408-7235858-3692346,J0339,HARYANA,122018
81108,404-4745447-6740362,PJNE3068,ODISHA,751024
81115,407-3709511-9897909,SET239,DELHI,110068
81120,402-8942507-7711563,SET356,ODISHA,759001
81125,406-9348427-1385124,SET377,HARYANA,124507
81127,408-4500980-6937163,JNE2171,DELHI,110078
81136,171-3542669-5676333,JNE3797,TAMIL NADU,632406
81143,407-6176843-6129932,J0332,ANDHRA PRADESH,530002
81146,402-6680832-0041110,J0230,KARNATAKA,560030
81148,171-8356607-0490703,SET300,TELANGANA,500097
81162,406-8034687-1395505,J0117,TELANGANA,500016
81169,171-5140001-8789969,SET183,TELANGANA,500029
81173,171-9318875-6700311,JNE3468,UTTAR PRADESH,201301
81174,171-9318875-6700311,JNE3615,UTTAR PRADESH,201301
81182,408-6151878-9983568,SET210,MAHARASHTRA,400092
81193,402-1569150-1386739,SET324,DELHI,110052
81197,408-7555472-9441104,JNE3781,KERALA,680590
81206,402-9345481-6438724,J0097,DELHI,110075
81223,402-6204805-8167549,SET363,PUNJAB,143521
81226,407-2425534-0941920,J0295,JAMMU & KASHMIR,193201
81237,408-4861124-9334738,J0355,KERALA,673005
81241,407-4171736-1105100,JNE3675,TELANGANA,500047
81255,171-9905964-0697951,J0354,UTTAR PRADESH,201102
81276,406-5674857-5581948,J0008,TAMIL NADU,627117
81277,402-8743005-5733958,J0011,KERALA,691533
81283,408-7537568-6190719,J0285,RAJASTHAN,302001
81286,402-4280960-0189112,J0008,Gujarat,360005
81288,405-8854001-9685912,J0244,MAHARASHTRA,400072
81313,171-4291912-9817909,J0199,RAJASTHAN,324009
81345,406-5449660-1878700,JNE3800,MADHYA PRADESH,474011
81354,403-1883516-7238745,JNE3391,KARNATAKA,560074
81361,406-9627954-0384336,JNE3522,ANDHRA PRADESH,530027
81372,405-4528632-0297137,SET328,KARNATAKA,560023
81380,408-2330486-7705133,SET402,TELANGANA,500094
81384,403-6408075-9372339,J0399,UTTAR PRADESH,201305
81387,404-3255030-8005924,JNE3800,DELHI,110041
81402,407-3795494-9343536,MEN5022,MADHYA PRADESH,458441
81410,403-6244870-0211545,JNE3291,DELHI,110030
81416,171-7778985-6000352,JNE3468,SIKKIM,737102
81420,171-7239272-7505963,SET282,MAHARASHTRA,440022
81425,406-7041766-3465962,SET363,BIHAR,800020
81426,171-8339778-1118760,JNE3560,ANDHRA PRADESH,517127
81434,407-7671804-0455517,JNE3801,UTTAR PRADESH,228001
81436,406-3755269-7037912,JNE3642,TELANGANA,500035
81438,171-6587044-0571532,SET288,BIHAR,812001
81449,403-4887416-8847519,SET145,PUNJAB,151001
81450,402-1716504-4926720,SET220,ANDHRA PRADESH,533406
81451,405-6622228-6961932,BL057,WEST BENGAL,736121
81453,407-6830430-7965107,SET343,UTTAR PRADESH,201014
81461,407-1231923-8474725,SET282,HARYANA,122505
81466,406-7415163-0411563,J0119,MAHARASHTRA,431203
81469,171-0088041-1405908,SET325,DELHI,110023
81471,405-9052158-8179545,J0341,TAMIL NADU,600100
81479,407-8753364-0223513,SET389,Gujarat,370001
81488,171-1942295-1997150,JNE3784,TAMIL NADU,609001
81489,403-5561058-1853166,JNE3530,KARNATAKA,560036
81492,408-7741000-2000313,SET377,MAHARASHTRA,422004
81510,403-0390612-0088321,JNE3294,TELANGANA,500049
81518,408-3595947-5756313,MEN5021,ANDHRA PRADESH,523157
81519,408-3595947-5756313,MEN5031,ANDHRA PRADESH,523157
81528,406-3161574-8153901,J0301,KARNATAKA,560035
81529,406-9710279-3811512,J0332,DELHI,110016
81531,402-6448966-6657932,JNE2014,KARNATAKA,560086
81537,403-9695900-1194708,JNE3703,KERALA,686501
81538,171-9366750-1830762,J0236,MAHARASHTRA,400606
81545,402-5768714-8116318,JNE1906,TAMIL NADU,600015
81550,406-9697490-9593154,JNE3797,KARNATAKA,560084
81551,406-9697490-9593154,JNE3800,KARNATAKA,560084
81554,406-6011656-7142743,J0301,DELHI,110093
81555,403-2436993-3401114,SET363,PUNJAB,140301
81575,402-1108319-5079535,SET363,TELANGANA,500092
81583,171-7245784-3158729,SET377,MAHARASHTRA,445204
81598,171-3961903-6726729,JNE3795,SIKKIM,737126
81608,408-4155723-9098740,J0244,RAJASTHAN,332001
81612,405-6543898-7204304,SET389,DELHI,110085
81622,407-1713419-1938721,J0083,KARNATAKA,560085
81624,405-5291526-7502730,J0097,JHARKHAND,831011
81627,406-0280954-0864350,SET293,MAHARASHTRA,410206
81651,405-9409875-3410738,J0088,Gujarat,382424
81666,402-5155532-9773962,JNE3440,CHANDIGARH,160036
81667,402-5155532-9773962,JNE3801,CHANDIGARH,160036
81668,405-2365518-3761122,SET436,DELHI,110015
81671,408-0062908-1533103,SET401,MADHYA PRADESH,476001
81676,408-8526679-2215532,JNE3773,KARNATAKA,560059
81677,402-6047176-9766746,SET375,MADHYA PRADESH,485001
81678,407-7645968-0329953,PJNE3368,GOA,403507
81682,408-6164684-6375517,J0164,Gujarat,360005
81695,405-7505747-4832332,J0117,WEST BENGAL,700136
81703,408-1041300-3261135,SET183,TAMIL NADU,600100
81705,405-6363519-6116312,JNE3618,MAHARASHTRA,400610
81706,171-5343620-2507510,J0243,UTTAR PRADESH,201011
81717,402-5698785-7057917,J0341,TAMIL NADU,600004
81727,403-1259791-1911564,JNE3798,TELANGANA,505122
81729,406-4428832-6317966,SET393,HARYANA,122001
81732,405-9553604-9256348,JNE3781,MAHARASHTRA,400059
81749,403-3061596-3252356,SET377,CHHATTISGARH,495677
81751,404-5202800-6166734,JNE3470,CHHATTISGARH,495682
81764,402-8699516-5262721,J0013,JHARKHAND,831013
81773,406-2167592-2727502,J0341,UTTAR PRADESH,201017
81782,408-0318131-4587539,J0341,CHHATTISGARH,491001
81784,403-3027802-6385115,SET233,MAHARASHTRA,400028
81787,404-9318904-7580353,NW030,KARNATAKA,560042
81788,404-9318904-7580353,NW012,KARNATAKA,560042
81799,404-8625194-5054733,SET185,MAHARASHTRA,415002
81800,404-8625194-5054733,SET288,MAHARASHTRA,415002
81808,405-7751053-1462767,SET343,MAHARASHTRA,414003
81816,404-3587103-2945930,JNE3721,Arunachal pradesh,791110
81820,404-3711124-4781158,J0354,MADHYA PRADESH,482001
81842,403-4718894-9527568,SET394,HARYANA,132001
81843,404-7355162-1489908,JNE3763,MAHARASHTRA,421003
81844,404-7355162-1489908,JNE3703,MAHARASHTRA,421003
81854,405-6894696-3720349,JNE3801,ODISHA,751001
81855,405-6894696-3720349,JNE3800,ODISHA,751001
81857,408-0473111-4852364,SET183,BIHAR,848114
81858,408-0473111-4852364,SET183,BIHAR,848114
81871,405-2443958-8413915,SET394,HARYANA,132041
81875,407-9371023-4662765,SET356,HIMACHAL PRADESH,174001
81876,404-2578244-9195558,SET350,DELHI,110067
81878,171-2681423-3367565,JNE3781,TELANGANA,500090
81879,404-9437988-1438732,SET366,KARNATAKA,560076
81882,406-7693081-9295538,JNE3800,TAMIL NADU,600041
81883,171-7162474-2949126,JNE3515,TAMIL NADU,600116
81884,171-7162474-2949126,JNE3611,TAMIL NADU,600116
81888,405-6336548-9029930,PJNE3068,ANDHRA PRADESH,530011
81903,171-6299664-9769158,J0234,KARNATAKA,560068
81904,171-6299664-9769158,J0236,KARNATAKA,560068
81909,408-7750427-9537901,JNE3764,MAHARASHTRA,401105
81912,406-2266051-9813103,J0171,DELHI,110030
81916,403-1251689-7813124,JNE3798,Gujarat,364002
81924,408-4371959-5785121,J0005,KARNATAKA,560032
81928,407-7638355-2217905,SET288,ARUNACHAL PRADESH,791001
81945,402-6686774-7439515,NW015,TELANGANA,500012
81948,404-3598797-4553948,SET310,TELANGANA,500039
81949,407-0058224-5823534,JNE3797,Gujarat,380009
81963,405-3485350-6303521,SET220,TELANGANA,500070
81966,408-7920748-3483510,J0341,MAHARASHTRA,412308
81967,408-2284631-3352303,J0230,DELHI,110092
81971,405-0598876-1792316,J0005,KARNATAKA,560082
81972,403-9955685-6738738,J0005,TAMIL NADU,626001
81978,403-8339850-4298725,J0010,KARNATAKA,577004
81993,407-6185404-3004354,SET293,Gujarat,380001
81997,408-4285507-5361101,JNE3797,ASSAM,782435
81998,408-4285507-5361101,JNE3801,ASSAM,782435
81999,405-2339429-8512367,SET277,RAJASTHAN,302039
82002,405-2932165-8663517,SET350,TELANGANA,500090
82005,405-8008121-3588314,SET330,MAHARASHTRA,400101
82009,405-1451435-4999508,J0339,UTTAR PRADESH,211008
82012,403-7444266-1361936,JNE3797,KARNATAKA,560099
82014,404-8070111-4345117,SET394,ODISHA,752055
82016,408-3534972-0785126,JNE3739,TAMIL NADU,636003
82020,404-5745139-0286721,JNE3797,ODISHA,752055
82021,404-5745139-0286721,JNE3800,ODISHA,752055
82023,404-1335223-4053118,JNE3817,MAHARASHTRA,400052
82024,404-1335223-4053118,JNE3823,MAHARASHTRA,400052
82025,404-1335223-4053118,JNE3821,MAHARASHTRA,400052
82026,407-5563005-2801955,JNE3560,CHHATTISGARH,493331
82027,408-4413653-6789928,JNE3797,RAJASTHAN,334001
82028,403-8505064-4399568,MEN5024,Gujarat,395007
82039,408-3857141-3821939,SET345,KERALA,695002
82043,408-6991446-5621150,J0334,MAHARASHTRA,411020
82045,171-9068034-2331520,JNE1234,TAMIL NADU,641031
82049,406-8419721-7573142,J0292,MAHARASHTRA,416012
82050,408-1684902-2393942,JNE3797,PUDUCHERRY,605004
82054,404-2631644-6125140,JNE3793,TELANGANA,500084
82059,403-6548438-8782741,J0212,TELANGANA,500091
82060,403-6548438-8782741,J0308,TELANGANA,500091
82065,402-7197421-0039535,JNE3800,WEST BENGAL,734301
82067,402-3165611-7027559,JNE3800,TELANGANA,509208
82069,405-7724014-0945946,SET377,UTTARAKHAND,263139
82079,407-0811758-3306727,SET278,UTTAR PRADESH,202002
82083,407-6544457-3285107,J0328,KERALA,695581
82087,405-4356440-3194724,J0281,ANDHRA PRADESH,515001
82088,405-4251466-8460313,JNE3721,MAHARASHTRA,416416
82090,402-6254495-6629917,NW034,MAHARASHTRA,400092
82098,404-5308431-2535552,SET286,Gujarat,388001
82099,404-5308431-2535552,SET376,Gujarat,388001
82100,403-1876194-5131531,SET250,MAHARASHTRA,400053
82101,403-1876194-5131531,SET250,MAHARASHTRA,400053
82105,171-3370081-6379549,JNE3749,MAHARASHTRA,400615
82106,407-8445616-0415530,JNE3797,UTTAR PRADESH,232101
82107,407-8445616-0415530,JNE3801,UTTAR PRADESH,232101
82111,405-8166454-1365907,JNE3721,MAHARASHTRA,421302
82116,171-7073929-9597904,JNE3440,Gujarat,385330
82123,403-6373295-2663564,SET377,UTTAR PRADESH,226029
82125,406-6415199-8812355,SET183,MAHARASHTRA,421204
82126,171-7543313-1324361,SET377,UTTAR PRADESH,275101
82138,406-1041004-3698708,JNE2305,UTTAR PRADESH,201017
82145,404-9199536-4257150,SET394,RAJASTHAN,305901
82146,402-7101471-3713969,SET394,KARNATAKA,576101
82148,407-6890933-6598757,JNE3721,RAJASTHAN,302020
82151,402-0069595-4037115,JNE3797,KERALA,680022
82153,407-5409136-6914726,J0122,MAHARASHTRA,400049
82175,404-1134005-9098717,SET186,HARYANA,134113
82177,403-6402994-4620312,SET363,UTTAR PRADESH,201206
82181,407-1070822-4174766,MEN5002,WEST BENGAL,721131
82189,403-9221329-9917957,JNE3762,RAJASTHAN,302017
82190,402-1343759-7606731,SET377,HARYANA,123401
82201,405-2369821-3563551,J0179,WEST BENGAL,742101
82223,404-9169468-3204359,JNE3710,MAHARASHTRA,410210
82230,405-1109712-3613161,J0314,TAMIL NADU,600044
82231,406-7165202-1361912,SET377,MAHARASHTRA,411061
82232,407-5677122-5342735,J0415,JAMMU & KASHMIR,192124
82234,407-8413908-5457966,JNE3636,MAHARASHTRA,400703
82237,405-9157187-2167556,SET278,RAJASTHAN,302022
82250,405-0071015-5874701,SET310,TELANGANA,502032
82252,404-1398890-0933960,J0295,Gujarat,382481
82256,403-8947712-8736364,SET278,KARNATAKA,560103
82257,405-5409154-1309923,SET278,PUNJAB,147002
82260,402-6057865-5826752,J0013,KARNATAKA,560096
82271,405-5281226-7839506,JNE3837,JHARKHAND,831011
82274,407-4788868-1767567,SET184,MAHARASHTRA,431116
82280,403-7329411-8837906,JNE3798,Gujarat,364002
82291,403-5653799-4178743,JNE3787,MAHARASHTRA,416520
82297,402-0495254-8382765,JNE2153,Gujarat,382481
82298,406-4154667-4757930,JNE3740,ANDHRA PRADESH,520008
82317,404-6572266-3169119,SET377,UTTARAKHAND,248198
82318,403-2900980-1875514,SET356,ASSAM,782435
82333,402-6600003-9312344,J0213,MAHARASHTRA,400012
82336,406-1132958-0100331,MEN5007,Gujarat,380006
82337,406-1132958-0100331,MEN5006,Gujarat,380006
82339,407-8572513-5381119,J0355,TAMIL NADU,641011
82347,407-4963319-9665103,SET182,MAHARASHTRA,411057
82353,402-8198768-4997940,JNE3869,MAHARASHTRA,400606
82360,408-4095455-9266755,JNE3861,MAHARASHTRA,411003
82363,171-0150174-9724324,J0338,KARNATAKA,575007
82368,407-2059534-0887528,MEN5006,MAHARASHTRA,411060
82369,406-6072635-1849905,SET183,DELHI,110063
82374,406-1295693-8122707,JNE3776,KERALA,682006
82381,403-5274176-9841924,SET220,MAHARASHTRA,400098
82384,171-9222314-5240365,MEN5015,MADHYA PRADESH,462038
82388,171-9166911-0541133,JNE3601,TELANGANA,500058
82395,403-5686190-2187540,JNE3706,ASSAM,784001
82396,403-3782569-5597969,JNE3265,KERALA,695002
82409,403-0412139-5154749,J0306,UTTAR PRADESH,201303
82410,405-0880724-8694703,JNE2032,UTTARAKHAND,263153
82414,406-4132646-8942724,J0295,MAHARASHTRA,400066
82416,408-9586041-8776362,JNE2032,KERALA,695015
82422,171-3872120-9027509,SET377,ANDHRA PRADESH,522007
82424,408-9124522-7033910,J0095,HARYANA,122002
82428,408-0929587-6397152,JNE3757,UTTAR PRADESH,226011
82436,408-9198619-3977163,JNE3431,KARNATAKA,560100
82446,402-9399820-8384301,J0212,TELANGANA,500019
82449,402-8175166-8441159,JNE3797,KARNATAKA,560043
82451,403-0163305-8337901,J0096,UTTAR PRADESH,226001
82457,402-9657270-4782722,JNE3781,UTTAR PRADESH,244221
82477,404-8470738-3538765,J0341,TELANGANA,500070
82486,408-7410474-0414719,JNE3671,WEST BENGAL,711202
82489,406-4276112-6633901,J0216,TELANGANA,500085
82492,405-6265176-9837926,J0117,MAHARASHTRA,411027
82494,406-3078682-3752317,J0004,Gujarat,396001
82495,407-0755412-7606753,SET324,MAHARASHTRA,421201
82498,408-9509718-2557925,SET331,HIMACHAL PRADESH,171218
82500,406-1766988-1024335,J0341,KARNATAKA,560102
82512,403-6668589-0531501,JNE3291,KARNATAKA,560037
82513,408-1539870-8998712,J0341,MAHARASHTRA,410206
82515,406-4301216-9245109,JNE3870,TAMIL NADU,600097
82519,405-4764819-7112307,SET250,MAHARASHTRA,425201
82521,408-1529343-1441111,JNE3501,MAHARASHTRA,443301
82522,408-9746055-9350733,MEN5008,KARNATAKA,575030
82525,408-3791220-6949100,JNE3793,MAHARASHTRA,400103
82542,402-1580462-6254751,J0118,KARNATAKA,560100
82543,406-8747526-8441168,J0134,HARYANA,122001
82545,171-2834913-4133911,SET233,Punjab,141421
82553,407-1681901-9953906,J0341,MAHARASHTRA,400083
82554,408-6581746-2025115,MEN5027,TAMIL NADU,600078
82555,403-3706764-9237908,J0339,DELHI,110087
82556,171-8867724-3221101,J0399,HARYANA,132103
82562,408-8048387-9661122,J0117,TAMIL NADU,606601
82563,404-7457762-2939536,JNE2170,KARNATAKA,560032
82564,403-2126905-5979556,JNE3797,TELANGANA,500090
82566,403-4193617-9495508,SET278,KARNATAKA,560048
82579,408-4896909-3169166,SET209,ANDHRA PRADESH,533101
82581,402-8347163-9387524,JNE3518,TELANGANA,509208
82587,402-6518180-5409942,SET304,KARNATAKA,575003
82592,408-7057891-6986769,JNE3866,KARNATAKA,560100
82598,408-8633234-2937954,JNE3797,MADHYA PRADESH,452018
82601,408-8299284-6646716,JNE3800,TELANGANA,500092
82602,408-8299284-6646716,JNE3801,TELANGANA,500092
82603,171-6410205-7457903,SET304,RAJASTHAN,302016
82604,407-6269723-2060345,J0285,BIHAR,852137
82615,407-0178865-9265954,JNE3797,MAHARASHTRA,442401
82616,406-5229739-2273925,J0002,TELANGANA,500050
82618,406-5288634-0885903,JNE3482,KERALA,670631
82621,408-5596788-1536315,JNE3560,RAJASTHAN,302019
82627,171-2829274-2072369,SET187,DELHI,110086
82634,404-1904538-1322754,MEN5032,CHANDIGARH,160009
82652,408-2924403-8914759,SET278,HARYANA,125104
82653,408-4582176-7141103,JNE3443,TELANGANA,500049
82654,402-0889950-8165137,J0413,Gujarat,380052
82656,405-9366984-2137142,JNE3334,TELANGANA,500019
82660,407-6350083-7157959,JNE3334,KARNATAKA,560035
82665,405-4949869-9217102,JNE3423,ANDHRA PRADESH,534239
82670,403-7435053-2704315,J0117,KARNATAKA,560045
82677,405-1973944-8816325,JNE1525,MAHARASHTRA,411001
82678,404-8254588-6086747,JNE3801,KARNATAKA,560097
82688,402-5428316-9200315,J0341,TAMIL NADU,638402
82701,406-8116400-8760327,SET145,KERALA,670009
82702,406-8116400-8760327,JNE3423,KERALA,670009
82712,405-6416248-8407523,JNE3265,HARYANA,134003
82724,403-0216945-7332354,JNE3659,KARNATAKA,560078
82739,408-5409618-0970703,J0119,Gujarat,380004
82748,171-4070488-7382749,JNE3690,DELHI,110074
82750,171-0583316-2406747,J0230,DELHI,110075
82755,406-0395870-3519506,J0341,KERALA,691304
82757,405-7414052-9318756,J0329,KARNATAKA,560073
82778,404-9783111-4669929,JNE3797,KERALA,695573
82784,406-8349146-7463558,J0341,KERALA,673001
82786,406-2291402-5026717,JNE3625,UTTAR PRADESH,231216
82787,171-0536683-4152366,J0008,MAHARASHTRA,401107
82790,408-9925983-0782711,J0096,RAJASTHAN,313002
82800,404-4467671-3820312,J0231,TELANGANA,500089
82802,406-4466387-2047511,JNE3431,TAMIL NADU,635802
82803,404-9203572-3012344,SET345,ANDHRA PRADESH,517501
82822,406-1204334-8090752,J0382,MAHARASHTRA,412308
82825,406-1146344-6256313,PJNE3068,TELANGANA,500033
82827,403-6837618-2115546,SET252,RAJASTHAN,322001
82839,404-3668130-6131535,JNE3798,TELANGANA,500025
82843,402-6528980-1221140,JNE3476,MAHARASHTRA,400605
82845,405-9933127-5766728,SET374,Gujarat,380007
82848,402-7957062-7594719,SET324,KARNATAKA,560021
82853,408-7983662-9072324,JNE3510,TAMIL NADU,600081
82856,406-8971252-8257907,JNE2199,ANDHRA PRADESH,534239
82861,408-1629814-7899519,SET331,RAJASTHAN,322001
82870,405-4599148-3961106,J0335,TELANGANA,500059
82881,403-0781949-0433145,J0009,Gujarat,395009
82884,403-4545087-3426733,JNE3518,MAHARASHTRA,400081
82888,405-0863793-5096316,JNE3798,Gujarat,364001
82889,403-6032737-8373148,JNE3440,KARNATAKA,560098
82894,171-2948566-5383562,J0010,KARNATAKA,560061
82895,407-2314973-8866747,J0341,KARNATAKA,560043
82896,404-1029241-7785969,JNE3440,MAHARASHTRA,415605
82913,407-1879807-1975536,MEN5006,TELANGANA,500050
82914,408-6138932-9408323,SET233,MAHARASHTRA,425401
82918,408-0263971-5457132,SET377,WEST BENGAL,743144
82925,407-0744922-2708331,JNE3805,MADHYA PRADESH,452015
82935,402-0438788-7007545,J0008,RAJASTHAN,341001
82937,406-3287685-8211512,J0117,ARUNACHAL PRADESH,791111
82947,402-2080204-3266719,SET223,HARYANA,122001
82954,403-0761470-4378741,J0285,KARNATAKA,560085
82961,404-0968135-5709969,JNE3797,UTTAR PRADESH,250001
82964,402-8969925-0233949,PJNE3068,UTTAR PRADESH,201308
82967,402-2510625-5621921,SET182,Gujarat,388001
82972,404-4419103-2900309,PJNE3068,MAHARASHTRA,400025
82975,402-3318120-4717968,SET300,UTTAR PRADESH,231219
82976,402-3318120-4717968,SET402,UTTAR PRADESH,231219
82985,171-2257981-2146752,J0013,ANDHRA PRADESH,520002
82986,171-5430389-6526739,JNE3423,MAHARASHTRA,411015
82988,408-7961634-5146754,JNE3640,WEST BENGAL,700153
83002,406-7596057-9161162,SET356,MAHARASHTRA,400605
83003,408-9618530-9338753,SET291,KERALA,685585
83021,403-8036940-6800334,JNE3368,KARNATAKA,577501
83022,403-7810408-8819506,J0097,KERALA,686668
83023,407-8377367-6953956,PJNE3291,TAMIL NADU,621215
83024,407-8377367-6953956,PJNE3252,TAMIL NADU,621215
