INTUBATION,EXPCO2,MINVOL,VENTALV,VENTLUNG,ARTCO2
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,HIGH,HIGH,LOW,HIGH,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,ZERO,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,HIGH,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,LOW,NORMAL,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,LOW,LOW,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
ONESIDED,ZERO,NORMAL,NORMAL,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,ZERO,HIGH,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,LOW,LOW,LOW,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
ONESIDED,LOW,NORMAL,NORMAL,ZERO,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,ZERO,ZERO,LOW
ONESIDED,HIGH,HIGH,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,LOW,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,ZERO,ZERO,HIGH
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,LOW,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,LOW,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,LOW,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,NORMAL,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,NORMAL,ZERO,NORMAL
NORMAL,NORMAL,HIGH,ZERO,LOW,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,HIGH,HIGH,LOW,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ESOPHAGEAL,NORMAL,ZERO,ZERO,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL
NORMAL,ZERO,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,HIGH,HIGH,LOW,LOW
ONESIDED,NORMAL,ZERO,LOW,LOW,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,HIGH,LOW,LOW,HIGH,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,ZERO,ZERO,HIGH,ZERO,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL
NORMAL,LOW,HIGH,HIGH,LOW,LOW
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
NORMAL,LOW,ZERO,ZERO,ZERO,HIGH
