LVFAILURE,LVEDVOLUME,CO,PCWP,HR,CVP,HYPOVOLEMIA,STROKEVOLUME
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,NORMAL,NORMAL,True,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,NORMAL,LOW,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,LOW,LOW,HIGH,LOW,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,HIGH,NORMAL,HIGH,NORMAL,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW
False,LOW,NORMAL,LOW,NORMAL,LOW,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,LOW,HIGH,NORMAL,False,LOW
False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW
False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,HIGH,LOW,HIGH,NORMAL,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
True,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,HIGH,HIGH,LOW,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
True,LOW,NORMAL,LOW,NORMAL,LOW,False,LOW
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,LOW,LOW,LOW,HIGH,LOW,True,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
False,HIGH,HIGH,HIGH,HIGH,HIGH,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,NORMAL,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,NORMAL,LOW,NORMAL,LOW,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,HIGH,HIGH,HIGH,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,NORMAL,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
True,LOW,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,HIGH,LOW,HIGH,NORMAL,NORMAL,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL
False,NORMAL,NORMAL,LOW,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,HIGH,HIGH,NORMAL,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
True,LOW,NORMAL,LOW,HIGH,LOW,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,LOW,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
True,LOW,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
True,LOW,NORMAL,LOW,HIGH,LOW,False,LOW
False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,NORMAL
True,LOW,LOW,LOW,HIGH,LOW,False,LOW
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,NORMAL,HIGH,True,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,HIGH
False,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
False,LOW,LOW,LOW,LOW,LOW,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
True,LOW,LOW,LOW,HIGH,LOW,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,False,HIGH
False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,LOW,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
False,HIGH,HIGH,LOW,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,True,LOW
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
True,LOW,LOW,LOW,HIGH,LOW,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
True,LOW,LOW,LOW,HIGH,LOW,True,LOW
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,LOW,NORMAL,LOW,NORMAL,LOW,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,True,LOW
False,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
True,LOW,LOW,LOW,HIGH,LOW,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,LOW,HIGH,LOW,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,NORMAL,NORMAL,True,LOW
False,HIGH,HIGH,HIGH,HIGH,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,HIGH,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,HIGH,NORMAL,HIGH,HIGH,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,HIGH,NORMAL,True,LOW
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
True,LOW,LOW,LOW,HIGH,NORMAL,False,LOW
False,NORMAL,HIGH,LOW,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,HIGH,HIGH,HIGH,HIGH,True,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,NORMAL,NORMAL,False,LOW
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,LOW,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,NORMAL,False,LOW
False,LOW,LOW,LOW,HIGH,LOW,True,LOW
False,HIGH,NORMAL,HIGH,HIGH,HIGH,True,LOW
False,NORMAL,HIGH,NORMAL,HIGH,LOW,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,NORMAL,HIGH,NORMAL,HIGH,NORMAL,False,NORMAL
False,HIGH,LOW,HIGH,NORMAL,HIGH,True,LOW
False,HIGH,LOW,HIGH,HIGH,HIGH,True,LOW
False,LOW,NORMAL,LOW,NORMAL,LOW,False,NORMAL
