PULMEMBOLUS,INTUBATION,VENTALV,SHUNT,VENTLUNG,PRESS
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
True,NORMAL,ZERO,HIGH,ZERO,HIGH
True,ESOPHAGEAL,LOW,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,HIGH,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,ESOPHAGEAL,ZERO,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,ESOPHAGEAL,ZERO,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,HIGH,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,LOW,NORMAL,HIGH,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ESOPHAGEAL,LOW,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ESOPHAGEAL,ZERO,NORMAL,LOW,HIGH
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,LOW,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,NORMAL,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,LOW
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,ESOPHAGEAL,LOW,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
True,NORMAL,ZERO,HIGH,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,HIGH,ZERO,LOW
False,NORMAL,LOW,NORMAL,HIGH,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,ZERO
False,NORMAL,ZERO,HIGH,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,ONESIDED,NORMAL,HIGH,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,ESOPHAGEAL,LOW,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,NORMAL,NORMAL,NORMAL,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
True,NORMAL,HIGH,HIGH,LOW,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ESOPHAGEAL,LOW,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,ONESIDED,NORMAL,HIGH,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,NORMAL,NORMAL,NORMAL,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ESOPHAGEAL,LOW,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
True,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ONESIDED,NORMAL,HIGH,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,ONESIDED,LOW,HIGH,HIGH,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,ONESIDED,LOW,NORMAL,HIGH,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,ONESIDED,NORMAL,HIGH,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,ZERO,NORMAL
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,LOW,NORMAL,HIGH,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,ONESIDED,NORMAL,HIGH,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,LOW,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ESOPHAGEAL,LOW,HIGH,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
True,NORMAL,NORMAL,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,ONESIDED,LOW,HIGH,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
True,NORMAL,HIGH,HIGH,LOW,HIGH
False,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,NORMAL,NORMAL,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,ESOPHAGEAL,LOW,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,LOW,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,HIGH,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,NORMAL,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,ONESIDED,NORMAL,HIGH,ZERO,LOW
True,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,ESOPHAGEAL,LOW,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,LOW,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,ESOPHAGEAL,LOW,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,HIGH,NORMAL,LOW,HIGH
False,NORMAL,HIGH,NORMAL,LOW,LOW
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
False,NORMAL,ZERO,NORMAL,ZERO,LOW
False,NORMAL,ZERO,HIGH,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,ZERO
False,NORMAL,ZERO,NORMAL,ZERO,NORMAL
False,NORMAL,ZERO,NORMAL,ZERO,HIGH
