PULMEMBOLUS,INSUFFANESTH,INTUBATION,PAP,KINKEDTUBE,SHUNT
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,True,NORMAL
False,False,NORMAL,NORMAL,True,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,LOW,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,True,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
True,True,NORMAL,NORMAL,True,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,True,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,ONESIDED,LOW,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,LOW,False,HIGH
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
True,True,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,ESOPHAGEAL,HIGH,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,ONESIDED,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
True,False,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,True,NORMAL,HIGH,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,HIGH
False,True,ONESIDED,NORMAL,False,HIGH
False,True,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
True,False,NORMAL,HIGH,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,True,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,LOW,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,ESOPHAGEAL,NORMAL,False,NORMAL
False,False,ONESIDED,NORMAL,False,HIGH
False,True,NORMAL,NORMAL,False,NORMAL
False,True,ONESIDED,NORMAL,False,HIGH
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
False,False,NORMAL,NORMAL,True,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,True,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,NORMAL,False,NORMAL
False,False,NORMAL,HIGH,False,NORMAL
